parent_group,clone_index,target_slot,a_particle_index,source_trajectory,parent_restart_sha256,first_passage_tau,escaped_within_horizon,log_u_squared,log_p_squared,cos_u_p,log_gram_eigenvalue_1,log_gram_eigenvalue_2,log_gram_eigenvalue_3,log_b_squared,cos_u_b,cos_p_b,geometry_heldout_rate,kinematic_heldout_rate,full_heldout_rate,geometry_heldout_event_probability,kinematic_heldout_event_probability,full_heldout_event_probability,thermodynamic_claim_allowed
1,1,10,719,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,2.8000000000000003,True,-6.435772036906408,-0.10130768876801938,-0.3164980165131969,-1.0261833313888324,-0.8802502058879719,-0.856427398004157,7.799860969473548,-0.30437528435611344,0.22189276413363565,0.06506418064184016,0.06433608807287336,0.06405445167240982,0.7278178078498697,0.723825332855208,0.7222653266514165,False
1,1,11,770,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,4.2,True,-5.929545528043767,-2.22105399188696,0.7786610224202493,-1.1480543804154428,-1.086860030936373,-0.8122976260295389,7.180572845100142,0.06423656171031332,-0.38499107662511967,0.05894312338745343,0.06070279429553899,0.062331892739170544,0.6923715230420672,0.7030097253229763,0.7125303112631424,False
1,1,12,804,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,20.0,False,-6.720649248175226,-1.239470262099901,-0.05501646423914704,-1.1879726483085722,-0.9381558260468034,-0.556328370398163,8.063918388695793,0.6012072990034049,-0.588250917629041,0.05496140293056168,0.05507535273911484,0.056958915925198035,0.6668718601319068,0.6676301934395665,0.679918080817229,False
1,1,13,896,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,5.3500000000000005,True,-5.431195236882407,-0.4950619777967419,0.6172786392352834,-1.1472071286979029,-1.025631856668111,-0.5679738699441118,6.975181881285048,-0.4350545296210141,-0.9670059072020782,0.059979634855277596,0.06080473710016391,0.05976319470837974,0.6986830858266984,0.7036146288887088,0.6973759170866292,False
1,1,14,1032,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,20.0,False,-6.553706436170846,0.2515435521854844,-0.16243908498612972,-1.5101497545222984,-1.0400001396295069,-0.7756348122729193,7.591440116045908,-0.41568069696016346,-0.7032887994288267,0.04374469749225723,0.04321384081376714,0.04181459189254402,0.583093769695521,0.5786438396121654,0.5666856521658651,False
1,1,15,1081,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,20.0,False,-6.478356879217902,-3.793908711438724,0.3815946714992714,-1.0183525624166694,-0.6880969304876758,-0.4600025722308725,6.798344499156365,0.05490209025634962,-0.6664195367143425,0.06515900343037422,0.06718155913404472,0.06823271113627499,0.7283335001904326,0.7391034166826596,0.7445310039091569,False
1,1,16,1093,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,3.95,True,-6.776101580617481,-0.2753916420354372,0.5195835028813447,-1.220129022098584,-1.126421593620879,-0.49694033047883407,7.521269761258674,-0.8479781763350106,-0.8256518482337497,0.05170931571932633,0.05222165386203723,0.04908745166989268,0.6444844588525612,0.6481087419974778,0.6253447590691775,False
1,1,17,1120,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,12.9,True,-5.706602221874992,-1.965581929066488,-0.7736112855773462,-1.3480070971917373,-1.262734824112096,-1.0173517816986108,5.587581710597296,-0.9192323066960738,0.8222988946561285,0.05087529841915989,0.05028362701495384,0.04969539602997288,0.6385046022271611,0.6342014621997989,0.62987256754497,False
1,1,18,1211,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,13.8,True,-7.995159998741198,-0.5703574914234752,-0.12038641104938243,-1.4578095634252775,-1.124443684667169,-0.9715337918288832,8.51481733462657,-0.94055650601938,-0.09216922299364053,0.04217530564567572,0.041969995397035664,0.03895451767580256,0.5698004520388685,0.5680303327666071,0.5411768115652835,False
1,1,19,1285,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,9.25,True,-5.909635763700284,-1.9671178996523213,-0.016575853154713435,-1.2915518008877984,-1.1760447549648234,-0.7844779020247704,7.633265532512547,-0.9528157980599711,0.3077799044834386,0.0521958979401907,0.05257964552251105,0.05028867907154846,0.6479274296280231,0.6506192266622948,0.6342384210308903,False
1,1,20,1387,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,3.9000000000000004,True,-5.080216924139774,-0.220158111861338,-0.2377806544521533,-1.0751948794925845,-0.9342074957687768,-0.3893287168332048,5.892458316146219,-0.7869523457957037,-0.3160486825675772,0.06447539188199343,0.0638867818793148,0.06236067922947806,0.724593705647931,0.7213324090002496,0.7126957684974119,False
1,1,21,1394,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,20.0,False,-5.947426262679942,-1.299578061594867,0.5887325780374678,-1.1076874429261012,-0.8428017841963876,-0.7731075165968769,8.101699952779617,-0.42403653365226446,-0.9511627890202,0.06282973096199823,0.06400677040174435,0.062258954676084936,0.7153783769536195,0.722000345482447,0.7121106556030048,False
1,1,22,1438,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,12.5,True,-5.069954712694681,-0.5577212010674348,-0.6732186791542183,-1.322155709454152,-0.931859781231665,-0.5438373304938767,8.307152577528402,-0.9639473859397021,0.8455333265338681,0.05440045821977478,0.053376413361487,0.05093071487657641,0.6631134877997348,0.6561426085255808,0.6389050361662059,False
1,1,23,1470,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,0.65,True,-5.39623946498379,-0.06325466126455886,0.2616877855707373,-1.3332612081601605,-1.107824398472531,-0.769324550273651,8.133951894631771,0.4407473564149318,-0.6511848518810517,0.05252270398098625,0.052578375822840986,0.05437825542044941,0.6502211144178134,0.6506103543765912,0.6629638581076971,False
1,1,24,1480,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,17.35,True,-6.701897370152255,-2.8368181307990468,-0.47043620380833806,-1.4593077503653018,-1.3233249063463233,-0.9528226547354599,8.801527077762158,-0.8361674795525542,0.8208288080198815,0.04373896507422407,0.04379934512046555,0.041703357288471146,0.5830459693396024,0.5835491795129514,0.5657205880802708,False
1,1,25,1576,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,4.4,True,-5.0955803583545904,-1.6283803356260544,-0.026991389450540807,-1.328708573576207,-0.9911444490938431,-0.5788961331343465,8.4066782812151,-0.3309629488791462,-0.13377523220767912,0.05371616454629876,0.053941531903123854,0.05308474014229219,0.6584712072472966,0.6600071319999828,0.654130866671894,False
1,1,26,1583,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/prl-event-clock-closure/tmp/isoconfigurational_canary_T058/clone_001/trajectory.lammpstrj,f6e235d87a9442c148a41b837a6ca5897707ff531e52dffe43e19a4d688408cc,20.0,False,-7.382416392272384,-0.07287624847912284,-0.23613785800250142,-1.4763544838525116,-1.2811264116580303,-0.8370543756470751,7.536962058923908,0.01965400286246258,0.2825475333207701,0.041511865642558855,0.041048245849260964,0.04139400763268485,0.5640541815002477,0.5599931205089906,0.5630253753144809,False
