count_window,window_count,complete_waiting_time_count,particles_with_complete_wait,complete_wait_particle_fraction,waiting_mean,waiting_cv2,waiting_lag1_correlation,log_waiting_lag1_correlation,shuffle_lag1_correlation_mean,shuffle_lag1_correlation_standard_deviation,actual_count_fano,sequence_shuffle_count_fano,particle_iid_count_fano,pooled_empirical_iid_count_fano,gamma_iid_count_fano,temporal_memory_excess_fraction,persistent_environment_excess_fraction,empirical_iid_relative_error,gamma_iid_relative_error,collective_covariance_ratio,replicate,temperature,threshold_scale,debye_waller_factor
50.0,100.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.020134988651482243,0.003118508814231319,1.9574585011866565,1.9295889943462894,3.7763666386272328,1.8607478564266025,3.121372371581248,0.014443234762441692,1.0294886411313149,0.0494062299156921,0.5946046210885185,8.053455834264504,2.0,0.45,1.0,0.031991325318813324
100.0,50.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.020305183691815085,0.003464904552020684,2.6273191748400793,2.513093811653472,6.427474194200494,2.350603247142928,3.53461497808392,0.045452088838439986,1.7343934804875527,0.10532253954793847,0.34533139784931777,9.395795815597399,2.0,0.45,1.0,0.031991325318813324
200.0,25.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.020579720464479083,0.0031000450984250416,3.6476782306541393,3.3271985582176136,11.501256057152368,2.9538441347736004,3.998455874755116,0.09632117435402088,2.8936570558195314,0.19021252753319562,0.09616463457580582,11.132059948468873,2.0,0.45,1.0,0.031991325318813324
500.0,10.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.021566108636422734,0.0031045671748828833,5.720694288396425,4.907776971562226,26.081576649873618,3.86696940727205,4.626109550700992,0.16563860206863334,5.74470726373624,0.3240384449286827,0.1913377437273016,9.926746873006119,2.0,0.45,1.0,0.031991325318813324
1000.0,5.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.020321269632671037,0.002855272660427207,7.81055067716662,6.621383677856099,49.88753398170365,4.548113606457505,5.0275525755252835,0.17959493924018521,9.968840776288504,0.4176961658089653,0.35631266176623866,14.6501105244263,2.0,0.45,1.0,0.031991325318813324
50.0,100.0,55032.0,2915.0,0.889533109551419,166.7955734845181,5.131051126779818,0.04333991937767816,0.07344337004751673,0.005278903074468772,0.0029702622880513683,1.8926209064844135,1.8700223768954056,4.70469276287319,1.8179154584438413,2.7855097618575626,0.012084630573526045,1.5879601501933798,0.03947195541622717,0.47177374629751423,7.599778365745553,2.0,0.45,1.1,0.03519045785069466
100.0,50.0,55032.0,2915.0,0.889533109551419,166.7955734845181,5.131051126779818,0.04333991937767816,0.07344337004751673,0.006153845052008652,0.003365196592780244,2.49136622971154,2.394963054725745,8.437592619349548,2.268934046415679,3.154748022417757,0.04025246852788489,2.7187474147513155,0.08928120669020034,0.26627229059897206,8.934769932044281,2.0,0.45,1.1,0.03519045785069466
200.0,25.0,55032.0,2915.0,0.889533109551419,166.7955734845181,5.131051126779818,0.04333991937767816,0.07344337004751673,0.005847878117991205,0.0030822297333066885,3.372012577882421,3.1161079049369493,15.709177799891233,2.8211077589706717,3.5621573933549593,0.08212317440613459,4.568443016732898,0.16337567140918263,0.05638911809514857,10.686397059350874,2.0,0.45,1.1,0.03519045785069466
500.0,10.0,55032.0,2915.0,0.889533109551419,166.7955734845181,5.131051126779818,0.04333991937767816,0.07344337004751673,0.005945104733218916,0.003208080217318911,5.070960179704933,4.488045098522404,37.07428561101864,3.6484617851063224,4.122441084475606,0.12988173433783934,9.161620922648154,0.2805185495819418,0.18704920993572438,9.918731046495532,2.0,0.45,1.1,0.03519045785069466
1000.0,5.0,55032.0,2915.0,0.889533109551419,166.7955734845181,5.131051126779818,0.04333991937767816,0.07344337004751673,0.005313504910077052,0.002781893089588341,6.717050785209205,5.9017431869378845,72.33349173604091,4.229790114908159,4.499965423316614,0.1381469122675163,16.100964769173064,0.37029058582941465,0.33006827442403186,14.420047157995446,2.0,0.45,1.1,0.03519045785069466
50.0,100.0,116019.0,3186.0,0.9722306988098871,101.61123609064033,6.222872221967277,0.09660720159056295,0.10046815838676935,0.03070870467350487,0.002723024825312936,2.0119068737520736,1.9750654912319048,2.4615014890517086,1.8917785899356145,3.5264108633563302,0.018653246023345726,0.30115728243625184,0.05970867010977887,0.7527704236030601,12.31673570456901,3.0,0.45,0.9,0.028681742772459985
100.0,50.0,116019.0,3186.0,0.9722306988098871,101.61123609064033,6.222872221967277,0.09660720159056295,0.10046815838676935,0.031059067418285707,0.002355351481789895,2.768107057132981,2.6204731742354417,3.673355581321794,2.4212597956638877,4.000442664485372,0.056338635460602804,0.5171257491245762,0.1253012453312895,0.44519073212029636,14.621140116715843,3.0,0.45,0.9,0.028681742772459985
200.0,25.0,116019.0,3186.0,0.9722306988098871,101.61123609064033,6.222872221967277,0.09660720159056295,0.10046815838676935,0.031065412927687115,0.002592264176754301,4.003835669705977,3.5562792527192437,5.783474696051005,3.0964218488227484,4.531246065085201,0.12584962686620238,0.8677928843093092,0.22663612988638593,0.13172628421534438,18.988888789973306,3.0,0.45,0.9,0.028681742772459985
500.0,10.0,116019.0,3186.0,0.9722306988098871,101.61123609064033,6.222872221967277,0.09660720159056295,0.10046815838676935,0.03061206955078808,0.00339932647657963,6.54301587201581,5.42141221235427,11.357073861346707,4.147260440741773,5.193790332158748,0.20688403975363445,1.7384520513294306,0.36615461098307545,0.20620850785761347,24.053483590096157,3.0,0.45,0.9,0.028681742772459985
1000.0,5.0,116019.0,3186.0,0.9722306988098871,101.61123609064033,6.222872221967277,0.09660720159056295,0.10046815838676935,0.030037124421046082,0.0023701438978343237,9.329578697388547,7.572962123247695,19.971471490674027,4.935700134081367,5.6259961825197,0.23195898058810305,3.046329993341688,0.4709621630113989,0.39697210720839105,26.364587106636684,3.0,0.45,0.9,0.028681742772459985
50.0,100.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.020018002920452686,0.003049210873072366,1.9751441418409024,1.9468866654096106,3.816968540885085,1.874277450743846,3.1921782723632197,0.014514186641340299,1.0365013404873658,0.05106801521991455,0.6161748425044056,11.243729872599298,3.0,0.45,1.0,0.03186860308051109
100.0,50.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.02076410429791152,0.0027668302901251206,2.64980754446722,2.5448651395224737,6.559878808583466,2.379649655558435,3.6182022265662583,0.041236921876511845,1.7566573899904823,0.10195377753862644,0.3654584968334924,13.509707889121527,3.0,0.45,1.0,0.03186860308051109
200.0,25.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.021542992238837877,0.004070400638741568,3.726499024752633,3.39532901788493,11.780209506159974,3.011053147858328,4.096940281492294,0.09753694122815837,2.9123220108349415,0.191988746580122,0.09940731348084864,18.209059152099805,3.0,0.45,1.0,0.03186860308051109
