temperature,configurational_entropy,excess_heat_capacity,adam_gibbs_tau,renewal_rate,renewal_delay,tau_alpha,thermodynamic_slowdown,tau_alpha_growth,inverse_entropy_control
1.0,1.2,2.1818181818181817,3.0,0.18,3.0,18.968638651492036,1.0,1.0,0.8333333333333334
0.82,0.807272727272727,1.7890909090909088,8.866943539343652,0.18,8.866943539343652,26.940236461168027,2.9556478464478837,1.420251445353405,1.5106569984618772
0.68,0.5018181818181818,1.4836363636363636,85.97968177378554,0.18,85.97968177378554,86.04715004941653,28.65989392459518,4.536284950667676,2.9305200341005966
0.58,0.2836363636363635,1.2654545454545452,13242.4814545077,0.18,13242.4814545077,2043.8977539039156,4414.1604848359,107.75142019710238,6.078691423519013
0.52,0.1527272727272727,1.1345454545454545,444206055.56682515,0.18,444206055.56682515,2048868.9960053922,148068685.18894172,108013.49710166112,12.591575091575091
