minimum_coverage,maximum_coverage,heldout_transport_pass,primary_failure,primary_model,independent_replicate_count,macro_fit_parameter_count,finite_memory_model_required,thermodynamic_claim_allowed,temperature,threshold,calibration_time,heldout_time,halo_radius,halo_radius_source,mean_absolute_coverage_error_correlated_event_clock,mean_absolute_coverage_error_cooperative_cluster,cooperative_model_improves_mean_coverage,posthoc_sensitivity_only,spatial_model_claim_allowed
0.8,1.2,0.0,cooperative_cluster_response_undercoverage,cooperative_cluster_response,3.0,0.0,0.0,0.0,0.45,0.15,5000.0,5000.0,5.0,calibration_ci,0.507783825133652,0.2508361039543039,1.0,0.0,0.0
