held_clone_index,innovation_block_length,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
2.0,40.0,669.0,uu,0.05976342978888925,-0.01382419382240374,1.069590509745627,0.0
2.0,40.0,669.0,up,-0.00538389770132028,-0.017709936378074255,0.02169988824112534,0.0
2.0,40.0,669.0,pu,0.008518570909514052,-0.027481285112196503,0.02169988824112534,0.0
2.0,40.0,669.0,pp,0.0006972301446475577,-0.031404035664301555,0.97274881583395,0.0
2.0,40.0,670.0,uu,0.06104139711752094,-0.018487940186029814,1.0751378266277403,0.0
2.0,40.0,670.0,up,-0.005058993841193179,-0.022440253375887793,0.010565896589538059,0.0
2.0,40.0,670.0,pu,0.008219804948264227,-0.024632190702898595,0.010565896589538059,0.0
2.0,40.0,670.0,pp,0.0029232266153009913,-0.022975432187682644,0.9860403658377205,0.0
2.0,40.0,671.0,uu,0.0622203364332357,-0.02198787087393852,1.0778745158311593,0.0
2.0,40.0,671.0,up,-0.004301630420907736,-0.026124359764482238,0.005905391379512243,0.0
2.0,40.0,671.0,pu,0.007409151454324527,-0.01713496604877122,0.005905391379512243,0.0
2.0,40.0,671.0,pp,0.005529343099672936,-0.020981324910487244,1.0033488994479092,0.0
2.0,40.0,672.0,uu,0.06321401579453846,-0.02448136936781272,1.0788349524473453,0.0
2.0,40.0,672.0,up,-0.003116011745325847,-0.029206651255599386,0.0010050304105044395,0.0
2.0,40.0,672.0,pu,0.0061015752790242956,-0.00978933932952209,0.0010050304105044395,0.0
2.0,40.0,672.0,pp,0.008294726960633133,-0.013750563266976459,1.0243728385472548,0.0
2.0,40.0,673.0,uu,0.06394741541192081,-0.025353721516689968,1.0791719947934906,0.0
2.0,40.0,673.0,up,-0.0014436952817716178,-0.03143525231023626,0.0027930585141156716,0.0
2.0,40.0,673.0,pu,0.004365403589535829,-0.001647440856403367,0.0027930585141156716,0.0
2.0,40.0,673.0,pp,0.010809046291624684,-0.010876395705546446,1.0369480494085699,0.0
2.0,40.0,674.0,uu,0.06434442773730878,-0.025273187791320678,1.081086002604385,0.0
2.0,40.0,674.0,up,0.0006307151646176886,-0.033108552034877746,0.008561724358306507,0.0
2.0,40.0,674.0,pu,0.00225890126994829,0.002215202398729924,0.008561724358306507,0.0
2.0,40.0,674.0,pp,0.012558562755896271,-0.008241690590946064,1.05029645295851,0.0
2.0,40.0,675.0,uu,0.0643504030425103,-0.02480894875219128,1.0871048481688523,0.0
2.0,40.0,675.0,up,0.002926570156327575,-0.0344059315282241,0.026753792130219167,0.0
2.0,40.0,675.0,pu,-3.2651359308377223e-05,0.004176601400503925,0.026753792130219167,0.0
2.0,40.0,675.0,pp,0.01350906928218807,-0.005383868083782634,1.0619975998951907,0.0
2.0,40.0,676.0,uu,0.06394130803096718,-0.024028950057090635,1.098160567086713,0.0
2.0,40.0,676.0,up,0.005357027385145426,-0.03470719447337724,0.03606241262028315,0.0
2.0,40.0,676.0,pu,-0.002406639848422303,0.003633288261909592,0.03606241262028315,0.0
2.0,40.0,676.0,pp,0.013607635734228631,0.0016650957980373841,1.0398043715782488,0.0
2.0,40.0,677.0,uu,0.06311751998053429,-0.02289954559090378,1.1112310281939235,0.0
2.0,40.0,677.0,up,0.007720240008417601,-0.0340516003856713,0.03877954759524704,0.0
2.0,40.0,677.0,pu,-0.004686201879104362,0.006377384052858106,0.03877954759524704,0.0
2.0,40.0,677.0,pp,0.013000592516888409,0.006283895549025783,1.0108987306320187,0.0
2.0,40.0,678.0,uu,0.0619134100270635,-0.02148541856121019,1.1230187065335289,0.0
2.0,40.0,678.0,up,0.009849269617343361,-0.03223359560347268,0.02594023623965331,0.0
2.0,40.0,678.0,pu,-0.006782126291049852,0.010597181078280551,0.02594023623965331,0.0
2.0,40.0,678.0,pp,0.011556911245730432,0.012708471744904963,0.9854520363580573,0.0
2.0,40.0,679.0,uu,0.06037515063798493,-0.019498202705709348,1.1281728040992638,0.0
2.0,40.0,679.0,up,0.011670955895393902,-0.02934490000107346,0.0036640246739008636,0.0
2.0,40.0,679.0,pu,-0.008570250200209524,0.012720493631588985,0.0036640246739008636,0.0
2.0,40.0,679.0,pp,0.009581959584588394,0.0172833657620411,0.9802061033089503,0.0
2.0,40.0,680.0,uu,0.058555688238960096,-0.017164989243951455,1.1244422172720039,0.0
2.0,40.0,680.0,up,0.013096232273127293,-0.026256469573890835,-0.02152584245020528,0.0
2.0,40.0,680.0,pu,-0.010064921227924526,0.011766460927475738,-0.02152584245020528,0.0
2.0,40.0,680.0,pp,0.007257746674010457,0.021245366478976346,0.991975809321542,0.0
2.0,40.0,681.0,uu,0.05651771511547316,-0.01528675493657044,1.1153149462031775,0.0
2.0,40.0,681.0,up,0.014084196739552331,-0.02237437489619469,-0.028053694961004492,0.0
2.0,40.0,681.0,pu,-0.011200899273477234,0.009104257881742609,-0.028053694961004492,0.0
2.0,40.0,681.0,pp,0.004857611052980941,0.022186823422316523,0.9974941281510047,0.0
2.0,40.0,682.0,uu,0.054328839719602874,-0.013285016739994276,1.103579986748983,0.0
2.0,40.0,682.0,up,0.014667182985721127,-0.017617427411516073,-0.03651646472962796,0.0
2.0,40.0,682.0,pu,-0.011998531359758102,0.011715806455000102,-0.03651646472962796,0.0
2.0,40.0,682.0,pp,0.00285140287424114,0.027992475625025007,0.9693213224021934,0.0
2.0,40.0,683.0,uu,0.05203836901259142,-0.011273381590154905,1.0895499672891273,0.0
2.0,40.0,683.0,up,0.014980245563834645,-0.012506319929426446,-0.041535655270232515,0.0
2.0,40.0,683.0,pu,-0.012507899397600534,0.01212532985145502,-0.041535655270232515,0.0
2.0,40.0,683.0,pp,0.0014122056375263183,0.029339288287733585,0.9219648692586635,0.0
2.0,40.0,684.0,uu,0.04968948450048587,-0.009809431433816036,1.0718410829802647,0.0
2.0,40.0,684.0,up,0.015081340758639511,-0.006595578587020799,-0.056336902013188354,0.0
2.0,40.0,684.0,pu,-0.012850195355728088,0.005839339680580925,-0.056336902013188354,0.0
2.0,40.0,684.0,pp,0.0005641927305703353,0.03161843097412337,0.8725515916756567,0.0
2.0,40.0,685.0,uu,0.04730360049374703,-0.008891478702519596,1.0493994105824251,0.0
2.0,40.0,685.0,up,0.015061726704073578,-0.0008403049802622998,-0.06612366742556218,0.0
2.0,40.0,685.0,pu,-0.013070822644103627,0.007625996843326691,-0.06612366742556218,0.0
2.0,40.0,685.0,pp,0.0002866640931525195,0.03134663582724298,0.8336863895931056,0.0
2.0,40.0,686.0,uu,0.04489871617275257,-0.007379916559219116,1.024838982219692,0.0
2.0,40.0,686.0,up,0.015054864751052074,0.004306577938496086,-0.06941144178147171,0.0
2.0,40.0,686.0,pu,-0.013269805188055891,0.008059624490509351,-0.06941144178147171,0.0
2.0,40.0,686.0,pp,0.0004690474517937597,0.02912468016566874,0.8263378435934703,0.0
2.0,40.0,687.0,uu,0.04246996264967719,-0.006379930574003102,1.000307570013762,0.0
2.0,40.0,687.0,up,0.015071030708964058,0.00949331149141954,-0.06202677725805124,0.0
2.0,40.0,687.0,pu,-0.013569208397689615,0.002229003583231164,-0.06202677725805124,0.0
2.0,40.0,687.0,pp,0.0010399643795970038,0.027054015355455818,0.8364479103059569,0.0
2.0,40.0,688.0,uu,0.0399901880726279,-0.0062478690952041385,0.9819271118302322,0.0
2.0,40.0,688.0,up,0.015281059409433894,0.013825364108205401,-0.0394414394199367,0.0
2.0,40.0,688.0,pu,-0.014015545049734469,-0.0012233119825993386,-0.0394414394199367,0.0
2.0,40.0,688.0,pp,0.0016275613270333865,0.019353772897783023,0.8684490771116404,0.0
2.0,40.0,689.0,uu,0.03741986263609244,-0.006437952992083723,0.9742138115712232,0.0
2.0,40.0,689.0,up,0.015643458836537796,0.01647284079055253,-0.002771020599811714,0.0
2.0,40.0,689.0,pu,-0.014551894728184309,-0.0005716375758550392,-0.002771020599811714,0.0
2.0,40.0,689.0,pp,0.002015940927858994,0.010560127241833863,0.8923327545547202,0.0
2.0,40.0,690.0,uu,0.03474350230075288,-0.006753079168255324,0.978487021163322,0.0
2.0,40.0,690.0,up,0.016078274210295455,0.017676930229134604,0.025435365951744213,0.0
2.0,40.0,690.0,pu,-0.015063808804643716,-0.0010765594278373187,0.025435365951744213,0.0
2.0,40.0,690.0,pp,0.0018322426734461803,0.0014313206382572789,0.9005629168270642,0.0
2.0,40.0,691.0,uu,0.03197867677083005,-0.006876624036123334,0.9921616343816033,0.0
2.0,40.0,691.0,up,0.016412866491761966,0.01646394112061746,0.05034091702217532,0.0
2.0,40.0,691.0,pu,-0.015409523829037734,0.0025069480311959618,0.05034091702217532,0.0
2.0,40.0,691.0,pp,0.0007673299448484473,-0.012346913275309866,0.9054046056729067,0.0
2.0,40.0,692.0,uu,0.02916066998761433,-0.0067605061671708235,1.0135586645288084,0.0
2.0,40.0,692.0,up,0.016494996803146453,0.012843577699132929,0.07038144033936249,0.0
2.0,40.0,692.0,pu,-0.01543876406129968,-0.0016662722566009613,0.07038144033936249,0.0
2.0,40.0,692.0,pp,-0.0010967216140254483,-0.027136771272632774,0.8992645443850799,0.0
2.0,40.0,693.0,uu,0.026355036144909826,-0.007271714244945286,1.0411118002227122,0.0
2.0,40.0,693.0,up,0.01623462804003685,0.00746530078398684,0.07812820862227426,0.0
2.0,40.0,693.0,pu,-0.015002674639209455,-0.0042127798924524625,0.07812820862227426,0.0
2.0,40.0,693.0,pp,-0.0037093685975078854,-0.033472061941455966,0.8894031964970533,0.0
2.0,40.0,694.0,uu,0.023645343347858283,-0.007704288148014148,1.0680130756909083,0.0
2.0,40.0,694.0,up,0.015471227981662582,0.0005321421921540892,0.07530796720898082,0.0
2.0,40.0,694.0,pu,-0.013983590008656873,-0.004739626201520277,0.07530796720898082,0.0
2.0,40.0,694.0,pp,-0.006886347085326334,-0.0403639008805315,0.8837501874383616,0.0
2.0,40.0,695.0,uu,0.021137439793442816,-0.00881851805464324,1.093541064628621,0.0
2.0,40.0,695.0,up,0.014122803181122572,-0.006215993254934266,0.06528778498113243,0.0
2.0,40.0,695.0,pu,-0.012384720545470698,-0.010563586032840187,0.06528778498113243,0.0
2.0,40.0,695.0,pp,-0.010239208141712208,-0.033328609012539874,0.8846190990521192,0.0
2.0,40.0,696.0,uu,0.018933338094076844,-0.011330369076393924,1.1133747489527273,0.0
2.0,40.0,696.0,up,0.012202661389495474,-0.011866522805575373,0.04591535563663969,0.0
2.0,40.0,696.0,pu,-0.010184535066090674,-0.01698162963174817,0.04591535563663969,0.0
2.0,40.0,696.0,pp,-0.013477521725119092,-0.02896067526380575,0.8944343836740524,0.0
2.0,40.0,697.0,uu,0.017126742723607834,-0.014650370010740212,1.1268846814540197,0.0
2.0,40.0,697.0,up,0.009786637943702804,-0.015878289389146847,0.025893681231598464,0.0
2.0,40.0,697.0,pu,-0.007521201241223882,-0.02015717427657177,0.025893681231598464,0.0
2.0,40.0,697.0,pp,-0.01605697256642137,-0.015810232724221288,0.8989393967916242,0.0
2.0,40.0,698.0,uu,0.01579506914342626,-0.01829953679533674,1.1324891185363553,0.0
2.0,40.0,698.0,up,0.006966753436560973,-0.01788223412978566,0.00625189754885422,0.0
2.0,40.0,698.0,pu,-0.0044625848343357215,-0.021575018141587916,0.00625189754885422,0.0
2.0,40.0,698.0,pp,-0.017575387116747325,-0.005167790099522006,0.9166655677855222,0.0
2.0,40.0,699.0,uu,0.014986988364510696,-0.021449770553376442,1.1310601051096625,0.0
2.0,40.0,699.0,up,0.003978543537421861,-0.01788671057511035,-0.010294815982294094,0.0
2.0,40.0,699.0,pu,-0.0012967828350274567,-0.013699606166083456,-0.010294815982294094,0.0
2.0,40.0,699.0,pp,-0.017759281934710103,0.004129714366756492,0.9307719722656294,0.0
2.0,40.0,700.0,uu,0.014703353298386268,-0.022317116465644722,1.125041805536981,0.0
2.0,40.0,700.0,up,0.0010887627837684038,-0.01630152102929267,-0.0196488035010896,0.0
2.0,40.0,700.0,pu,0.0017210524690366576,0.002540536658543397,-0.0196488035010896,0.0
2.0,40.0,700.0,pp,-0.016503328324024215,0.012203372676398587,0.9525040340952908,0.0
2.0,40.0,701.0,uu,0.014897340544868102,-0.020408797750877575,1.1174600498584213,0.0
2.0,40.0,701.0,up,-0.0014965181108378047,-0.013507302225831682,-0.022529076320418354,0.0
2.0,40.0,701.0,pu,0.004333489641478414,0.01892019917578227,-0.022529076320418354,0.0
2.0,40.0,701.0,pp,-0.013918178365226035,0.02177730009632243,0.9526840489205082,0.0
2.0,40.0,702.0,uu,0.015476343830734296,-0.016319595534238375,1.1090462972240887,0.0
2.0,40.0,702.0,up,-0.003540034190870105,-0.009336272609837434,-0.024730300353154894,0.0
2.0,40.0,702.0,pu,0.00634227217544011,0.027159071470102037,-0.024730300353154894,0.0
2.0,40.0,702.0,pp,-0.010389450541324037,0.023286959921681505,0.967827934698169,0.0
2.0,40.0,703.0,uu,0.01632023219472747,-0.011221113389673583,1.1009070680898227,0.0
2.0,40.0,703.0,up,-0.00485945208144179,-0.005321378322972933,-0.018840422159501335,0.0
2.0,40.0,703.0,pu,0.007639891858357258,0.02976297543585584,-0.018840422159501335,0.0
2.0,40.0,703.0,pp,-0.006213236158419185,0.020887147767311456,0.9800039487236762,0.0
2.0,40.0,704.0,uu,0.017301056386764928,-0.005388358091278934,1.094780529130567,0.0
2.0,40.0,704.0,up,-0.0054203447422376295,-0.0022600575803682407,-0.014245894053221159,0.0
2.0,40.0,704.0,pu,0.008228435429105516,0.03332406222489866,-0.014245894053221159,0.0
2.0,40.0,704.0,pp,-0.0017529281990231321,0.009518856218565611,0.9732931925268156,0.0
2.0,40.0,705.0,uu,0.018294714564731102,0.0002068084903256209,1.0917812608470012,0.0
2.0,40.0,705.0,up,-0.005181185295166165,-0.001275016406729522,0.00020579748708081648,0.0
2.0,40.0,705.0,pu,0.008079483668558592,0.027030156888641785,0.00020579748708081648,0.0
2.0,40.0,705.0,pp,0.0026778935413490856,0.00036226212713512737,0.9730312302599864,0.0
2.0,40.0,706.0,uu,0.019176665720909997,0.004531281460775473,1.094268855940181,0.0
2.0,40.0,706.0,up,-0.004164989573353249,-0.00259589485215462,0.013394195000868615,0.0
2.0,40.0,706.0,pu,0.007285390753188567,0.02206801404370843,0.013394195000868615,0.0
2.0,40.0,706.0,pp,0.00687588308363296,-0.015402956061255064,0.9714929916350276,0.0
2.0,40.0,707.0,uu,0.019833452780789795,0.008554444881206076,1.100443032677316,0.0
2.0,40.0,707.0,up,-0.0024459721121386662,-0.006295617210050329,0.01565064719538953,0.0
2.0,40.0,707.0,pu,0.005885389494883967,0.023063942482750052,0.01565064719538953,0.0
2.0,40.0,707.0,pp,0.0106997118207576,-0.02196840535515529,0.9603716199020359,0.0
2.0,40.0,708.0,uu,0.020164738744839608,0.012056541919559573,1.1052540436132565,0.0
2.0,40.0,708.0,up,-0.00015538689523956955,-0.010935260320505746,0.013529967852851635,0.0
2.0,40.0,708.0,pu,0.003921159017095892,0.01662602594895334,0.013529967852851635,0.0
2.0,40.0,708.0,pp,0.013691948004991435,-0.029960901468529925,0.9400250069314006,0.0
2.0,40.0,709.0,uu,0.020093475009070084,0.014348913134406484,1.1079584757571406,0.0
2.0,40.0,709.0,up,0.0025105958880100787,-0.016588051929795893,-0.0009356781646266039,0.0
2.0,40.0,709.0,pu,0.001528501620332537,0.008631242381527992,-0.0009356781646266039,0.0
2.0,40.0,709.0,pp,0.015953460127189352,-0.03222855382188948,0.9206661171423102,0.0
2.0,40.0,710.0,uu,0.019572487295285337,0.014805897139177328,1.1044599419186665,0.0
2.0,40.0,710.0,up,0.0053709968176462765,-0.022730677451523698,-0.01752381626285175,0.0
2.0,40.0,710.0,pu,-0.001265313114024964,-0.002816704091683625,-0.01752381626285175,0.0
2.0,40.0,710.0,pp,0.017454965185060154,-0.033483232746961744,0.9310361091018426,0.0
2.0,40.0,711.0,uu,0.01855613317384348,0.013896028241340154,1.0960162979859787,0.0
2.0,40.0,711.0,up,0.008358377390061962,-0.02834918247195452,-0.02736791697113466,0.0
2.0,40.0,711.0,pu,-0.004274379377227855,-0.008433682908324589,-0.02736791697113466,0.0
2.0,40.0,711.0,pp,0.017688435597852256,-0.0271048126348239,0.9489381844448662,0.0
2.0,40.0,712.0,uu,0.01703212213396028,0.0113032096220994,1.0849311553527872,0.0
2.0,40.0,712.0,up,0.011258657101662205,-0.032101816862558294,-0.030886999787354343,0.0
2.0,40.0,712.0,pu,-0.007241339740332964,-0.018109465721651924,-0.030886999787354343,0.0
2.0,40.0,712.0,pp,0.016431979683024893,-0.013601849898516162,0.9759515574610974,0.0
2.0,40.0,713.0,uu,0.015016470812464065,0.007172775740317832,1.0754332032564011,0.0
2.0,40.0,713.0,up,0.01384457820723809,-0.03372112723041714,-0.019214843369169572,0.0
2.0,40.0,713.0,pu,-0.009961701786431236,-0.02609719562903731,-0.019214843369169572,0.0
2.0,40.0,713.0,pp,0.013460544643607268,-0.002495006871766513,1.0021847950370375,0.0
2.0,40.0,714.0,uu,0.012578978715591693,0.0024666292528682343,1.0710793580116276,0.0
2.0,40.0,714.0,up,0.01577132118856586,-0.03297038289238097,-0.004719286585789854,0.0
2.0,40.0,714.0,pu,-0.01208516645605167,-0.025921168981566402,-0.004719286585789854,0.0
2.0,40.0,714.0,pp,0.008818695098496757,0.01197091224083272,1.024795236143964,0.0
2.0,40.0,715.0,uu,0.009845418258092143,-0.0023498610027332272,1.072633667292146,0.0
2.0,40.0,715.0,up,0.01672263917298151,-0.0300557360173071,0.014000743036171635,0.0
2.0,40.0,715.0,pu,-0.013360771312857796,-0.025707538065015304,0.014000743036171635,0.0
2.0,40.0,715.0,pp,0.002655311096678887,0.019446236218947907,1.0242988363407524,0.0
2.0,40.0,716.0,uu,0.007008123248092029,-0.006141665992772138,1.0797820588911817,0.0
2.0,40.0,716.0,up,0.0164124357125199,-0.025496503205565613,0.02932512062081318,0.0
2.0,40.0,716.0,pu,-0.013435186890886882,-0.01835014399014428,0.02932512062081318,0.0
2.0,40.0,716.0,pp,-0.0047498445035562015,0.03118922690341579,1.0092795001804293,0.0
2.0,40.0,717.0,uu,0.004304378651551095,-0.009064345414591618,1.0918217500867167,0.0
2.0,40.0,717.0,up,0.014669823994198522,-0.019279248519429075,0.03629416501771738,0.0
2.0,40.0,717.0,pu,-0.012166708026436636,-0.009325362050529737,0.03629416501771738,0.0
2.0,40.0,717.0,pp,-0.012687071621435833,0.03456621003555063,0.994599108775874,0.0
2.0,40.0,718.0,uu,0.001974585995933757,-0.00961173549145708,1.1052877035643651,0.0
2.0,40.0,718.0,up,0.011598841326970474,-0.01352777960459372,0.0379221345349242,0.0
2.0,40.0,718.0,pu,-0.009528535593001802,-0.0008670165720662503,0.0379221345349242,0.0
2.0,40.0,718.0,pp,-0.020275486274381777,0.030187596593994583,0.9781302743054978,0.0
2.0,40.0,719.0,uu,0.00025295850940122033,-0.00924541615543439,1.1170307634412147,0.0
2.0,40.0,719.0,up,0.00721881199155993,-0.007767678953886714,0.027429541595652685,0.0
2.0,40.0,719.0,pu,-0.005618046473288149,0.005306621287871204,0.027429541595652685,0.0
2.0,40.0,719.0,pp,-0.026720096137634448,0.03232771993270292,0.9832672483754201,0.0
2.0,40.0,720.0,uu,-0.0006377945505868196,-0.0075144665192448685,1.1261235867052501,0.0
2.0,40.0,720.0,up,0.0018555373808607871,-0.002235648311345976,0.020503590066503055,0.0
2.0,40.0,720.0,pu,-0.0006480367892678301,0.012247910420331964,0.020503590066503055,0.0
2.0,40.0,720.0,pp,-0.031071860954369323,0.03028977030571712,0.9850850799027855,0.0
2.0,40.0,721.0,uu,-0.0005507059122001167,-0.005118012009015876,1.131671504903232,0.0
2.0,40.0,721.0,up,-0.004062811947871053,0.0022711378958912894,0.01037968334588863,0.0
2.0,40.0,721.0,pu,0.004939562996286661,0.012965939737508763,0.01037968334588863,0.0
2.0,40.0,721.0,pp,-0.03273994414161707,0.020860839478064226,0.9743613635535445,0.0
2.0,40.0,722.0,uu,0.0005803418294429406,-0.002868208851171168,1.1318444587796725,0.0
2.0,40.0,722.0,up,-0.009997669218802413,0.005931178135566784,-0.01117583474383107,0.0
2.0,40.0,722.0,pu,0.010640794700437552,0.011263726329803098,-0.01117583474383107,0.0
2.0,40.0,722.0,pp,-0.03144793879634295,0.019135233571304394,0.9233554275095728,0.0
2.0,40.0,723.0,uu,0.0027226806776948055,-0.0008860692156367689,1.1226141848012352,0.0
2.0,40.0,723.0,up,-0.01538829661639327,0.008969463793667778,-0.03813229263750537,0.0
2.0,40.0,723.0,pu,0.015917331249513948,0.008926723924276249,-0.03813229263750537,0.0
2.0,40.0,723.0,pp,-0.027197357425609015,0.014070784321468766,0.875563343232849,0.0
2.0,40.0,724.0,uu,0.005747437887611311,0.0007635615516967428,1.105265776804334,0.0
2.0,40.0,724.0,up,-0.019761330396271336,0.01074407764156731,-0.05994417218089315,0.0
2.0,40.0,724.0,pu,0.020227715436262086,0.008869538529918024,-0.05994417218089315,0.0
2.0,40.0,724.0,pp,-0.020135598165921278,0.005397613500884372,0.8361960126983312,0.0
2.0,40.0,725.0,uu,0.00942593035700651,0.0017859820356835741,1.079574395402491,0.0
2.0,40.0,725.0,up,-0.02258682734034778,0.011638762982430766,-0.08181842465157653,0.0
2.0,40.0,725.0,pu,0.02309608862267274,0.0028973619932916124,-0.08181842465157653,0.0
2.0,40.0,725.0,pp,-0.010953769576550318,0.005975446281163405,0.8366323485828944,0.0
2.0,40.0,726.0,uu,0.013478319709275089,0.0011459066023834772,1.0479607421343171,0.0
2.0,40.0,726.0,up,-0.02372959324516774,0.012493887561253011,-0.08932185970516543,0.0
2.0,40.0,726.0,pu,0.02425585310560822,-0.006919262833871914,-0.08932185970516543,0.0
2.0,40.0,726.0,pp,-0.0006079700540762914,0.005227832643537131,0.8610680181616698,0.0
2.0,40.0,727.0,uu,0.01758145841571597,-0.0014004547239187862,1.0181670056447412,0.0
2.0,40.0,727.0,up,-0.022992147377727805,0.013657611473289376,-0.07402958460785088,0.0
2.0,40.0,727.0,pu,0.023491054629908095,-0.016098220466329187,-0.07402958460785088,0.0
2.0,40.0,727.0,pp,0.009654748987211656,0.008650509596886817,0.8971353233004414,0.0
2.0,40.0,728.0,uu,0.021396994071283426,-0.003988793372903062,0.9968618094358159,0.0
2.0,40.0,728.0,up,-0.020503228287749958,0.015542804584087978,-0.042289349336903856,0.0
2.0,40.0,728.0,pu,0.020950008198957017,-0.013468319103318274,-0.042289349336903856,0.0
2.0,40.0,728.0,pp,0.018731416978477744,0.0137578109797463,0.9252794946932622,0.0
2.0,40.0,729.0,uu,0.024634223261940327,-0.006486696583663122,0.98976619710233,0.0
2.0,40.0,729.0,up,-0.016570472369206658,0.018038060755356192,0.0011899408783583212,0.0
2.0,40.0,729.0,pu,0.016934738656979937,-0.011747354379987592,0.0011899408783583212,0.0
2.0,40.0,729.0,pp,0.025713137036912526,0.012851297678538254,0.9362365360821623,0.0
2.0,40.0,730.0,uu,0.027064286309087845,-0.007972156052182381,0.9957054652805383,0.0
2.0,40.0,730.0,up,-0.011649876754231563,0.019332631882762352,0.03156107436740478,0.0
2.0,40.0,730.0,pu,0.011864218284057714,-0.006175789755659019,0.03156107436740478,0.0
2.0,40.0,730.0,pp,0.030100494337763687,0.00402679560299046,0.935975998625218,0.0
2.0,40.0,731.0,uu,0.028544233502162623,-0.008527035595572618,1.0116366085519561,0.0
2.0,40.0,731.0,up,-0.006218240544476075,0.019621162915513638,0.056863916002254385,0.0
2.0,40.0,731.0,pu,0.0062321727943171566,0.00023626482834181826,0.056863916002254385,0.0
2.0,40.0,731.0,pp,0.031621638003217455,-0.000539024703528954,0.9325949113069579,0.0
2.0,40.0,732.0,uu,0.029034387864498638,-0.00830250847966084,1.0370789599757777,0.0
2.0,40.0,732.0,up,-0.0008460131480519797,0.018998324859267644,0.07984629609599012,0.0
2.0,40.0,732.0,pu,0.0005557792108351024,0.0006466847655252965,0.07984629609599012,0.0
2.0,40.0,732.0,pp,0.030455955015722368,-0.005475468173052055,0.9159965990141444,0.0
2.0,40.0,733.0,uu,0.028592313811974305,-0.007429808510651431,1.0665433363907386,0.0
2.0,40.0,733.0,up,0.003990425578189828,0.01798680519897272,0.08127747199986539,0.0
2.0,40.0,733.0,pu,-0.004669605555950899,0.011711260149722591,0.08127747199986539,0.0
2.0,40.0,733.0,pp,0.02684251682418765,-0.008756547263558767,0.8950711428987803,0.0
2.0,40.0,734.0,uu,0.027339810759846546,-0.004189770102878773,1.0951367338122042,0.0
2.0,40.0,734.0,up,0.008067919681742699,0.016143042396583755,0.07608174808257018,0.0
2.0,40.0,734.0,pu,-0.00904378184025264,0.025095564349089505,0.07608174808257018,0.0
2.0,40.0,734.0,pp,0.021535677311035468,-0.016237480248763862,0.8975547622488417,0.0
2.0,40.0,735.0,uu,0.025436871914760722,0.0013292108173704649,1.1213853692237792,0.0
2.0,40.0,735.0,up,0.011100380195999739,0.012513753288437771,0.06936846417486152,0.0
2.0,40.0,735.0,pu,-0.012362987597142938,0.036098420971256547,0.06936846417486152,0.0
2.0,40.0,735.0,pp,0.015025315059810886,-0.021697045829908276,0.9214216410814621,0.0
2.0,40.0,736.0,uu,0.02309808718043997,0.008605643420094684,1.1438252865389498,0.0
2.0,40.0,736.0,up,0.012992874236114168,0.008267723165570059,0.05814517419361079,0.0
2.0,40.0,736.0,pu,-0.014391439578532663,0.043186820827792634,0.05814517419361079,0.0
2.0,40.0,736.0,pp,0.00806700802713593,-0.026787291356086027,0.9289404127496844,0.0
2.0,40.0,737.0,uu,0.020526710621973993,0.01661438689223544,1.1613384741962836,0.0
2.0,40.0,737.0,up,0.013758134998359265,0.0036233604466715873,0.041242223412678435,0.0
2.0,40.0,737.0,pu,-0.015224666401615908,0.04489233516410299,0.041242223412678435,0.0
2.0,40.0,737.0,pp,0.001533966959299886,-0.028867924930484654,0.9493842898271779,0.0
2.0,40.0,738.0,uu,0.0179058960840909,0.024340184090627024,1.1725205503162686,0.0
2.0,40.0,738.0,up,0.013600918935085112,-0.0018638025967574845,0.020510030956871813,0.0
2.0,40.0,738.0,pu,-0.014964941304244896,0.04113447357055203,0.020510030956871813,0.0
2.0,40.0,738.0,pp,-0.004190416905038011,-0.02978124138739209,0.9589647422378377,0.0
2.0,40.0,739.0,uu,0.015379894454422335,0.03144583644546628,1.1764637207957747,0.0
2.0,40.0,739.0,up,0.012780824023557484,-0.007018215197255489,0.0027225367465348368,0.0
2.0,40.0,739.0,pu,-0.013769431771223648,0.03605068658790576,0.0027225367465348368,0.0
2.0,40.0,739.0,pp,-0.008830234087929083,-0.025982178323702934,0.9797382762391444,0.0
2.0,40.0,740.0,uu,0.013054662756677528,0.03715105882335758,1.1743107263822608,0.0
2.0,40.0,740.0,up,0.011427186492123402,-0.011420234278874656,-0.011544647430292026,0.0
2.0,40.0,740.0,pu,-0.011819215790119344,0.02695404705145016,-0.011544647430292026,0.0
2.0,40.0,740.0,pp,-0.012050238764411159,-0.025819775392193513,0.9881534860291482,0.0
2.0,40.0,741.0,uu,0.011011393918405193,0.041006968401247845,1.167415140285108,0.0
2.0,40.0,741.0,up,0.009738060599263073,-0.016014681140576414,-0.02361626011081614,0.0
2.0,40.0,741.0,pu,-0.009451593201063358,0.015428954166870264,-0.02361626011081614,0.0
2.0,40.0,741.0,pp,-0.013776855862173058,-0.02473231397481424,0.9939101115514242,0.0
2.0,40.0,742.0,uu,0.009285528184004969,0.04290464428386878,1.1564985150704143,0.0
2.0,40.0,742.0,up,0.00786106000565661,-0.020202696257119006,-0.03520311833321168,0.0
2.0,40.0,742.0,pu,-0.006943097280669269,0.0025360031672920376,-0.03520311833321168,0.0
