held_clone_index,innovation_block_length,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
1.0,40.0,768.0,up,0.016307359336040467,-0.00010290900339665995,-0.027537377350117687,0.0
1.0,40.0,768.0,pu,-0.014526191846903104,-0.01791661530765096,-0.027537377350117687,0.0
1.0,40.0,768.0,pp,-0.01165971705912789,0.0478398040588043,0.9408522455021547,0.0
1.0,40.0,769.0,uu,0.05872211861493025,0.00233171520311183,0.9274441699097259,0.0
1.0,40.0,769.0,up,0.014218782615772188,0.007509746034894896,0.021235338075452748,0.0
1.0,40.0,769.0,pu,-0.01294958183179947,-0.023399889177238432,0.021235338075452748,0.0
1.0,40.0,769.0,pp,-0.01092274877886462,0.03393635486716407,0.952367379658068,0.0
1.0,40.0,770.0,uu,0.05676181299231732,-0.0021478038197154203,0.943340188541173,0.0
1.0,40.0,770.0,up,0.012306284207399834,0.012469566217898622,0.06647578621522468,0.0
1.0,40.0,770.0,pu,-0.011682316369087328,-0.026850846966559403,0.06647578621522468,0.0
1.0,40.0,770.0,pp,-0.00904986404458529,0.022703795549171523,0.9289417179374391,0.0
1.0,40.0,771.0,uu,0.05502335362193861,-0.007215689568756985,0.9725027647009923,0.0
1.0,40.0,771.0,up,0.010676149657858368,0.01503729378271553,0.09534592012213577,0.0
1.0,40.0,771.0,pu,-0.010792338989197243,-0.02859276471045659,0.09534592012213577,0.0
1.0,40.0,771.0,pp,-0.006525384623566851,0.006326984213436138,0.9016423050011317,0.0
1.0,40.0,772.0,uu,0.053451750210098924,-0.012746627886478722,1.0080976548381468,0.0
1.0,40.0,772.0,up,0.009453396853590458,0.015121307861422795,0.09933158817618852,0.0
1.0,40.0,772.0,pu,-0.010358358640324934,-0.03347392137088244,0.09933158817618852,0.0
1.0,40.0,772.0,pp,-0.003941882538415253,-0.007543825732325967,0.8625635022553841,0.0
1.0,40.0,773.0,uu,0.051981638066149485,-0.018459790552007065,1.0425071837405426,0.0
1.0,40.0,773.0,up,0.00859888229610637,0.012858835338963816,0.08928553679737153,0.0
1.0,40.0,773.0,pu,-0.010314160339471521,-0.03113976071824818,0.08928553679737153,0.0
1.0,40.0,773.0,pp,-0.0019411181598656998,-0.017411751407150195,0.8481825381434486,0.0
1.0,40.0,774.0,uu,0.05057009126575776,-0.024215480996513685,1.0715774296431,0.0
1.0,40.0,774.0,up,0.00808323867458359,0.008942756620462785,0.07121451233680284,0.0
1.0,40.0,774.0,pu,-0.010433332376416464,-0.03085591775945464,0.07121451233680284,0.0
1.0,40.0,774.0,pp,-0.0007761303354082501,-0.02873675756268793,0.860912643473966,0.0
1.0,40.0,775.0,uu,0.04918239542470575,-0.029712614857881826,1.092667557713495,0.0
1.0,40.0,775.0,up,0.00776879472471847,0.0028347032975302887,0.047720307177421414,0.0
1.0,40.0,775.0,pu,-0.0105543322135613,-0.029292169819604964,0.047720307177421414,0.0
1.0,40.0,775.0,pp,-0.0003708314734947919,-0.039239131924016665,0.882465714924476,0.0
1.0,40.0,776.0,uu,0.04781642784999369,-0.03454185480308408,1.1067900428677424,0.0
1.0,40.0,776.0,up,0.007511919043689228,-0.0057118431231694905,0.03300314557935538,0.0
1.0,40.0,776.0,pu,-0.010613986278690092,-0.021812557498645493,0.03300314557935538,0.0
1.0,40.0,776.0,pp,-0.00047971480394612593,-0.05275459508539769,0.9173366505428528,0.0
1.0,40.0,777.0,uu,0.046483870018786,-0.03843446148857065,1.117156696557052,0.0
1.0,40.0,777.0,up,0.007216686139110124,-0.015627224245820925,0.02610442775357302,0.0
1.0,40.0,777.0,pu,-0.010611162609455528,-0.02060552559021226,0.02610442775357302,0.0
1.0,40.0,777.0,pp,-0.0008303678537361523,-0.05823024190987403,0.9553777663668733,0.0
1.0,40.0,778.0,uu,0.0451810586539657,-0.04186870952433672,1.125940719516994,0.0
1.0,40.0,778.0,up,0.006956985398301698,-0.026229861903480492,0.023552979359568665,0.0
1.0,40.0,778.0,pu,-0.010520261267090063,-0.016059584354816997,0.023552979359568665,0.0
1.0,40.0,778.0,pp,-0.0014132595713201804,-0.0607981747490315,0.9743207672180808,0.0
1.0,40.0,779.0,uu,0.043927300795870185,-0.04479190584511717,1.1335155596830362,0.0
1.0,40.0,779.0,up,0.006568519371167204,-0.03691004734825175,0.020761879267664658,0.0
1.0,40.0,779.0,pu,-0.010276724577112524,-0.014511811606271395,0.020761879267664658,0.0
1.0,40.0,779.0,pp,-0.002063277896745931,-0.05875008771337632,0.9791668881272471,0.0
1.0,40.0,780.0,uu,0.04274854129042052,-0.046754616267818135,1.1403695753445153,0.0
1.0,40.0,780.0,up,0.006123277323398733,-0.046684766642806595,0.01904029646192668,0.0
1.0,40.0,780.0,pu,-0.00987321819388493,-0.004006827924871254,0.01904029646192668,0.0
1.0,40.0,780.0,pp,-0.0023942596176088817,-0.04581953974935431,0.9840949156091456,0.0
1.0,40.0,781.0,uu,0.041644873789459955,-0.047251268208875,1.145592232941119,0.0
1.0,40.0,781.0,up,0.005688186252203422,-0.05411337385579582,0.012711011682935177,0.0
1.0,40.0,781.0,pu,-0.009414251290867209,-0.0022224711693462477,0.012711011682935177,0.0
1.0,40.0,781.0,pp,-0.0028830800158741606,-0.03546981281733421,0.9778344121701252,0.0
1.0,40.0,782.0,uu,0.0406355809144831,-0.047282180282630766,1.1483376121102464,0.0
1.0,40.0,782.0,up,0.005163867105581859,-0.0590242599587512,0.005583309450323817,0.0
1.0,40.0,782.0,pu,-0.008731090233463605,0.0036902767561233264,0.005583309450323817,0.0
1.0,40.0,782.0,pp,-0.003415688283553793,-0.017157843592561395,0.9721360266788815,0.0
1.0,40.0,783.0,uu,0.03975220304256442,-0.0468866724152832,1.1495033020891374,0.0
1.0,40.0,783.0,up,0.004676885637334601,-0.06080465456971335,0.0021507256466977297,0.0
1.0,40.0,783.0,pu,-0.007818919732276795,0.0032831245912592947,0.0021507256466977297,0.0
1.0,40.0,783.0,pp,-0.004056901765736855,-0.00302905312884803,0.9831328007514574,0.0
1.0,40.0,784.0,uu,0.03902822855070882,-0.04611104171158884,1.1492354200607917,0.0
1.0,40.0,784.0,up,0.004055309435979494,-0.05980339889338879,-0.0001352899302597993,0.0
1.0,40.0,784.0,pu,-0.006660984958188868,0.004711553436395979,-0.0001352899302597993,0.0
1.0,40.0,784.0,pp,-0.0048214571235646216,0.01579255681626926,0.9979875414673184,0.0
1.0,40.0,785.0,uu,0.03852144673690882,-0.04561947694477354,1.1507540506888183,0.0
1.0,40.0,785.0,up,0.00317531305059887,-0.05559652010292143,0.00778103520737727,0.0
1.0,40.0,785.0,pu,-0.00519071251603409,0.003802535703412764,0.00778103520737727,0.0
1.0,40.0,785.0,pp,-0.005684164827773251,0.03229165484858159,1.017455261344379,0.0
1.0,40.0,786.0,uu,0.03829851472060995,-0.04501882984790408,1.1540007129921728,0.0
1.0,40.0,786.0,up,0.0020659819642343427,-0.04943512753218327,0.010312932401815269,0.0
1.0,40.0,786.0,pu,-0.0034919150679504603,0.002919993008717103,0.010312932401815269,0.0
1.0,40.0,786.0,pp,-0.006343120992909811,0.03729092772826001,1.0201512177207117,0.0
1.0,40.0,787.0,uu,0.03841314176056552,-0.04450437152115186,1.1580609317134885,0.0
1.0,40.0,787.0,up,0.0008333940385278977,-0.04248639792102651,0.01682350088475587,0.0
1.0,40.0,787.0,pu,-0.0015437377544984256,0.0026604235263832966,0.01682350088475587,0.0
1.0,40.0,787.0,pp,-0.007014660123978494,0.040911741115291896,1.0227754280145145,0.0
1.0,40.0,788.0,uu,0.03890936333186265,-0.04455899589655583,1.1646716191757491,0.0
1.0,40.0,788.0,up,-0.0005173667546344202,-0.03515167858136684,0.02074822139176878,0.0
1.0,40.0,788.0,pu,0.000574435704771048,-0.0022488225360207752,0.02074822139176878,0.0
1.0,40.0,788.0,pp,-0.007572948256861442,0.03893421723858935,1.0041466247228372,0.0
1.0,40.0,789.0,uu,0.03979642269872783,-0.044628218227643957,1.171224733749802,0.0
1.0,40.0,789.0,up,-0.0019797107212561086,-0.029536950962719598,0.015393038805930964,0.0
1.0,40.0,789.0,pu,0.0025987968887980703,0.00017327425409128903,0.015393038805930964,0.0
1.0,40.0,789.0,pp,-0.007461061752897368,0.028040508544658508,0.9875683668384138,0.0
1.0,40.0,790.0,uu,0.04105995386236814,-0.04426374540335516,1.175857853135929,0.0
1.0,40.0,790.0,up,-0.0033308352639646412,-0.024803176136211864,0.00968159310223503,0.0
1.0,40.0,790.0,pu,0.004472225718511403,0.0076080887738773145,0.00968159310223503,0.0
1.0,40.0,790.0,pp,-0.006714561596131493,0.023798264372988324,0.9740992238121766,0.0
1.0,40.0,791.0,uu,0.04265719108772714,-0.04182998561441005,1.1753972660442746,0.0
1.0,40.0,791.0,up,-0.0044762304748399455,-0.02110521457371849,-0.011600404858419976,0.0
1.0,40.0,791.0,pu,0.006022025016721188,0.01651656307820397,-0.011600404858419976,0.0
1.0,40.0,791.0,pp,-0.005167575847461999,0.015537389160669983,0.9664814440452038,0.0
1.0,40.0,792.0,uu,0.04449929322812612,-0.03857848264325104,1.1671378501188556,0.0
1.0,40.0,792.0,up,-0.0052215714600432495,-0.018103005746475605,-0.03210821987055065,0.0
1.0,40.0,792.0,pu,0.00700889310582189,0.021161180703775987,-0.03210821987055065,0.0
1.0,40.0,792.0,pp,-0.002619367735559641,0.017659030235383854,0.9810992522225234,0.0
1.0,40.0,793.0,uu,0.046469020697406514,-0.03476747504634438,1.1536717833957197,0.0
1.0,40.0,793.0,up,-0.005440832512355937,-0.015104220105190594,-0.04120468310710262,0.0
1.0,40.0,793.0,pu,0.007283394807201256,0.022149304245214385,-0.04120468310710262,0.0
1.0,40.0,793.0,pp,0.0005893507047141022,0.01433544970195153,0.9981695095241536,0.0
1.0,40.0,794.0,uu,0.04841843367467517,-0.03101882192070086,1.13716206476963,0.0
1.0,40.0,794.0,up,-0.005010123891998571,-0.013221513664482811,-0.05030691770530138,0.0
1.0,40.0,794.0,pu,0.006685616018570919,0.01860862046123158,-0.05030691770530138,0.0
1.0,40.0,794.0,pp,0.004140755217215041,0.0077360114491840486,1.029045884676959,0.0
1.0,40.0,795.0,uu,0.050179423203382575,-0.027997165292182952,1.1184519579698007,0.0
1.0,40.0,795.0,up,-0.003771170571234773,-0.01204482516440479,-0.04958934258009456,0.0
1.0,40.0,795.0,pu,0.00523903039502007,0.013782897858518753,-0.04958934258009456,0.0
1.0,40.0,795.0,pp,0.007666968190733824,0.0066577811313644295,1.050430344376619,0.0
1.0,40.0,796.0,uu,0.05157030492719591,-0.026721992303021087,1.102019624547901,0.0
1.0,40.0,796.0,up,-0.0017175141796263481,-0.011184442872767361,-0.040182924075588156,0.0
1.0,40.0,796.0,pu,0.0030719579924111664,-0.00017646029991489593,-0.040182924075588156,0.0
1.0,40.0,796.0,pp,0.010999894543051043,0.0017981089248234525,1.0522078186274058,0.0
1.0,40.0,797.0,uu,0.05244296339621014,-0.027328221801551526,1.0888320844186614,0.0
1.0,40.0,797.0,up,0.0010941985207315,-0.011044281871585312,-0.03366395193634582,0.0
1.0,40.0,797.0,pu,0.00037054235622670137,-0.006035651899005208,-0.03366395193634582,0.0
1.0,40.0,797.0,pp,0.013995744151490125,-0.0010570706389726359,1.0407068009406044,0.0
1.0,40.0,798.0,uu,0.05267636620920386,-0.028618129184595463,1.0784869858603272,0.0
1.0,40.0,798.0,up,0.004502481242291909,-0.010930768370926384,-0.02526091092410396,0.0
1.0,40.0,798.0,pu,-0.002776030562190025,-0.008193397070737107,-0.02526091092410396,0.0
1.0,40.0,798.0,pp,0.015960107396801062,-0.00016399846270429558,1.0299481777967328,0.0
1.0,40.0,799.0,uu,0.05219393814701487,-0.029702065832955468,1.0699338185363423,0.0
1.0,40.0,799.0,up,0.008242598968342596,-0.011357387833681506,-0.02312035824867099,0.0
1.0,40.0,799.0,pu,-0.006125034320601234,-0.006204647083283011,-0.02312035824867099,0.0
1.0,40.0,799.0,pp,0.016677361604213105,-0.005793224301584119,1.0236290384319844,0.0
1.0,40.0,800.0,uu,0.050958063248720084,-0.03083563596323879,1.0617252864961555,0.0
1.0,40.0,800.0,up,0.012063755948363213,-0.012394694692650761,-0.023408888497541417,0.0
1.0,40.0,800.0,pu,-0.009458368016798089,-0.006654541556060735,-0.023408888497541417,0.0
1.0,40.0,800.0,pp,0.015786353752777673,-0.005392856165723888,1.0114036271908902,0.0
2.0,40.0,0.0,uu,1.0840885191870449,1.0239026342347268,1.0239026342347268,0.0
2.0,40.0,0.0,up,0.0008431777238532378,0.006824479366252738,0.006824479366252738,0.0
2.0,40.0,0.0,pu,0.0008431777238532378,0.006824479366252738,0.006824479366252738,0.0
2.0,40.0,0.0,pp,0.9972479676763533,0.9778518997582726,0.9778518997582726,0.0
2.0,40.0,1.0,uu,1.068067506587486,1.0081446914986967,1.0235193428250877,0.0
2.0,40.0,1.0,up,0.1774045678333538,0.17887896778999182,-0.006189016057600242,0.0
2.0,40.0,1.0,pu,-0.17581735945208077,-0.17565977400809726,-0.006189016057600242,0.0
2.0,40.0,1.0,pp,0.9457273568276277,0.913205933233079,0.9485614309832117,0.0
2.0,40.0,2.0,uu,1.0214543512627936,0.9616639152053444,1.0188854799489573,0.0
2.0,40.0,2.0,up,0.3374276371607535,0.3324724396291845,-0.020095863466489415,0.0
2.0,40.0,2.0,pu,-0.33589502470388133,-0.3346901176210114,-0.020095863466489415,0.0
2.0,40.0,2.0,pp,0.8158324144998714,0.7779521862315408,0.91226258482538,0.0
2.0,40.0,3.0,uu,0.948422995011555,0.8898417588778517,1.0087033076013556,0.0
2.0,40.0,3.0,up,0.46819800041395243,0.4558426222848864,-0.037181033927544564,0.0
2.0,40.0,3.0,pu,-0.4666901643070645,-0.4543909218290516,-0.037181033927544564,0.0
2.0,40.0,3.0,pp,0.6244282253494245,0.582116469891791,0.8523996934969806,0.0
2.0,40.0,4.0,uu,0.8551344333887891,0.8001841923082941,0.9917722186118217,0.0
2.0,40.0,4.0,up,0.5606025720220128,0.5412371667893944,-0.05853474190217191,0.0
2.0,40.0,4.0,pu,-0.5590901866005801,-0.5325998664902506,-0.05853474190217191,0.0
2.0,40.0,4.0,pp,0.3944198239479941,0.35853326737064073,0.8067004548655485,0.0
2.0,40.0,5.0,uu,0.7490083778888373,0.7003946493611746,0.9665671491873254,0.0
2.0,40.0,5.0,up,0.6099326043492285,0.5846210633495218,-0.0777779496345764,0.0
2.0,40.0,5.0,pu,-0.6083899296541883,-0.5653549904144352,-0.0777779496345764,0.0
2.0,40.0,5.0,pp,0.15102314480772033,0.12418177450381916,0.7940035260313683,0.0
2.0,40.0,6.0,uu,0.6379010454001254,0.5985297926052339,0.9371003566740478,0.0
2.0,40.0,6.0,up,0.6159732743288828,0.5868270443318921,-0.08129827543892668,0.0
2.0,40.0,6.0,pu,-0.6143977042361682,-0.5541763651609962,-0.08129827543892668,0.0
2.0,40.0,6.0,pp,-0.0817841034454739,-0.09750806079267771,0.8183291551378122,0.0
2.0,40.0,7.0,uu,0.5293385420428989,0.5021177580794954,0.9104567042093532,0.0
2.0,40.0,7.0,up,0.5825052589923639,0.5518495912610146,-0.06503882427780325,0.0
2.0,40.0,7.0,pu,-0.5809043209727124,-0.5126082975063995,-0.06503882427780325,0.0
2.0,40.0,7.0,pp,-0.28381946570921335,-0.2848191030490173,0.8667605985499865,0.0
2.0,40.0,8.0,uu,0.4298617163715076,0.41565380912093375,0.893841346047483,0.0
2.0,40.0,8.0,up,0.5164816986836117,0.48733711980515704,-0.022139011394059344,0.0
2.0,40.0,8.0,pu,-0.5148523846843425,-0.4414516751902954,-0.022139011394059344,0.0
2.0,40.0,8.0,pp,-0.44057481843319507,-0.42253525617082055,0.9133899719633182,0.0
2.0,40.0,9.0,uu,0.34456112026715396,0.3438553289079303,0.8949971628481963,0.0
2.0,40.0,9.0,up,0.4268859388614023,0.4029607920793061,0.029675991459061718,0.0
2.0,40.0,9.0,pu,-0.42524810177863676,-0.3520043044638491,0.029675991459061718,0.0
2.0,40.0,9.0,pp,-0.5439270536866377,-0.5024792494631506,0.9262989735288947,0.0
2.0,40.0,10.0,uu,0.27680143061128754,0.2893561925328436,0.9153986608255016,0.0
2.0,40.0,10.0,up,0.3236312009249138,0.3093492358636156,0.08310959178245031,0.0
2.0,40.0,10.0,pu,-0.3219838861627427,-0.2506494417626234,0.08310959178245031,0.0
2.0,40.0,10.0,pp,-0.5918873188555939,-0.5267853886195782,0.9110888739903609,0.0
2.0,40.0,11.0,uu,0.22816510482802135,0.2530358560550985,0.9526439074121964,0.0
2.0,40.0,11.0,up,0.21646677233349657,0.21532627545823063,0.12248106000570835,0.0
2.0,40.0,11.0,pu,-0.21480001100339516,-0.1508981944817728,0.12248106000570835,0.0
2.0,40.0,11.0,pp,-0.5879786428577156,-0.5095434170137725,0.8927067214665013,0.0
2.0,40.0,12.0,uu,0.19855522526480524,0.23493133226000365,1.0019624854160316,0.0
2.0,40.0,12.0,up,0.11411453595177745,0.1287474509205712,0.1485466642256749,0.0
2.0,40.0,12.0,pu,-0.11245642577981822,-0.05172941234870463,0.1485466642256749,0.0
2.0,40.0,12.0,pp,-0.5395850497033604,-0.4468663903680295,0.8682851124689042,0.0
2.0,40.0,13.0,uu,0.18643140599702035,0.23257738904774752,1.0569606373112466,0.0
2.0,40.0,13.0,up,0.02374697532921947,0.05494750221261746,0.15262897178922194,0.0
2.0,40.0,13.0,pu,-0.022077084135707144,0.025924823455438884,0.15262897178922194,0.0
2.0,40.0,13.0,pp,-0.45691484661075943,-0.3675083238069674,0.8442389147053281,0.0
2.0,40.0,14.0,uu,0.18914072328939688,0.24328182945534396,1.1091175770429622,0.0
2.0,40.0,14.0,up,-0.049513425016868055,-0.002100530999491342,0.1351002813758625,0.0
2.0,40.0,14.0,pu,0.05119809077673264,0.09039643663409308,0.1351002813758625,0.0
2.0,40.0,14.0,pp,-0.35186901220724914,-0.2645528073965206,0.8253446571879742,0.0
2.0,40.0,15.0,uu,0.2032977947745801,0.2629321469017059,1.1511390027015678,0.0
2.0,40.0,15.0,up,-0.10269289097262194,-0.03999032360648445,0.09814837482159923,0.0
2.0,40.0,15.0,pu,0.10441012929479059,0.1231350348625152,0.09814837482159923,0.0
2.0,40.0,15.0,pp,-0.2363835738779389,-0.15513540269257461,0.827353239662811,0.0
2.0,40.0,16.0,uu,0.2251734679239915,0.2861880582764528,1.1793402164639954,0.0
2.0,40.0,16.0,up,-0.13493813099028923,-0.05872614897567149,0.060538080785650074,0.0
2.0,40.0,16.0,pu,0.13670353896128346,0.13699004760832917,0.060538080785650074,0.0
2.0,40.0,16.0,pp,-0.12156753077973131,-0.0557075247262349,0.8532734273704451,0.0
2.0,40.0,17.0,uu,0.2510558877893844,0.31100907445912424,1.1942647438031262,0.0
2.0,40.0,17.0,up,-0.14726234606305844,-0.060634790072548815,0.02655363126814106,0.0
2.0,40.0,17.0,pu,0.14906342507499332,0.13692073772239627,0.02655363126814106,0.0
2.0,40.0,17.0,pp,-0.017010290622066312,0.030787417690969186,0.8978274252728987,0.0
2.0,40.0,18.0,uu,0.2775609490978906,0.3343743411235729,1.1993308837748509,0.0
2.0,40.0,18.0,up,-0.14222746705601566,-0.048698983503730094,0.00949319361236784,0.0
2.0,40.0,18.0,pu,0.14403700119899157,0.12529022641995832,0.00949319361236784,0.0
2.0,40.0,18.0,pp,0.07009058899566604,0.09904408409250064,0.9548284169515406,0.0
2.0,40.0,19.0,uu,0.30186619348233035,0.35505798670969074,1.2007098873103477,0.0
2.0,40.0,19.0,up,-0.12343335166278563,-0.026520501352060404,-0.0033721694290079532,0.0
2.0,40.0,19.0,pu,0.1252147267357584,0.0993465400022244,-0.0033721694290079532,0.0
2.0,40.0,19.0,pp,0.13506227127872064,0.14351224021339223,0.9898327108564133,0.0
2.0,40.0,20.0,uu,0.3218618224936896,0.3699021749240778,1.1982113546348168,0.0
2.0,40.0,20.0,up,-0.09511291583772481,0.0018026035771079437,-0.010540109106189837,0.0
2.0,40.0,20.0,pu,0.09684959081338357,0.06746685436022197,-0.010540109106189837,0.0
2.0,40.0,20.0,pp,0.17575515219964102,0.16815541787107083,1.0071737237525609,0.0
2.0,40.0,21.0,uu,0.3362230327991982,0.37949699908056944,1.19544496633774,0.0
2.0,40.0,21.0,up,-0.0616295009360217,0.0325198092730318,-0.004781019634584608,0.0
2.0,40.0,21.0,pu,0.0633024139433402,0.04103574741686465,-0.004781019634584608,0.0
2.0,40.0,21.0,pp,0.19259374232287907,0.16683308674278843,1.0234076709433781,0.0
2.0,40.0,22.0,uu,0.344396319095849,0.3837780470959697,1.1937384881226543,0.0
2.0,40.0,22.0,up,-0.027096342758619565,0.06210985425220408,-0.004129581866941756,0.0
2.0,40.0,22.0,pu,0.02868860384528967,0.008469402461302079,-0.004129581866941756,0.0
2.0,40.0,22.0,pp,0.18807467024883914,0.15818740064105877,1.0027010457597374,0.0
2.0,40.0,23.0,uu,0.3465136868113903,0.3825810630544124,1.1908506575821856,0.0
2.0,40.0,23.0,up,0.00500057941716947,0.08772383899431134,-0.012033779315846533,0.0
2.0,40.0,23.0,pu,-0.00349118942787227,-0.016708961697489037,-0.012033779315846533,0.0
2.0,40.0,23.0,pp,0.1662962167254309,0.1250563589442271,0.9867637288702057,0.0
2.0,40.0,24.0,uu,0.3432701865860954,0.37812774009899025,1.1843360189665688,0.0
2.0,40.0,24.0,up,0.03201146397003479,0.10665692812122192,-0.023835584404468185,0.0
2.0,40.0,24.0,pu,-0.03056402670529782,-0.02988076684705822,-0.023835584404468185,0.0
2.0,40.0,24.0,pp,0.13239608208069964,0.08426147555968039,0.981885017857789,0.0
2.0,40.0,25.0,uu,0.33574765714206334,0.37148984081538505,1.1727097132739335,0.0
2.0,40.0,25.0,up,0.05224137092586021,0.11843026500671279,-0.041321678208015945,0.0
2.0,40.0,25.0,pu,-0.050842661548033664,-0.04302290563393313,-0.041321678208015945,0.0
2.0,40.0,25.0,pp,0.09172044511288192,0.04556695428756695,0.9824778785499922,0.0
2.0,40.0,26.0,uu,0.3252491261010369,0.36216739693756067,1.1544570222138242,0.0
2.0,40.0,26.0,up,0.06493607701671922,0.12308761071398773,-0.05711110333197138,0.0
2.0,40.0,26.0,pu,-0.06357698264972417,-0.057908660297235195,-0.05711110333197138,0.0
2.0,40.0,26.0,pp,0.049411183372740586,0.007651730544383536,1.0122969267024404,0.0
2.0,40.0,27.0,uu,0.3131279451514938,0.35071725239879803,1.1331592149680834,0.0
2.0,40.0,27.0,up,0.07023841793677427,0.12127406026618355,-0.05761668073778726,0.0
2.0,40.0,27.0,pu,-0.06889817583517033,-0.0662138613928625,-0.05761668073778726,0.0
2.0,40.0,27.0,pp,0.00979828221390522,-0.02323781591577494,1.030807583654731,0.0
2.0,40.0,28.0,uu,0.3006513130597309,0.33834475593476054,1.1141171357021182,0.0
2.0,40.0,28.0,up,0.06894657845228558,0.11488355551075816,-0.051399590901172826,0.0
2.0,40.0,28.0,pu,-0.0676038091191631,-0.07015050758999992,-0.051399590901172826,0.0
2.0,40.0,28.0,pp,-0.02367093805467387,-0.048711315370094176,1.0401180584199747,0.0
2.0,40.0,29.0,uu,0.28889059251693516,0.3257843070248597,1.098257403867627,0.0
2.0,40.0,29.0,up,0.06237831380462312,0.10398217514761375,-0.035606686657777005,0.0
2.0,40.0,29.0,pu,-0.06104475844798974,-0.07042874575821328,-0.035606686657777005,0.0
2.0,40.0,29.0,pp,-0.048763033433813545,-0.0697299762713412,1.0360588588983537,0.0
2.0,40.0,30.0,uu,0.2786521790522122,0.31296285799235474,1.0874494999093105,0.0
2.0,40.0,30.0,up,0.05212861003653252,0.09080927242232413,-0.022904046327925087,0.0
2.0,40.0,30.0,pu,-0.05078816637784589,-0.06770209999814808,-0.022904046327925087,0.0
2.0,40.0,30.0,pp,-0.0645731844998604,-0.07601140249742329,1.0225706905972365,0.0
2.0,40.0,31.0,uu,0.270448352407149,0.30140741530501053,1.0809261156029837,0.0
2.0,40.0,31.0,up,0.0398727691029898,0.07652038618215161,-0.01384909463667189,0.0
2.0,40.0,31.0,pu,-0.038522172868811336,-0.06016610314349532,-0.01384909463667189,0.0
2.0,40.0,31.0,pp,-0.07129474211985166,-0.08186723477590571,1.0126767185074612,0.0
2.0,40.0,32.0,uu,0.26449817847394835,0.29041244932819266,1.0764547439542247,0.0
2.0,40.0,32.0,up,0.027141712225418523,0.06285090128427594,-0.012029130478925136,0.0
2.0,40.0,32.0,pu,-0.02578910436302172,-0.05931006695104462,-0.012029130478925136,0.0
2.0,40.0,32.0,pp,-0.0698063321772331,-0.06781736790235893,1.001677194048988,0.0
2.0,40.0,33.0,uu,0.2607673490693827,0.2803821577472802,1.0719207748697601,0.0
2.0,40.0,33.0,up,0.015266924268523394,0.052053531890445454,-0.012519266187298594,0.0
2.0,40.0,33.0,pu,-0.013921872865023626,-0.05050595250890346,-0.012519266187298594,0.0
2.0,40.0,33.0,pp,-0.06171116271667675,-0.04968690242189022,0.9903832807592312,0.0
2.0,40.0,34.0,uu,0.25901089728040183,0.27150171665594425,1.0658312392346139,0.0
2.0,40.0,34.0,up,0.005257235925590098,0.044243414786686926,-0.020171286580815878,0.0
2.0,40.0,34.0,pu,-0.003927958172661007,-0.046116332293334415,-0.020171286580815878,0.0
2.0,40.0,34.0,pp,-0.049030420228137896,-0.0389547910763464,1.008875010803264,0.0
2.0,40.0,35.0,uu,0.25883590777738247,0.26376846570258994,1.0587686113454708,0.0
2.0,40.0,35.0,up,-0.002267800507290438,0.03855275478822981,-0.018064950600299078,0.0
2.0,40.0,35.0,pu,0.003555593715456887,-0.04009515305323202,-0.018064950600299078,0.0
2.0,40.0,35.0,pp,-0.03389941754048193,-0.023314626485887075,1.0221018205551913,0.0
2.0,40.0,36.0,uu,0.2597721038516908,0.25650128846013887,1.0524229534742755,0.0
2.0,40.0,36.0,up,-0.007036648007593234,0.03519696560843225,-0.016962227166684017,0.0
2.0,40.0,36.0,pu,0.008276721424549329,-0.03729563448780627,-0.016962227166684017,0.0
2.0,40.0,36.0,pp,-0.018303841991204255,-0.00949602320691266,1.0242894168574308,0.0
2.0,40.0,37.0,uu,0.2613262287173347,0.24957902720001143,1.0470590904196517,0.0
2.0,40.0,37.0,up,-0.009106783100654142,0.034362631311613635,-0.01353674108930013,0.0
2.0,40.0,37.0,pu,0.010281948879980372,-0.039618319020074066,-0.01353674108930013,0.0
2.0,40.0,37.0,pp,-0.00394581202218388,-9.317572664685338e-05,1.0172252052014856,0.0
2.0,40.0,38.0,uu,0.2630407339526625,0.24259793639673854,1.0420477064864309,0.0
2.0,40.0,38.0,up,-0.008820995979436835,0.034322452584098266,-0.012708474969309968,0.0
2.0,40.0,38.0,pu,0.009911476047455773,-0.040242854554279665,-0.012708474969309968,0.0
2.0,40.0,38.0,pp,0.007968379683072053,-0.0038578813898160953,1.0274173962866435,0.0
2.0,40.0,39.0,uu,0.2645323217793339,0.23523374460779342,1.037688311964924,0.0
2.0,40.0,39.0,up,-0.006650265375413639,0.03357313184130297,-0.012460597412793938,0.0
2.0,40.0,39.0,pu,0.007700566893754952,-0.04046950591876233,-0.012460597412793938,0.0
2.0,40.0,39.0,pp,0.01661313304378199,-0.005297354531898735,1.0178412330073625,0.0
2.0,40.0,40.0,uu,0.2655234001638005,0.22812662163414404,1.0344343011820576,0.0
2.0,40.0,40.0,up,-0.00323751278320463,0.0328120083675302,-0.009614649574880185,0.0
2.0,40.0,40.0,pu,0.004263373675007178,-0.03647760097269278,-0.009614649574880185,0.0
2.0,40.0,40.0,pp,0.021620357720799472,-0.004319045011255941,1.0027143665450458,0.0
2.0,40.0,41.0,uu,0.2658473467654025,0.2222088604863002,1.0311975156917101,0.0
