replicate,temperature,calibration_time,debye_waller_factor,transition_count,active_particle_count,non_propagating_particle_count,return_fraction,return_given_return,return_given_escape,return_mean_holding_time,escape_mean_holding_time,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
1.0,0.58,750.0,0.055629000067710876,28064.0,3258.0,19.0,0.05483893956670467,0.08734746307000642,0.052929414871543366,31.95971410006498,58.342130065975496,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,0.58,750.0,0.055856186896562576,28447.0,3262.0,13.0,0.0610960733996555,0.09158557527189468,0.059101123595505616,33.08803222094361,61.075592496911156,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3.0,0.58,750.0,0.05592551454901695,29034.0,3269.0,8.0,0.0531790314803334,0.09199747952110901,0.0509345283637556,30.384715025906736,59.930883957802834,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4.0,0.58,750.0,0.055333156138658524,28132.0,3264.0,13.0,0.05907862931892507,0.09224190592547343,0.05702962823174184,32.07160048134777,60.46014355874575,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5.0,0.58,750.0,0.05519552901387215,28915.0,3265.0,12.0,0.05817049974061905,0.09929494712103408,0.05559842722228347,30.794292508917955,57.232475305695296,1.0,1.0,1.0,0.0,0.0,0.0,0.0
