record,protocol,bath_order,held_clone_count,hyperparameter_selection_uses_held_folds,thermodynamic_claim_allowed,var_spectral_radius,maximum_var_spectral_radius,minimum_var_spectral_radius,minimum_white_noise_covariance_eigenvalue,maximum_minimum_white_noise_covariance_eigenvalue,minimum_minimum_white_noise_covariance_eigenvalue,maximum_white_residual_lag_one_correlation,maximum_maximum_white_residual_lag_one_correlation,minimum_maximum_white_residual_lag_one_correlation,maximum_white_residual_correlation_through_40_frames,maximum_maximum_white_residual_correlation_through_40_frames,minimum_maximum_white_residual_correlation_through_40_frames,maximum_absolute_white_residual_excess_kurtosis,maximum_maximum_absolute_white_residual_excess_kurtosis,minimum_maximum_absolute_white_residual_excess_kurtosis,maximum_held_white_residual_correlation_through_40_frames,maximum_maximum_held_white_residual_correlation_through_40_frames,minimum_maximum_held_white_residual_correlation_through_40_frames,stationary_covariance_rmse,maximum_stationary_covariance_rmse,minimum_stationary_covariance_rmse,stationary_covariance_maximum_error,maximum_stationary_covariance_maximum_error,minimum_stationary_covariance_maximum_error,target_correlation_rmse,maximum_target_correlation_rmse,minimum_target_correlation_rmse,target_correlation_maximum_error,maximum_target_correlation_maximum_error,minimum_target_correlation_maximum_error,marginal_excess_kurtosis_maximum_error,maximum_marginal_excess_kurtosis_maximum_error,minimum_marginal_excess_kurtosis_maximum_error,minimum_terminal_variance_ratio,maximum_minimum_terminal_variance_ratio,minimum_minimum_terminal_variance_ratio,maximum_simulated_absolute_state,maximum_maximum_simulated_absolute_state,minimum_maximum_simulated_absolute_state,markov_bath_gate_pass,selected_bath_order,white_driving_distribution,stable_white_driven_markov_bath_found,finite_dimensional_discrete_markov_bath_supported,autonomous_relative_matrix_mori_simulation_allowed,empirical_non_gaussian_white_driving_supported,gaussian_markov_bath_generation_closed,empirical_white_markov_bath_generation_closed,continuous_time_ou_embedding_audited,thermal_fdt_adjoint_audit_pass,microscopic_thermal_noise_model_closed,autonomous_single_particle_gle_allowed,complete_event_clock_closure_allowed,kramers_escape_claim_allowed
model_aggregate,discovery_leave_one_clone_out_gaussian_markov_bath_scan,4.0,4.0,1.0,0.0,0.7212863334378798,0.7219605143777708,0.7203788203516452,4.572099171686519e-05,4.5833596171320745e-05,4.555422705213081e-05,0.0011329661546671864,0.001430078773628209,0.0007009749656661263,0.028429432541214834,0.028903018579373614,0.02758223975838798,2.4142281851778042,2.727049917797366,2.2371837720145766,0.027658546246715272,0.02897720067374733,0.02606410010566677,0.06863821690721209,0.08179745804230668,0.05983251817737761,0.25866019802209356,0.30859959638472456,0.23422869874711472,0.056037801887548845,0.06234167272795369,0.047950340378855025,0.18238230940765598,0.21913113463274667,0.1495342301843977,0.38097355739561356,0.42995198634279763,0.3463811175788498,0.9010250266199518,0.930525732596693,0.8785359013455641,5.522870444776624,6.110738492876764,4.982638292067503,0.0,,,,,,,,,,,,,,
model_aggregate,discovery_leave_one_clone_out_gaussian_markov_bath_scan,8.0,4.0,1.0,0.0,0.7379138938689745,0.7444699572307103,0.733747363889723,4.57223577841821e-05,4.583783399300087e-05,4.5553522111591905e-05,0.00031507931401526026,0.00046652846801158924,8.776682094156297e-05,0.016262854578509314,0.01656216178310335,0.016018343147222665,2.479866306754098,2.8036276926649517,2.301493991856299,0.016813296187980317,0.021826763696873877,0.014389936237191378,0.04729916107162718,0.06145226083687053,0.03936555158661196,0.21801124335272853,0.2577918704541975,0.17725431010037185,0.05682624151507858,0.0644747095372016,0.04786955297516239,0.18560156029921532,0.21594246890346827,0.1518682601957842,0.384190132589981,0.4261785490951704,0.3629290837586625,0.9576129842387203,1.0185583581834812,0.9068622097590306,5.352531883507383,5.855118726889532,4.970841966848932,0.0,,,,,,,,,,,,,,
model_aggregate,discovery_leave_one_clone_out_gaussian_markov_bath_scan,16.0,4.0,1.0,0.0,0.864493225916581,0.8672163884332811,0.8616913130475518,4.5724216143566734e-05,4.583546742675852e-05,4.555737102354658e-05,0.00036234749071955506,0.0004487489769216203,0.00025913091047980954,0.010189260354313294,0.011612205298436545,0.008891710724192961,2.484456017522536,2.809204077262467,2.3044465959676215,0.013228325426451353,0.0172539842479307,0.009754226084761898,0.03169385701566331,0.03587781018927496,0.028682447993322497,0.14169277451440182,0.15707678053908336,0.12153478276615681,0.055559799833507464,0.06200758733936982,0.046878426706185056,0.17894296195382403,0.19703916861983245,0.1619390973702132,0.38441279574373266,0.4279604760379083,0.3520293591593595,0.9870620846195202,1.01645612161576,0.9580714426417335,5.250319596895635,5.598681916860321,5.1043062003316395,0.0,,,,,,,,,,,,,,
model_aggregate,discovery_leave_one_clone_out_gaussian_markov_bath_scan,40.0,4.0,1.0,0.0,0.938181610055921,0.9386649252737557,0.9371844606947511,4.571352258328126e-05,4.584173604148614e-05,4.55508857852919e-05,0.00047879826624398303,0.0005761767663294149,0.00039334893604885037,0.0036200988743073687,0.0040592131694143045,0.0032053443181420203,2.5172483351809465,2.8497925428673394,2.334273582365417,0.012450920265845645,0.018355731075815545,0.007546044136471537,0.03553465072198637,0.038690915129078005,0.03034187752041995,0.1520450393171321,0.19454983918341417,0.11293075251226914,0.057802638679355034,0.061609106692994395,0.05269707669100486,0.19459568706274244,0.2125180213226673,0.1752940230739824,0.37869496250377366,0.4247414702897139,0.34922491756842655,0.9516243019808005,0.9844474713524604,0.9219275138893945,5.1391989862516745,5.299725245771741,4.973465240835875,0.0,,,,,,,,,,,,,,
verdict,discovery_leave_one_clone_out_gaussian_markov_bath_scan,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,gaussian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
