temperature,distance_low,distance_high,distance_midpoint,mean_covariance_excess,standard_deviation,standard_error,ci95_low,ci95_high,mean_pair_count,block_count,count_window,spatial_block,threshold,uncertainty_scope,independent_replicate_count,spatial_model_claim_allowed,thermodynamic_claim_allowed
0.45,0.0,1.1,0.55,0.0014551447356570416,0.000204610128032706,6.47034036922018e-05,0.0013283260644203262,0.001581963406893757,8199.4,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,1.1,1.4,1.25,0.0011693595827776328,0.00021171838950392259,6.695123333750819e-05,0.0010381351654361168,0.0013005840001191489,10495.8,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,1.4,1.8,1.6,0.0005857606328101138,0.0001166306995939039,3.6881865581561154e-05,0.000513472176270254,0.0006580490893499737,15429.0,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,1.8,2.5,2.15,0.0003216789070873146,0.00010491620053345135,3.3177415713667894e-05,0.0002566511722885255,0.0003867066418861037,64117.4,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,2.5,3.5,3.0,0.0001115663609965443,5.754857567648597e-05,1.8198457523626096e-05,7.589738425023716e-05,0.00014723533774285144,179654.6,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,3.5,5.0,4.25,1.8218190320078234e-05,1.9284959895492346e-05,6.098439785475857e-06,6.265248340545555e-06,3.0171132299610913e-05,544220.6,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,5.0,7.5,6.25,-1.122387667932494e-05,8.58696084416961e-06,2.7154354446258164e-06,-1.654613015079154e-05,-5.90162320785834e-06,1956704.1,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,7.5,13.1,10.3,-2.389394811130793e-05,1.4383037923595892e-05,4.548315951114188e-06,-3.2808647375491737e-05,-1.497924884712412e-05,2588905.1,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
