replicate,median_empirical_iid_relative_error,median_gamma_iid_relative_error,median_temporal_memory_excess_fraction,median_persistent_environment_excess_fraction,median_waiting_correlation_z_vs_shuffle,median_complete_wait_particle_fraction,median_complete_waits_per_supported_particle,persistent_environment_identifiable,environment_support_gate,minimum_collective_covariance_ratio_supported_windows,collective_covariance_detected,waiting_failure_verdict,temperature,event_definition,thermodynamic_claim_allowed
1.0,0.05291115715432615,0.05518703318456919,0.013768918959815801,0.5909493850069114,2.7825655361129935,0.9993896856881294,9.56916030534351,0.0,posthoc_conservative_fraction_0p8_and_ten_waits,22.296431372549023,1.0,empirical_iid_waiting_law_sufficient,0.58,debye_waller_finite_duration_cage_jump,0.0
2.0,0.012805156697977105,0.03906431471806737,0.007627518489393692,0.10965454709380751,4.030578390872921,0.9990845285321941,9.688759926695175,0.0,posthoc_conservative_fraction_0p8_and_ten_waits,21.37113278229469,1.0,empirical_iid_waiting_law_sufficient,0.58,debye_waller_finite_duration_cage_jump,0.0
3.0,0.020554954500573208,0.0277486727635885,0.01326336711170284,0.10422188801210441,2.5388169718385862,0.9996948428440647,9.862637362637363,0.0,posthoc_conservative_fraction_0p8_and_ten_waits,20.670189685685816,1.0,empirical_iid_waiting_law_sufficient,0.58,debye_waller_finite_duration_cage_jump,0.0
4.0,0.03791883587300027,0.0432209139505737,0.008158655512047419,0.11840040977573163,1.9418811955815602,0.9996948428440647,9.587301587301587,0.0,posthoc_conservative_fraction_0p8_and_ten_waits,12.412707862694406,1.0,empirical_iid_waiting_law_sufficient,0.58,debye_waller_finite_duration_cage_jump,0.0
5.0,0.0666273121083254,0.07421279686355298,0.006228640046985534,0.1682409604160906,0.9229419729921446,0.9993896856881294,9.829007633587786,0.0,posthoc_conservative_fraction_0p8_and_ten_waits,27.14277989140472,1.0,empirical_iid_waiting_law_sufficient,0.58,debye_waller_finite_duration_cage_jump,0.0
