distance_midpoint,mean,standard_deviation,standard_error,ci95_low,ci95_high,ci95_critical_value,ci95_method,independent_replicate_count,within_replicate_block_count_min,within_replicate_block_count_max,distance_low,distance_high,halo_detected_in_shell,uncertainty_scope,temperature,threshold,half_window,heldout_start,spatial_measurement_claim_allowed,spatial_model_claim_allowed,thermodynamic_claim_allowed
0.7,4.9126773136907484,0.21173046761819753,0.1222426424750117,4.386709674334071,5.438644953047426,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,0.0,1.4,1.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
1.7,2.323613306103268,0.10542318899382216,0.060866106544412026,2.061727586620883,2.585499025585653,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,1.4,2.0,1.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
2.5,1.5685668865725388,0.05851243638222443,0.03378217089621813,1.4232139367435968,1.713919836401481,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,2.0,3.0,1.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
3.5,1.1555699171626757,0.02796208048669047,0.016143914696092724,1.0861082585240776,1.2250315758012738,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,3.0,4.0,1.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
4.5,1.0206379367578406,0.02636119570779409,0.015219643438055326,0.9551530963708157,1.0861227771448656,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,4.0,5.0,0.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
6.0,0.9558190398129859,0.004550067632220674,0.002626982772293609,0.9445160452163469,0.9671220344096249,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,5.0,7.0,0.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
8.5,0.9333285077551964,0.009556543519899817,0.005517472973736533,0.9095887376025372,0.9570682779078555,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,7.0,10.0,0.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
11.55,0.9271865506714277,0.02264314845384442,0.013073027855127735,0.8709378516823563,0.9834352496604992,4.302652729911275,student_t_independent_replicates,3.0,1.0,1.0,10.0,13.1,0.0,independent_replicates,0.45,0.15,5.0,5000.0,1.0,0.0,0.0
