temperature,shape,exchange_renewal_count,heterogeneity_ratio,late_ngp_renewal_amplitude,late_alpha_decay_per_renewal,poisson_alpha_decay_per_renewal,alpha_rate_renormalization,late_alpha_rate,poisson_alpha_rate,renewal_rate,renewal_delay,lambda_tau_delay,jump_to_cage_variance,inverse_temperature_shift,heterogeneity_ratio_over_hot,late_alpha_decay_per_renewal_over_hot
1.0,0.4,10.0,25.0,26.0,0.09440460177605386,0.38368679808771045,0.24604599961886897,0.016992828319689696,0.06906362365578787,0.18,3.0,0.54,0.8,0.0,1.0,1.0
0.9776470588235294,0.3865141655617442,10.588252598429973,27.394216155160652,28.394216155160652,0.08921945806519914,0.3840279104568718,0.23232545248874278,0.015341670509609728,0.06603525504960805,0.1719543117869922,3.3633327926447723,0.5783395756698543,0.8045858978718008,0.022864019253910906,1.095768646206426,0.9450753076300783
0.9552941176470588,0.37288404603414455,11.241138921700394,30.14647325691981,31.14647325691981,0.08401422922367542,0.38438520160797207,0.21856780352683844,0.013771368531588122,0.06300730624260084,0.16391709664947227,3.7908961277090243,0.6213926869537902,0.8094145714480055,0.046798029556650134,1.2058589302767924,0.8899378594167853
0.9329411764705883,0.3591162441764814,11.968550823005518,33.327790143416024,34.327790143416024,0.07880354521741029,0.384759850187414,0.20481228792200018,0.012285278508930037,0.0599831125054797,0.1558975357648734,4.297386264085984,0.6699519288008203,0.814505729871822,0.07187894073139978,1.333111605736641,0.83474262625828
0.9105882352941177,0.3452185605888829,12.782322084148285,37.02675216055552,38.02675216055552,0.07360350151952316,0.3851531521437678,0.1911019061114911,0.010886372117623116,0.05696631885645284,0.14790562803232304,4.90163273588715,0.7249790681851827,0.8198812652394406,0.09819121447028412,1.4810700864222206,0.7796601027365703
0.888235294117647,0.33120013338836696,13.696695911692876,41.35474153216013,42.35474153216013,0.06843164680658409,0.3855665356882212,0.177483366611255,0.009577162259399493,0.053960900349476267,0.13995224002819168,5.627984366921529,0.7876490189943123,0.8255655621212015,0.1258278145695364,1.6541896612864053,0.7248761767876243
0.8658823529411764,0.3170715919797694,14.7289265666356,46.452999698488824,47.452999698488824,0.06330693767085281,0.38600157860381734,0.1640069398157294,0.008359627646500714,0.05097118241394665,0.13204915533846104,6.508238334160321,0.8594073747672631,0.8315858610665823,0.15489130434782616,1.858119987939553,0.6705916499815254
0.8435294117647059,0.3028452258668493,15.900060104365672,52.50226434593486,53.50226434593486,0.058249653893621384,0.38646002834510684,0.15072620613070167,0.007235138373688843,0.04800186085367875,0.12420912211602214,7.584357339673227,0.9420463669750206,0.8379726873629654,0.18549511854951195,2.1000905738373943,0.6170213400380729
0.8211764705882353,0.28853516933850953,17.235956577232898,59.736068281546885,60.736068281546885,0.053281267517868484,0.3869438254673242,0.13769768119059408,0.006204385009434961,0.04505802099054355,0.1164458973757381,8.912345973967739,1.0378061246617198,0.844760359079455,0.2177650429799427,2.3894427312618753,0.5643926939521661
0.7988235294117647,0.27415760267257405,18.76864107870993,68.45931280310064,69.45931280310064,0.04842425888110572,0.3874551310465677,0.1249803009455711,0.0052673141911295275,0.04214515528669948,0.10877428612923469,10.567856638243137,1.1495110617409912,0.8519875919706816,0.25184094256259204,2.738372512124026,0.5129438392842068
0.7764705882352941,0.2597309701940078,20.538107494425773,79.07454193500566,80.07454193500566,0.04370187301692707,0.3879963589069739,0.11263475033642015,0.00442307412676887,0.03926917859326652,0.10121017296113778,12.654415783577642,1.280755610178045,0.8596982233950128,0.28787878787878785,3.1629816774002264,0.462921003793824
0.7541176470588236,0.24527621506494565,22.5947527089074,92.1196240040015,93.1196240040015,0.039137810521623524,0.38857021366720323,0.10072262140799008,0.003669973746159231,0.03643643994623139,0.09377054304383178,15.31568549930035,1.4361601463579339,0.8679420833632903,0.32605304212168473,3.68478496016006,0.4145752408814355
0.7317647058823529,0.23081703001659776,25.002699694561812,108.32259514284496,109.32259514284496,0.03475584824575497,0.3891797358696363,0.08930539039524184,0.00300545945620645,0.03365372955546231,0.08647348886308745,18.754049760493245,1.6217281131018004,0.8767760486559961,0.36655948553054674,4.332903805713799,0.3681584116863564
0.7094117647058824,0.21638012228763245,27.844390492056775,128.68275605761715,129.68275605761715,0.03057938716363243,0.3898283557790345,0.07844320894133641,0.0024261134755538673,0.03092827930290602,0.07933819806693852,23.259302456224255,1.8453511451707496,0.8862653262939528,0.4096185737976781,5.147310242304687,0.32391839580206805
0.6870588235294117,0.20199548971852002,31.227019296093314,154.59265620043325,155.59265620043325,0.026630927663198963,0.3905199578568962,0.06819351259112272,0.001927677484334555,0.028267754674738604,0.0723849168423222,29.253802023557526,2.1175340267969687,0.8964850264561142,0.4554794520547947,6.18370624801733,0.28209353317725677
0.6647058823529411,0.18769670314863995,35.29167286362244,188.02500135377662,189.02500135377662,0.02293147645416826,0.39125895846618275,0.05860946045571573,0.0015051047525633122,0.02568023559439764,0.06563488206140904,37.36506520538833,2.452451647972522,0.9075221035380905,0.5044247787610621,7.521000054151065,0.24290634166929911
0.6423529411764706,0.17352118782212966,40.226520214218276,231.82483199373345,232.82483199373345,0.01949989446646706,0.3920504000840437,0.049738233814547506,0.0011526429373552893,0.02317418309731301,0.05911021412641122,48.545187856347354,2.86951644899555,0.9194777693496049,0.5567765567765568,9.272993279749338,0.206556609525504
0.62,0.15951049323980937,46.28616746086182,290.17631706068903,291.17631706068903,0.01635220161042044,0.3929000662616028,0.04161923861711118,0.000863948311729174,0.020758388198239972,0.05283376100124786,64.27227894644832,3.3957462248621857,0.9324705172420504,0.6129032258064517,11.607052682427561,0.17321403091356768
