replicate,temperature,lag,observed_msd,event_msd,residual_msd,factorized_msd,msd_relative_error,observed_ngp,event_ngp,residual_ngp,factorized_ngp,ngp_absolute_error,oracle_uses_heldout_events_and_residual,prediction_claim_allowed,thermodynamic_claim_allowed,observed_fs_k2,event_fs_k2,residual_fs_k2,factorized_fs_k2,absolute_error_fs_k2,observed_fs_k4,event_fs_k4,residual_fs_k4,factorized_fs_k4,absolute_error_fs_k4,observed_fs_k7p25,event_fs_k7p25,residual_fs_k7p25,factorized_fs_k7p25,absolute_error_fs_k7p25
1.0,0.58,10.0,0.10481823024698589,0.046526111442730916,0.09508084945283209,0.14160696089556302,0.35097645287361656,0.5299050583414979,8.421736924773974,0.4839027399767817,1.127289908847449,0.5973848505059511,1.0,0.0,0.0,0.9336698645723158,0.9730571258985095,0.939451855424797,0.914140322359675,0.019529542212640805,0.769892911944429,0.9245819770743338,0.7862129876321937,0.7269183585064923,0.04297455343793666,0.46336522493285437,0.8808292338207564,0.4826637407648409,0.425144332970955,0.03822089196189937
1.0,0.58,20.0,0.1602644603064867,0.09186184049797279,0.1222847457716724,0.2141465862696452,0.3362075775260176,0.5666759472214526,4.106639207828064,0.3394562164429429,0.8663634724914804,0.29968752527002773,1.0,0.0,0.0,0.9014981372587111,0.9473234501338719,0.9227270291240589,0.8741209527615812,0.02737718449712989,0.6815321650597077,0.856109931567075,0.7333691092907311,0.6278445779682945,0.05368758709141319,0.34472195947864825,0.7805538041259209,0.39293006647721057,0.3067030581442377,0.03801890133441055
1.0,0.58,50.0,0.3230627392302211,0.22868546637679263,0.1666206258977663,0.39530609227455893,0.22362019592997928,0.4440946399222516,1.6255984946292146,0.24803205023602715,0.5880961541347736,0.14400151421252194,1.0,0.0,0.0,0.8142389495457866,0.87389198130606,0.896214897947675,0.7831950128435021,0.031043936702284447,0.48352411167427445,0.6818784616847957,0.6559407297789542,0.4472718557780756,0.03625225589619885,0.1579540755163,0.555450428604023,0.2861623173375232,0.1589489818154477,0.0009949062991476965
1.0,0.58,100.0,0.5967888136705312,0.4693892852915692,0.19089117395474994,0.6602804592463192,0.10638879972512316,0.28836296622735125,0.7536543819594479,0.32680267124348283,0.4081892618042806,0.11982629557692936,1.0,0.0,0.0,0.6866821823305804,0.7574547843502092,0.8827542642664389,0.668646440874163,0.018035741456417398,0.2751440033044673,0.45632933714543783,0.6240276846805486,0.28476213971067704,0.009618136406209732,0.04637888341122062,0.3159963647146838,0.25939350375082604,0.08196740421586572,0.0355885208046451
1.0,0.58,200.0,1.140470751995056,0.9740953136084283,0.1893147530402272,1.1634100666486555,0.02011389999565627,0.1633783752000042,0.32509809671328505,0.44231466537953823,0.2396159661412116,0.07623759094120741,1.0,0.0,0.0,0.4897692746987646,0.5588337467204709,0.8843717518592311,0.49421677958524074,0.004447504886476161,0.09132514151356913,0.19334663583984973,0.6317265135864913,0.12214219617278523,0.030817054659216095,0.004777437759328581,0.1008352583693546,0.2682184437645593,0.027045876076425543,0.02226843831709696
1.0,0.58,400.0,2.211473703448528,2.016143739418809,0.17719098632997912,2.193334725748788,0.008202212701627243,0.09323776142713158,0.1521695260004825,0.33953519741428506,0.13079221679049446,0.03755445536336288,1.0,0.0,0.0,0.2505384807537277,0.29565598555831313,0.8906037170668235,0.26331231971128877,0.012773838957561068,0.011984173289818812,0.033225226289223676,0.6435986628691186,0.021383711213268247,0.009399537923449434,0.0026960036884486754,0.015133912650886235,0.27345302584441944,0.00413841420724998,0.0014424105188013047
1.0,0.58,600.0,3.2897284691646846,3.0703086030647633,0.16374365947372463,3.234052262538488,0.01692425595244762,0.059849198878223486,0.08526660379352946,0.3347927229520864,0.07770914404872342,0.017859945170499936,1.0,0.0,0.0,0.12269608080314327,0.1485926995969307,0.8982580332188365,0.13347458609061635,0.01077850528747308,2.6795137388587337e-05,0.004280976177779381,0.6635784002466228,0.002840763323544744,0.0028139681861561565,0.0009662039210995162,0.011306058119699293,0.29690470825997684,0.0033568218875996607,0.0023906179665001445
2.0,0.58,10.0,0.10476783097200718,0.046081783687589195,0.09479944775459108,0.1408812314421803,0.34469932359124833,0.5189854309733697,8.129840900717864,0.45032349535730654,1.073735866917144,0.5547504359437743,1.0,0.0,0.0,0.9336706320712254,0.9731409837920842,0.9395622615781508,0.9143265435660772,0.019344088505148127,0.7696577681913697,0.9241616042669755,0.7862134460695841,0.7265882796159341,0.04306948857543558,0.4630977401866878,0.879452851930606,0.48251635431672724,0.4243503839070045,0.03874735627968329
2.0,0.58,20.0,0.1602086559528375,0.0911147292484555,0.12191118399066077,0.21302591323911627,0.32967792515422634,0.5505149016681548,4.032068175982913,0.33326188877603546,0.8467787337828885,0.2962638321147337,1.0,0.0,0.0,0.9013986429894976,0.9475067428582299,0.9229317975024559,0.8744841013318434,0.026914541657654167,0.6806500281180671,0.8555245558141689,0.7338068688319226,0.6277897955108166,0.05286023260725048,0.3441538099923427,0.7779217267675856,0.39358620018289636,0.30617925647817135,0.03797455351417134
2.0,0.58,50.0,0.3189522805018721,0.2251482629815428,0.16336276387301166,0.38851102685455446,0.21808511995346636,0.4727215864363419,1.6581800560234328,0.25539413847308867,0.6020361998007449,0.12931461336440297,1.0,0.0,0.0,0.8165295460428438,0.8756138545692458,0.8981449278053355,0.7864281421974468,0.030101403845396946,0.48860648712025145,0.6844650513195939,0.6613897791386089,0.4526981891203628,0.03590829799988865,0.16320487732344127,0.5538438977818108,0.29302599355936937,0.1622906584243089,0.0009142188991323741
2.0,0.58,100.0,0.579249072814844,0.4553688715789761,0.18613968487823196,0.6415085564572081,0.1074830958983084,0.34021827493541323,0.8261369061909132,0.3327698013586695,0.4442854358283095,0.10406716089289625,1.0,0.0,0.0,0.696005203281252,0.7651417268803754,0.8854939279062611,0.6775283531402833,0.01847685014096878,0.29229259988476336,0.47109375389435015,0.631239384080243,0.2973729310523192,0.005080331167555852,0.05573349826491853,0.3220170603033061,0.26617096355777625,0.08571159122297353,0.029978092958055
2.0,0.58,200.0,1.0881500050315005,0.9253832551505845,0.18719980488895327,1.1125830600395377,0.022453756279061876,0.2094232320708156,0.3959929084071392,0.4805254438847517,0.2875503889067943,0.0781271568359787,1.0,0.0,0.0,0.5106382912067257,0.5803589780323974,0.8858012310752978,0.5140826972066994,0.003444405999973754,0.10962834545870638,0.21964526426788603,0.636035220237138,0.13970212403266927,0.030073778573962887,0.008889625026731941,0.11331591321232709,0.2736962855507033,0.03101414453999979,0.022124519513267847
2.0,0.58,400.0,2.076733614051929,1.8831919063651659,0.17698433328755286,2.060176239652719,0.007972796456501174,0.09897885554026331,0.15964115044960647,0.48259008749005416,0.13695216208330963,0.037973306543046315,1.0,0.0,0.0,0.27574763608151764,0.32417429895430994,0.8914251853452683,0.2889771345295181,0.013229498448000476,0.013517327340595704,0.040740927277781475,0.6472056997148207,0.026367760345847185,0.012850433005251481,-0.002613828769340871,0.00758357698401218,0.27705302398915166,0.002101052936075105,0.004714881705415976
2.0,0.58,600.0,3.2842835701190753,3.0561713744576147,0.16831122934050746,3.2244826037981222,0.018208222598386947,0.05332456645831951,0.0825161602038269,0.459881355178662,0.07537964688233578,0.02205508042401627,1.0,0.0,0.0,0.12862053500736947,0.15654798382611607,0.8962358133290753,0.14030390960942607,0.011683374602056595,-0.0047245244469481295,-0.0008128177326549766,0.6601917163382482,-0.0005366155339916524,0.004187908912956477,-0.0009516032163663188,0.008016569278685295,0.2962817901485883,0.002375163496739056,0.003326766713105375
3.0,0.58,10.0,0.10653070202532301,0.048005315495095235,0.09652440316197933,0.14452971865707456,0.35669544938058273,0.5088008266790154,7.967373483446654,0.45661331837097485,1.082642360721728,0.5738415340427125,1.0,0.0,0.0,0.9326042186249981,0.9721045188224948,0.9385230022728712,0.9123424515283127,0.020261767096685368,0.7664697346827106,0.9216706966141057,0.7830834798765932,0.7217450964048577,0.04472463827785289,0.4579403824902445,0.8769146332414416,0.47736756513300493,0.418610603299969,0.03932977919027547
3.0,0.58,20.0,0.16323903065150788,0.09461297863534439,0.12434471863784899,0.21895769727319336,0.341331766056838,0.530882024429284,3.9120823332686747,0.3204672859694453,0.8337992381852402,0.30291721375595615,1.0,0.0,0.0,0.8996063687852575,0.9456182063601496,0.9214330792357429,0.8713238956678128,0.028282473117444695,0.6754834289904771,0.851163532044701,0.7291502533777451,0.6206261050562901,0.05485732393418696,0.336553710983314,0.7742351504504794,0.38584219207246706,0.29873258762936933,0.03782112335394466
3.0,0.58,50.0,0.3292442568176087,0.2349406325903634,0.16846969050064634,0.40341032309100977,0.2252615337630226,0.4169194683000168,1.5346243436362572,0.24247198078029708,0.5627917284204211,0.14587226012040433,1.0,0.0,0.0,0.8107050590259012,0.8702036809564185,0.8951018424305138,0.7789209181139053,0.031784140911995884,0.4755355571657167,0.6727853252149716,0.6526221174904068,0.43907458355826673,0.03646097360744999,0.15201630498195676,0.5439894877661354,0.28122009125599784,0.1529807733918961,0.0009644684099393563
3.0,0.58,100.0,0.6009022786374408,0.47160984594343924,0.1926993666641525,0.6643092126075918,0.10551954323409718,0.2740159660135273,0.7317172494608808,0.3173450122620811,0.3954834284500002,0.12146746243647288,1.0,0.0,0.0,0.6842573143865278,0.75589737136738,0.8816880144793097,0.6664656525110346,0.017791661875493192,0.270011985616733,0.4528070948607053,0.6209545310909972,0.28117261726390597,0.011160631647172958,0.04136592345962178,0.30662854682183355,0.2549182297553582,0.07816520634827978,0.036799282888658004
3.0,0.58,200.0,1.1301563521046354,0.9645329630661057,0.19156362001495628,1.156096583081062,0.02295278076181173,0.14726617629416605,0.31034804462749,0.45557579863632625,0.2285287855770406,0.08126260928287454,1.0,0.0,0.0,0.4909231807821752,0.5605480753354891,0.8831792328036323,0.49506441912434995,0.00414123834217478,0.08967597582020052,0.1930065771546515,0.6290110341644083,0.12140326669658,0.031727290876379474,0.003619829219474535,0.09326101328900104,0.2648292119670901,0.02469824065657846,0.021078411437103928
3.0,0.58,400.0,2.184248558808537,1.9888423437885763,0.17880795696316656,2.1676503007517427,0.007599070165278388,0.08276531577560897,0.13447757770388002,0.36623943445576423,0.11569877632158398,0.03293346054597501,1.0,0.0,0.0,0.25406277001173094,0.29941094003444,0.889715243475039,0.26639047741183214,0.012327707400101195,0.007798620850465406,0.029992565170636937,0.6405795783924737,0.0192126247519154,0.011414003901449993,0.0005502279014320315,0.01412805210488086,0.2679780904887953,0.0037860084253921776,0.0032357805239601463
3.0,0.58,600.0,3.219108995928137,2.9969250688045546,0.16776216112455966,3.164687229929114,0.01690584757082203,0.03877623058771795,0.05787608680360168,0.3530956399532381,0.05289487163891127,0.014118641051193315,1.0,0.0,0.0,0.12800085173951714,0.15451969456678774,0.8960345867435785,0.13845499066489564,0.010454138925378498,0.003695919582983778,0.005890223050179829,0.6578155884143626,0.003874680541645886,0.00017876095866210763,0.0028487368503701638,0.0036363347563768585,0.2888159288330517,0.0010502314002108911,0.0017985054501592726
4.0,0.58,10.0,0.10355435967013539,0.04563300507702196,0.09407021308173243,0.1397032181587544,0.34908099092851774,0.5278442649426027,8.368884873896347,0.47927837106278703,1.1102305181031662,0.5823862531605635,1.0,0.0,0.0,0.9344258563167642,0.9734791293176444,0.9400626264481802,0.9151313470988324,0.019294509217931854,0.7721363226403944,0.9253245247356144,0.7880874633889362,0.7292366575104633,0.04289966512993115,0.46738423980700633,0.8811699747185263,0.4863471352395397,0.42855449286345293,0.0388297469435534
4.0,0.58,20.0,0.1570031147670311,0.08948008886670554,0.12064911880384016,0.21012920767054571,0.33837604420998724,0.5622119188219421,4.110590859677022,0.34028056345550683,0.857570398002184,0.29535847918024194,1.0,0.0,0.0,0.9032771742359375,0.9485038542742903,0.9236955094294526,0.8761287508696898,0.027148423366247676,0.6859186657263151,0.8583543979325555,0.7361634573137196,0.6318891411824663,0.054029524543848795,0.3505933057511585,0.7817343353193019,0.3971674057475958,0.3104793979425883,0.040113907808570215
4.0,0.58,50.0,0.3137737820341416,0.2217800765441705,0.16411730924583154,0.38589738579000205,0.229858604783024,0.4347465209278638,1.6372336807853518,0.23412117541045907,0.5831146906188596,0.14836816969099575,1.0,0.0,0.0,0.8186287009206145,0.8771476428483828,0.8975953021803806,0.7873236035393028,0.03130509738131171,0.4904156757529831,0.6868931906492498,0.6591450696532689,0.45276225999485586,0.03765341575812725,0.16036512226946922,0.5554354259016668,0.2882978962232591,0.16013086477532046,0.00023425749414876518
4.0,0.58,100.0,0.5715258053209213,0.44819270101019504,0.18851215110216132,0.6367048521123564,0.11404392624902715,0.2886872784441592,0.7854616432050399,0.31953455481003545,0.4172152887193121,0.12852801027515293,1.0,0.0,0.0,0.6969959383200689,0.7667964380181298,0.884056348755551,0.6778912592330699,0.019104679086998977,0.2862306650113108,0.46935162653216506,0.6272812267713477,0.2944154640782239,0.008184799066913107,0.04771173635339821,0.3160348548467764,0.26313827778634385,0.08316086742483791,0.0354491310714397
4.0,0.58,200.0,1.0961700778291992,0.9364552633481859,0.18741552403382689,1.1238707873820126,0.025270448549070457,0.17267474919466896,0.3537688415822011,0.4638541428804446,0.25851750348915004,0.08584275429448107,1.0,0.0,0.0,0.5032515804057682,0.5723758456765166,0.8855759967928147,0.5068823100751114,0.003630729669343191,0.10029041102017354,0.2071779535077292,0.6353157696183195,0.1316234209807114,0.03133300996053785,0.006328860715653909,0.09983842588351782,0.27302413158773453,0.027258299525933852,0.020929438810279942
