replicate,temperature,block_size,block_lag,lag_time,heldout_identity_correlation,single_clock_prediction,two_clock_prediction,hmm_prediction,static_prediction,poisson_prediction
1.0,0.45,20.0,19.0,380.0,0.06892231777312278,0.03016627733592371,0.0681114683514695,0.0190563248562887,0.05173194582231816,0.0
1.0,0.45,20.0,20.0,400.0,0.06813682531875395,0.026734503369678298,0.06577914793690721,0.016608408171360577,0.05173194582231816,0.0
1.0,0.45,20.0,21.0,420.0,0.06686692244886233,0.023693134637206136,0.06353547569645705,0.01447494330972681,0.05173194582231816,0.0
1.0,0.45,20.0,22.0,440.0,0.06526776265298374,0.020997757885170398,0.06137429560198527,0.012615536760537149,0.05173194582231816,0.0
1.0,0.45,20.0,23.0,460.0,0.06399542467611355,0.018609012397703857,0.05929067563393171,0.010994983838694416,0.05173194582231816,0.0
1.0,0.45,20.0,24.0,480.0,0.060160247983971384,0.016492015209988966,0.057280539799616094,0.009582602144310514,0.05173194582231816,0.0
1.0,0.45,20.0,25.0,500.0,0.05978722716253791,0.014615851710651087,0.05534041758902157,0.008351650643903832,0.05173194582231816,0.0
1.0,0.45,20.0,26.0,520.0,0.06111850452257274,0.012953124194207275,0.053467273143075485,0.007278823374633378,0.05173194582231816,0.0
1.0,0.45,20.0,27.0,540.0,0.056929684127716866,0.011479551771060194,0.05165838853639193,0.006343808185724599,0.05173194582231816,0.0
1.0,0.45,20.0,28.0,560.0,0.055791038546586916,0.010173615792503877,0.04991128380481509,0.0055289021626099616,0.05173194582231816,0.0
1.0,0.45,20.0,29.0,580.0,0.052718545464615435,0.00901624561286554,0.04822366193122908,0.004818676452497672,0.05173194582231816,0.0
1.0,0.45,20.0,30.0,600.0,0.05353463587611631,0.007990540099952974,0.046593370791378624,0.004199684145413516,0.05173194582231816,0.0
1.0,0.45,50.0,1.0,50.0,0.3448526730329156,0.3753665298853251,0.3378485584603033,0.3297506320188556,0.12001680989491832,0.0
1.0,0.45,50.0,2.0,100.0,0.2603708713273364,0.2895663539565484,0.2539023914903913,0.24697195035823097,0.12001680989491832,0.0
1.0,0.45,50.0,3.0,150.0,0.21359006047361645,0.22337812955594344,0.2052083245959903,0.18497354770880534,0.12001680989491832,0.0
1.0,0.45,50.0,4.0,200.0,0.18040036553150288,0.17231901456133747,0.17575629949494534,0.13853886363351292,0.12001680989491832,0.0
1.0,0.45,50.0,5.0,250.0,0.16618301520877635,0.13293084170065908,0.15686719742455627,0.10376087270099668,0.12001680989491832,0.0
1.0,0.45,50.0,6.0,300.0,0.1472113250966482,0.10254590139241872,0.14383328883842306,0.07771334643074147,0.12001680989491832,0.0
1.0,0.45,50.0,7.0,350.0,0.13698916811184833,0.0791062612547313,0.13409838929024662,0.05820463972838604,0.12001680989491832,0.0
1.0,0.45,50.0,8.0,400.0,0.12651455338137194,0.061024385028853496,0.12627205735992775,0.04359328534295484,0.12001680989491832,0.0
1.0,0.45,50.0,9.0,450.0,0.11604281884892048,0.047075610818695185,0.11959558431169989,0.032649880419506845,0.12001680989491832,0.0
1.0,0.45,50.0,10.0,500.0,0.10996262657015542,0.036315206337686666,0.11365271478967452,0.02445364424868648,0.12001680989491832,0.0
1.0,0.45,50.0,11.0,550.0,0.1052451667820065,0.02801438342304044,0.10821293608977368,0.018314943557467083,0.12001680989491832,0.0
1.0,0.45,50.0,12.0,600.0,0.09530523801139779,0.02161093816390295,0.10314657884746938,0.013717266600507727,0.12001680989491832,0.0
2.0,0.45,20.0,1.0,20.0,0.2574560708669135,0.2647849097218643,0.2422688742987583,0.22756951306366557,0.05325557575368396,0.0
2.0,0.45,20.0,2.0,40.0,0.19856114685199092,0.23201640859051842,0.20024297090856324,0.19765710707615144,0.05325557575368396,0.0
2.0,0.45,20.0,3.0,60.0,0.17639199135941686,0.20330317883971658,0.17040418385868122,0.1716764756919935,0.05325557575368396,0.0
2.0,0.45,20.0,4.0,80.0,0.15923831983803047,0.1781433596762555,0.14888341261069268,0.1491108148955587,0.05325557575368396,0.0
2.0,0.45,20.0,5.0,100.0,0.14516300429745632,0.156097198173982,0.1330536027698259,0.12951125091074142,0.05325557575368396,0.0
2.0,0.45,20.0,6.0,120.0,0.13846320493772774,0.13677936310423788,0.12113051625046724,0.11248791125052468,0.05325557575368396,0.0
2.0,0.45,20.0,7.0,140.0,0.1312363298479866,0.11985220996951416,0.11190184447894,0.0977021694140432,0.05325557575368396,0.0
2.0,0.45,20.0,8.0,160.0,0.1228832504353808,0.10501987952399998,0.10454340465549597,0.08485990896346983,0.05325557575368396,0.0
2.0,0.45,20.0,9.0,180.0,0.11372048549763172,0.09202312663271602,0.09849442346408409,0.0737056729904436,0.05325557575368396,0.0
2.0,0.45,20.0,10.0,200.0,0.1078643595239298,0.08063478908605731,0.09337291272054678,0.0640175825938345,0.05325557575368396,0.0
2.0,0.45,20.0,11.0,220.0,0.10385833101177756,0.07065581717195613,0.08891824817480151,0.05560292328773372,0.05325557575368396,0.0
2.0,0.45,20.0,12.0,240.0,0.09716607585032824,0.06191179460901082,0.084952206201055,0.048294311544956066,0.05325557575368396,0.0
2.0,0.45,20.0,13.0,260.0,0.09686118149352249,0.05424989003212207,0.08135252455910348,0.04194636522133726,0.05325557575368396,0.0
2.0,0.45,20.0,14.0,280.0,0.09327341992456768,0.047536185747537645,0.07803496102661135,0.036432811629252354,0.05325557575368396,0.0
2.0,0.45,20.0,15.0,300.0,0.0870808509783889,0.041653337068267036,0.07494111805335274,0.03164397573445506,0.05325557575368396,0.0
2.0,0.45,20.0,16.0,320.0,0.08433718917850701,0.03649852131883638,0.07203017982808065,0.027484598511710565,0.05325557575368396,0.0
2.0,0.45,20.0,17.0,340.0,0.08153955723269447,0.03198164066130552,0.06927330404958353,0.023871942062179415,0.05325557575368396,0.0
2.0,0.45,20.0,18.0,360.0,0.07886946363338118,0.028023747330854328,0.06664981502263377,0.02073414379974451,0.05325557575368396,0.0
2.0,0.45,20.0,19.0,380.0,0.07637503556605796,0.02455566375660439,0.06414461904393368,0.01800878696792695,0.05325557575368396,0.0
2.0,0.45,20.0,20.0,400.0,0.07622311657349935,0.021516773449621017,0.061746449190664826,0.015641659052261985,0.05325557575368396,0.0
2.0,0.45,20.0,21.0,420.0,0.07436819754907477,0.018853961524774386,0.059446672928624586,0.013585673390603337,0.05325557575368396,0.0
2.0,0.45,20.0,22.0,440.0,0.07113733278641782,0.016520686338496255,0.057238481656715155,0.011799932530140165,0.05325557575368396,0.0
2.0,0.45,20.0,23.0,460.0,0.06877634290719076,0.01447616601616263,0.05511633945340872,0.010248914699522048,0.05325557575368396,0.0
2.0,0.45,20.0,24.0,480.0,0.06705601849996855,0.012684665650917278,0.053075607745890444,0.008901767213480108,0.05325557575368396,0.0
2.0,0.45,20.0,25.0,500.0,0.06635426670035308,0.01111487271532498,0.05111228939360357,0.007731692754422552,0.05325557575368396,0.0
2.0,0.45,20.0,26.0,520.0,0.06034402321492026,0.00973934976906088,0.049222853842590106,0.0067154163229819885,0.05325557575368396,0.0
2.0,0.45,20.0,27.0,540.0,0.06125749846840072,0.008534054896852036,0.04740411733212733,0.005832722254150283,0.05325557575368396,0.0
2.0,0.45,20.0,28.0,560.0,0.05841312796606329,0.007477921494702299,0.04565316049802117,0.005066052089374118,0.05325557575368396,0.0
2.0,0.45,20.0,29.0,580.0,0.05842448359729305,0.006552490059743775,0.04396727139132379,0.004400155305524788,0.05325557575368396,0.0
2.0,0.45,20.0,30.0,600.0,0.05529231382395886,0.005741585547997286,0.04234390578148309,0.00382178595307928,0.05325557575368396,0.0
2.0,0.45,50.0,1.0,50.0,0.3558513925131523,0.3694525258170324,0.3381268160182752,0.3291514272103241,0.12329011064361797,0.0
2.0,0.45,50.0,2.0,100.0,0.26959654193174226,0.2790550486220645,0.25215053709604585,0.24380589098894395,0.12329011064361797,0.0
2.0,0.45,50.0,3.0,150.0,0.23083250467840763,0.21077598532924352,0.20163901566847026,0.18058956324357817,0.12329011064361797,0.0
2.0,0.45,50.0,4.0,200.0,0.19878986357675502,0.15920341241230182,0.17056326314376824,0.13376457074199746,0.12329011064361797,0.0
2.0,0.45,50.0,5.0,250.0,0.17568851133276883,0.12024959334968861,0.1502277161634377,0.09908081100820272,0.12329011064361797,0.0
2.0,0.45,50.0,6.0,300.0,0.16185016392156393,0.09082697714617664,0.13590997804408433,0.07339018886382137,0.12329011064361797,0.0
2.0,0.45,50.0,7.0,350.0,0.14680162011557668,0.06860347338990362,0.12504056287720686,0.054360877415723444,0.12329011064361797,0.0
2.0,0.45,50.0,8.0,400.0,0.13854505823414262,0.051817606497953694,0.11621684403249423,0.0402656681929329,0.12329011064361797,0.0
2.0,0.45,50.0,9.0,450.0,0.12692670404443787,0.03913889793766527,0.10866888400049664,0.02982519988822722,0.12329011064361797,0.0
2.0,0.45,50.0,10.0,500.0,0.11794672253369674,0.029562410062986457,0.10197004536848411,0.022091836253914053,0.12329011064361797,0.0
2.0,0.45,50.0,11.0,550.0,0.10905657404832537,0.02232909291733357,0.09588019896999976,0.01636365324955951,0.12329011064361797,0.0
2.0,0.45,50.0,12.0,600.0,0.10240764421423154,0.016865620544759728,0.0902607603123074,0.012120728426292693,0.12329011064361797,0.0
3.0,0.45,20.0,1.0,20.0,0.24720092177471936,0.2698551066315472,0.24367950150853906,0.22949243347059062,0.04946029460241234,0.0
3.0,0.45,20.0,2.0,40.0,0.186348661723079,0.23645914242707672,0.20105874004145077,0.20101585194979552,0.04946029460241234,0.0
3.0,0.45,20.0,3.0,60.0,0.15835745351539243,0.2071961014015219,0.17215722499372108,0.17607278864939266,0.04946029460241234,0.0
3.0,0.45,20.0,4.0,80.0,0.1360864887036057,0.18155451295028396,0.15197366270335821,0.15422478676217277,0.04946029460241234,0.0
3.0,0.45,20.0,5.0,100.0,0.12504311272624055,0.15908620359964323,0.13735966230112764,0.13508779541852106,0.04946029460241234,0.0
3.0,0.45,20.0,6.0,120.0,0.11409034887307987,0.13939846365965836,0.1263319323891289,0.11832541872258971,0.04946029460241234,0.0
3.0,0.45,20.0,7.0,140.0,0.10368240042469212,0.1221471832942569,0.11763985117110219,0.10364300248219614,0.04946029460241234,0.0
3.0,0.45,20.0,8.0,160.0,0.09904464589954026,0.10703083803812818,0.11049359022921129,0.09078245468717505,0.04946029460241234,0.0
3.0,0.45,20.0,9.0,180.0,0.09041799189311735,0.09378521863698716,0.10439317871674542,0.07951770868896542,0.04946029460241234,0.0
3.0,0.45,20.0,10.0,200.0,0.08500822493755993,0.08217881309734446,0.09902102911174104,0.06965074933181371,0.04946029460241234,0.0
3.0,0.45,20.0,11.0,220.0,0.08048009820372506,0.07200876023148572,0.09417436155995089,0.06100813218171044,0.04946029460241234,0.0
3.0,0.45,20.0,12.0,240.0,0.07535124909759329,0.06309730397217377,0.0897227127526534,0.05343793466699999,0.04946029460241234,0.0
3.0,0.45,20.0,13.0,260.0,0.07114614193258784,0.055288686484232685,0.08558121572988843,0.04680708553687929,0.04946029460241234,0.0
3.0,0.45,20.0,14.0,280.0,0.0666322363628239,0.04844642576963123,0.08169379513030883,0.04099902569418916,0.04946029460241234,0.0
3.0,0.45,20.0,15.0,300.0,0.06626299993717001,0.042450930183008155,0.07802259653622301,0.03591165928390023,0.04946029460241234,0.0
3.0,0.45,20.0,16.0,320.0,0.058628308936411966,0.037197408163230736,0.07454133543688775,0.03145555902089939,0.04946029460241234,0.0
3.0,0.45,20.0,17.0,340.0,0.05922411508648534,0.03259403664647654,0.07123111068764389,0.027552394209778876,0.04946029460241234,0.0
3.0,0.45,20.0,18.0,360.0,0.0556838402045137,0.028560356147662967,0.06807776761918509,0.024133553823878325,0.04946029460241234,0.0
3.0,0.45,20.0,19.0,380.0,0.05274259156498333,0.025025864458845037,0.06507023562367979,0.02113894043964125,0.04946029460241234,0.0
3.0,0.45,20.0,20.0,400.0,0.050048252449214174,0.02192878438470493,0.0621994785969651,0.01851591382569488,0.04946029460241234,0.0
3.0,0.45,20.0,21.0,420.0,0.051702907960191044,0.01921498397714376,0.05945783087690518,0.01621836561673841,0.04946029460241234,0.0
3.0,0.45,20.0,22.0,440.0,0.05051821082940119,0.016837030396423387,0.05683857572821658,0.014205908806573917,0.04946029460241234,0.0
3.0,0.45,20.0,23.0,460.0,0.048764354662926356,0.014753360861882132,0.05433567649313809,0.012443167812940137,0.04946029460241234,0.0
3.0,0.45,20.0,24.0,480.0,0.047852606663556896,0.012927556201784386,0.051943603892212364,0.01089915663469128,0.04946029460241234,0.0
3.0,0.45,20.0,25.0,500.0,0.04693719277758512,0.011327704305131043,0.049657223936294875,0.009546734170377333,0.04946029460241234,0.0
3.0,0.45,20.0,26.0,520.0,0.0436214508024487,0.009925842349598356,0.04747172409937989,0.008362127123648932,0.04946029460241234,0.0
3.0,0.45,20.0,27.0,540.0,0.04224527780998903,0.008697468056652322,0.045382563693739095,0.007324512108971962,0.04946029460241234,0.0
3.0,0.45,20.0,28.0,560.0,0.04107341023430359,0.007621111431368693,0.04338543960229043,0.00641564961177804,0.04946029460241234,0.0
3.0,0.45,20.0,29.0,580.0,0.04078036077415757,0.006677959501663778,0.04147626180107838,0.0056195633686903475,0.04946029460241234,0.0
3.0,0.45,20.0,30.0,600.0,0.036760445755492824,0.005851527497984974,0.0396511351658769,0.0049222595318721635,0.04946029460241234,0.0
3.0,0.45,50.0,1.0,50.0,0.3299701716241673,0.3808575535373309,0.34256144359605323,0.33546891963275993,0.11511062813676136,0.0
3.0,0.45,50.0,2.0,100.0,0.2326228175768337,0.2938022555935064,0.25881311431266385,0.2527992812184003,0.11511062813676136,0.0
3.0,0.45,50.0,3.0,150.0,0.18880333053019185,0.22664580127165881,0.2101876978117013,0.19050192981960817,0.11511062813676136,0.0
3.0,0.45,50.0,4.0,200.0,0.1585120040156805,0.17483977149972435,0.1800261480991211,0.14355652077049277,0.11511062813676136,0.0
3.0,0.45,50.0,5.0,250.0,0.1354797073362248,0.1348754114418194,0.1597189989123803,0.10817987342828332,0.11511062813676136,0.0
3.0,0.45,50.0,6.0,300.0,0.11919981327327207,0.10404598710899565,0.14480679045402814,0.08152109672307453,0.11511062813676136,0.0
3.0,0.45,50.0,7.0,350.0,0.10496633436670885,0.08026346179603737,0.13297029194170273,0.06143184494792889,0.11511062813676136,0.0
3.0,0.45,50.0,8.0,400.0,0.09570725867583703,0.06191707607843885,0.12299465007719824,0.0462931894369152,0.11511062813676136,0.0
3.0,0.45,50.0,9.0,450.0,0.09300008882127675,0.047764253177184225,0.11423546331858457,0.034885154272326115,0.11511062813676136,0.0
3.0,0.45,50.0,10.0,500.0,0.0836864669284523,0.03684644085395701,0.10634353311617809,0.026288402320224478,0.11511062813676136,0.0
3.0,0.45,50.0,11.0,550.0,0.07815037476856324,0.028424189918092806,0.09912293179506337,0.01981014878578902,0.11511062813676136,0.0
3.0,0.45,50.0,12.0,600.0,0.06828891452191208,0.021927072297216004,0.09245778142832763,0.014928331898404508,0.11511062813676136,0.0
