lag,metric,mean,standard_deviation,standard_error,ci95_low,ci95_high,ci95_critical_value,ci95_method,independent_replicate_count,temperature,independence_class,thermodynamic_claim_allowed
1.0,msd,0.030596696472380894,0.00013604182100806695,7.854378198005434e-05,0.030258749854426857,0.030934643090334932,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,ngp_3d,0.1412873982814875,0.0016304943809950492,0.0009413663697796639,0.13723702570070836,0.14533777086226665,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,overlap_mean,0.9569769097752009,0.000598214102970132,0.00034537907338283625,0.955490863562256,0.9584629559881458,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,overlap_chi4,0.1178061174977113,0.006412913862238597,0.0037024975446533367,0.10187555632971884,0.13373667866570377,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,fs_k5,0.8812896615012896,0.0004993564211748724,0.0002883035641868807,0.8800491913837978,0.8825301316187815,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,fs_k7p25,0.7685372538025362,0.0009095402456962151,0.0005251233056915082,0.7662778305777627,0.7707966770273098,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,fs_k9,0.6689231247027311,0.001208323954614492,0.00069762616046495,0.665921481598949,0.6719247678065131,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,msd,0.03194906349882947,0.00020001668259746316,0.00011547968554006129,0.031452194514591233,0.03244593248306771,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,ngp_3d,0.19349368960513788,0.0033764262344206752,0.0019493805953416914,0.1851061818649549,0.20188119734532087,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,overlap_mean,0.949834442071,0.0009331507550749515,0.0005387548396370258,0.9475163670894828,0.9521525170525171,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,overlap_chi4,0.19646040275862056,0.0035905443253399843,0.0020730017327723234,0.18754099619399692,0.2053798093232442,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,fs_k5,0.8767859209257202,0.0007126507237176792,0.00041144908717658375,0.8750155983875604,0.87855624346388,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,fs_k7p25,0.761042870928441,0.0012686797974881747,0.0007324726225952376,0.7578912955992464,0.7641944462576357,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,fs_k9,0.6597344332813541,0.0016558970668370727,0.0009560326172886957,0.6556209569306927,0.6638479096320155,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,msd,0.03262748453886822,0.00029074766104441967,0.00016786324037024978,0.031905227309437414,0.033349741768299024,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,ngp_3d,0.2797153867555558,0.0034473085211526836,0.0019903045026671926,0.2711517976538001,0.2882789758573115,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,overlap_mean,0.9454227647238328,0.0013754108328361712,0.0007940938145842908,0.942006054804706,0.9488394746429596,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,overlap_chi4,0.2369708525928187,0.032597006552715406,0.018819890507986235,0.15599539932200043,0.3179463058636369,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,fs_k5,0.874959311033726,0.0010214745142469394,0.0005897485857708127,0.8724218276711979,0.8774967943962542,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,fs_k7p25,0.7586788440794093,0.0017852354205615433,0.0010307061506280618,0.7542440734466732,0.7631136147121454,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,fs_k9,0.6575822986968795,0.002295360518696037,0.001325227013356396,0.6518803070701094,0.6632842903236496,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
8.0,msd,0.0350613371880673,0.0003547746484643395,0.00020482923879254126,0.034180028104610925,0.03594264627152368,4.302652729911275,student_t_independent_replicates,3.0,0.45,decorrelated_parent_frames_plus_velocity_seeds,0.0
