consensus_verdict,consensus_replicate_count,independent_replicate_count,all_replicates_agree,finite_memory_model_required,persistent_environment_identifiable,collective_covariance_replicate_count,spatial_cooperation_test_required,spatial_cooperation_proven,thermodynamic_claim_allowed,mean_median_empirical_iid_relative_error,standard_error_median_empirical_iid_relative_error,mean_median_gamma_iid_relative_error,standard_error_median_gamma_iid_relative_error,mean_median_temporal_memory_excess_fraction,standard_error_median_temporal_memory_excess_fraction,mean_median_persistent_environment_excess_fraction,standard_error_median_persistent_environment_excess_fraction,mean_median_waiting_correlation_z_vs_shuffle,standard_error_median_waiting_correlation_z_vs_shuffle,temperature
empirical_iid_waiting_law_sufficient,3.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.07268441600008539,0.006103553340699978,0.13641481250658402,0.006487346230728207,0.0031486075402245204,0.0017621662917857953,203.57253651988142,48.00614831172751,0.7416297000418766,0.3456495041138063,0.45
