lag,independent_replicate_count,predicted_msd,observed_msd,ensemble_msd_relative_error,predicted_ngp,observed_ngp,ensemble_ngp_absolute_error,predicted_fs_k2,observed_fs_k2,ensemble_absolute_error_fs_k2,predicted_fs_k4,observed_fs_k4,ensemble_absolute_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,ensemble_absolute_error_fs_k7p25
20.0,3.0,0.03925590349353013,0.03949186469853002,0.0059749319714618165,0.6627592075439235,0.6751140847848851,0.012354877240961626,0.9743810396082924,0.9742347768868321,0.000146262721460233,0.9034278115271009,0.9029575283359126,0.0004702831911883587,0.7277815098096131,0.7268548226920929,0.0009266871175201974
100.0,3.0,0.05670065816563897,0.057100198209926144,0.0069971743848994405,0.1651457657768549,1.591737265317109,1.426591499540254,0.9630171193692464,0.9636844599785942,0.0006673406093478107,0.861205280730465,0.87093838803019,0.009733107299724986,0.6189520101802392,0.6685948251395887,0.049642814959349524
200.0,3.0,0.07480561248587213,0.07520056123369138,0.005251938833168102,0.09673207400518032,2.006542528897479,1.909810454892299,0.9514663278923924,0.9533016497076988,0.0018353218153064343,0.8206658430174677,0.8424183294324846,0.021752486415016925,0.528682162818429,0.623679630548327,0.09499746772989803
500.0,3.0,0.1283611405597662,0.1262955126161884,0.016355513357432017,0.05016734803705688,2.164410449673618,2.114243101636561,0.9181565052432163,0.9255414798411173,0.007384974597900995,0.7121871793044416,0.7737458591055776,0.06155867980113594,0.33408157927076937,0.5291930232489127,0.19511144397814334
1000.0,3.0,0.2176203783878312,0.2096882357573943,0.03782826729304101,0.03080677690461142,1.9242521838872673,1.8934454069826558,0.8652490705572532,0.8837103017827217,0.0184612312254685,0.5626681610550733,0.6839386458670308,0.12127048481195746,0.1563222345601137,0.4252107551608982,0.2688885206007845
2000.0,3.0,0.39613880194771117,0.3804918087436149,0.04112307504269985,0.018103633237126566,1.444557669873739,1.4264540366366125,0.7684518480189696,0.8061750197934496,0.037723171774480035,0.35152904465802104,0.5420765220261176,0.19054747736809652,0.034509903688718986,0.2894792740466868,0.2549693703579678
3000.0,3.0,0.5746572764280143,0.5428630069869955,0.05856775840646011,0.012845950916065588,1.188746539691488,1.1759005887754224,0.6825193055516546,0.7409790220423944,0.05845971649073978,0.21979773905968572,0.44362214992805216,0.22382441086836644,0.0076841236408047185,0.2129683136864647,0.20528419004565998
