minimum_coverage,maximum_coverage,heldout_transport_pass,primary_failure,independent_replicate_count,macro_fit_parameter_count,finite_memory_model_required,thermodynamic_claim_allowed,temperature,calibration_time,heldout_time
0.8,1.2,0.0,correlated_event_clock_undercoverage,3.0,0.0,0.0,0.0,0.45,5000.0,5000.0
