temperature,lag,observable,channel,shapley_contribution,calibration_value,heldout_oracle_value,observed_value,calibration_to_oracle_shift,oracle_representation_residual
0.58,100.0,fourth_moment,kernel,0.05272432018614755,0.9997954698265884,1.1170953935948922,0.8354975051800352,0.11729992376830378,-0.281597888414857
0.58,100.0,fourth_moment,residual,0.012823757528942121,0.9997954698265884,1.1170953935948922,0.8354975051800352,0.11729992376830378,-0.281597888414857
0.58,100.0,fs_k2,count,-0.009469898983683037,0.6725685458817545,0.6552638861662654,0.6729530928901382,-0.017304659715489112,0.017689206723872752
0.58,100.0,fs_k2,kernel,-0.005849478705856096,0.6725685458817545,0.6552638861662654,0.6729530928901382,-0.017304659715489112,0.017689206723872752
0.58,100.0,fs_k2,residual,-0.0019852820259499784,0.6725685458817545,0.6552638861662654,0.6729530928901382,-0.017304659715489112,0.017689206723872752
0.58,100.0,fs_k4,count,-0.013370742904654453,0.28927924505500613,0.26794016112781527,0.25502647686322977,-0.02133908392719086,-0.012913684264585501
0.58,100.0,fs_k4,kernel,-0.005382971462233405,0.28927924505500613,0.26794016112781527,0.25502647686322977,-0.02133908392719086,-0.012913684264585501
0.58,100.0,fs_k4,residual,-0.0025853695603030025,0.28927924505500613,0.26794016112781527,0.25502647686322977,-0.02133908392719086,-0.012913684264585501
0.58,100.0,fs_k7p25,count,-0.006406506676712379,0.08227934627640755,0.0737542546187867,0.03791104562476883,-0.008525091657620859,-0.03584320899401786
0.58,100.0,fs_k7p25,kernel,-0.001025027744082793,0.08227934627640755,0.0737542546187867,0.03791104562476883,-0.008525091657620859,-0.03584320899401786
0.58,100.0,fs_k7p25,residual,-0.001093557236825686,0.08227934627640755,0.0737542546187867,0.03791104562476883,-0.008525091657620859,-0.03584320899401786
0.58,200.0,msd,count,0.043790733734458964,1.1414643231714885,1.2376143924662952,1.2114563032671688,0.09615006929480674,-0.026158089199126433
0.58,200.0,msd,kernel,0.047813583025061446,1.1414643231714885,1.2376143924662952,1.2114563032671688,0.09615006929480674,-0.026158089199126433
0.58,200.0,msd,residual,0.004545752535286329,1.1414643231714885,1.2376143924662952,1.2114563032671688,0.09615006929480674,-0.026158089199126433
0.58,200.0,fourth_moment,count,0.1742206797154874,2.7217330422445776,3.174069632163877,2.847150833871859,0.4523365899192995,-0.32691879829201786
0.58,200.0,fourth_moment,kernel,0.2561023430587247,2.7217330422445776,3.174069632163877,2.847150833871859,0.4523365899192995,-0.32691879829201786
0.58,200.0,fourth_moment,residual,0.022013567145087322,2.7217330422445776,3.174069632163877,2.847150833871859,0.4523365899192995,-0.32691879829201786
0.58,200.0,fs_k2,count,-0.014111873593681544,0.5017275604269638,0.47379544651772953,0.4684955850761498,-0.027932113909234224,-0.005299861441579734
0.58,200.0,fs_k2,kernel,-0.012563334823158826,0.5017275604269638,0.47379544651772953,0.4684955850761498,-0.027932113909234224,-0.005299861441579734
0.58,200.0,fs_k2,residual,-0.0012569054923938505,0.5017275604269638,0.47379544651772953,0.4684955850761498,-0.027932113909234224,-0.005299861441579734
0.58,200.0,fs_k4,count,-0.012152973756260193,0.12746346157756422,0.10753874767517416,0.07669663841520627,-0.019924713902390062,-0.030842109259967887
0.58,200.0,fs_k4,kernel,-0.006980661725652886,0.12746346157756422,0.10753874767517416,0.07669663841520627,-0.019924713902390062,-0.030842109259967887
0.58,200.0,fs_k4,residual,-0.0007910784204769825,0.12746346157756422,0.10753874767517416,0.07669663841520627,-0.019924713902390062,-0.030842109259967887
0.58,200.0,fs_k7p25,count,-0.0043004205239203785,0.027088179621719822,0.02144274491479166,0.0029394292791792066,-0.005645434706928163,-0.01850331563561245
0.58,200.0,fs_k7p25,kernel,-0.0010360933082625774,0.027088179621719822,0.02144274491479166,0.0029394292791792066,-0.005645434706928163,-0.01850331563561245
0.58,200.0,fs_k7p25,residual,-0.00030892087474520635,0.027088179621719822,0.02144274491479166,0.0029394292791792066,-0.005645434706928163,-0.01850331563561245
0.58,400.0,msd,count,0.08194994121350518,2.150120984433837,2.357011065428287,2.3739410739101037,0.20689008099445028,0.016930008481816472
0.58,400.0,msd,kernel,0.1221633468100087,2.150120984433837,2.357011065428287,2.3739410739101037,0.20689008099445028,0.016930008481816472
0.58,400.0,msd,residual,0.0027767929709363592,2.150120984433837,2.357011065428287,2.3739410739101037,0.20689008099445028,0.016930008481816472
0.58,400.0,fourth_moment,count,0.6253872174832061,8.69674193993269,10.431424987742071,10.296658600432343,1.7346830478093818,-0.13476638730972823
0.58,400.0,fourth_moment,kernel,1.0876196349321607,8.69674193993269,10.431424987742071,10.296658600432343,1.7346830478093818,-0.13476638730972823
0.58,400.0,fourth_moment,residual,0.021676195394014698,8.69674193993269,10.431424987742071,10.296658600432343,1.7346830478093818,-0.13476638730972823
0.58,400.0,fs_k2,count,-0.013465909173268054,0.2708877744041296,0.24046248692430305,0.22856523099152498,-0.030425287479826535,-0.011897255932778072
0.58,400.0,fs_k2,kernel,-0.016502632332661207,0.2708877744041296,0.24046248692430305,0.22856523099152498,-0.030425287479826535,-0.011897255932778072
0.58,400.0,fs_k2,residual,-0.0004567459738972675,0.2708877744041296,0.24046248692430305,0.22856523099152498,-0.030425287479826535,-0.011897255932778072
0.58,400.0,fs_k4,count,-0.0034406783838565524,0.02117755262643629,0.014220705264691307,0.005335681347705051,-0.006956847361744983,-0.008885023916986257
0.58,400.0,fs_k4,kernel,-0.0034173924338928878,0.02117755262643629,0.014220705264691307,0.005335681347705051,-0.006956847361744983,-0.008885023916986257
0.58,400.0,fs_k4,residual,-9.877654399554253e-05,0.02117755262643629,0.014220705264691307,0.005335681347705051,-0.006956847361744983,-0.008885023916986257
0.58,400.0,fs_k7p25,count,-0.000610494443876755,0.0026543944156649808,0.001755158352963463,-0.00020390029128960173,-0.0008992360627015177,-0.0019590586442530646
0.58,400.0,fs_k7p25,kernel,-0.0002645064300586855,0.0026543944156649808,0.001755158352963463,-0.00020390029128960173,-0.0008992360627015177,-0.0019590586442530646
0.58,400.0,fs_k7p25,residual,-2.423518876607711e-05,0.0026543944156649808,0.001755158352963463,-0.00020390029128960173,-0.0008992360627015177,-0.0019590586442530646
0.58,600.0,msd,count,0.10401396569035706,3.202276078288604,3.481074407634189,3.5487077013310584,0.2787983293455851,0.06763329369686932
0.58,600.0,msd,kernel,0.17331735247323424,3.202276078288604,3.481074407634189,3.5487077013310584,0.2787983293455851,0.06763329369686932
0.58,600.0,msd,residual,0.0014670111819938083,3.202276078288604,3.481074407634189,3.5487077013310584,0.2787983293455851,0.06763329369686932
0.58,600.0,fourth_moment,count,1.2148734014976892,18.281487420704764,21.897514002574123,22.355753059064988,3.6160265818693595,0.45823905649086427
0.58,600.0,fourth_moment,kernel,2.3853186522286602,18.281487420704764,21.897514002574123,22.355753059064988,3.6160265818693595,0.45823905649086427
0.58,600.0,fourth_moment,residual,0.015834528143010118,18.281487420704764,21.897514002574123,22.355753059064988,3.6160265818693595,0.45823905649086427
0.58,600.0,fs_k2,count,-0.0077504508889866645,0.1391215901303257,0.12054786173089338,0.10992628341556979,-0.018573728399432332,-0.010621578315323593
0.58,600.0,fs_k2,kernel,-0.010696263010028555,0.1391215901303257,0.12054786173089338,0.10992628341556979,-0.018573728399432332,-0.010621578315323593
0.58,600.0,fs_k2,residual,-0.00012701450041710988,0.1391215901303257,0.12054786173089338,0.10992628341556979,-0.018573728399432332,-0.010621578315323593
0.58,600.0,fs_k4,count,-0.0004979403107383308,0.003022464354533909,0.002217022909106423,0.0016255189784473965,-0.0008054414454274862,-0.0005915039306590264
0.58,600.0,fs_k4,kernel,-0.0003100282629759524,0.003022464354533909,0.002217022909106423,0.0016255189784473965,-0.0008054414454274862,-0.0005915039306590264
0.58,600.0,fs_k4,residual,2.5271282867971264e-06,0.003022464354533909,0.002217022909106423,0.0016255189784473965,-0.0008054414454274862,-0.0005915039306590264
0.58,600.0,fs_k7p25,count,-0.00013527447971087284,0.0011383356484185039,0.0011702257991906035,0.0026680498918661335,3.189015077209958e-05,0.00149782409267553
0.58,600.0,fs_k7p25,kernel,0.00018306488504325156,0.0011383356484185039,0.0011702257991906035,0.0026680498918661335,3.189015077209958e-05,0.00149782409267553
0.58,600.0,fs_k7p25,residual,-1.5900254560279167e-05,0.0011383356484185039,0.0011702257991906035,0.0026680498918661335,3.189015077209958e-05,0.00149782409267553
