temperature,lag,observable,channel,shapley_contribution,calibration_value,heldout_oracle_value,observed_value,calibration_to_oracle_shift,oracle_representation_residual
0.45,500.0,fs_k7p25,count,-0.003877020460992734,0.5127115032909264,0.5058316075885981,0.5291930232489127,-0.006879895702328276,0.023361415660314577
0.45,500.0,fs_k7p25,kernel,-0.000150444664032782,0.5127115032909264,0.5058316075885981,0.5291930232489127,-0.006879895702328276,0.023361415660314577
0.45,500.0,fs_k7p25,residual,-0.0028524305773027594,0.5127115032909264,0.5058316075885981,0.5291930232489127,-0.006879895702328276,0.023361415660314577
0.45,1000.0,msd,count,0.004783001896747852,0.20614735884351099,0.21375772970140794,0.2096882357573943,0.007610370857896953,-0.004069493944013652
0.45,1000.0,msd,kernel,0.0021890574949496033,0.20614735884351099,0.21375772970140794,0.2096882357573943,0.007610370857896953,-0.004069493944013652
0.45,1000.0,msd,residual,0.0006383114661994982,0.20614735884351099,0.21375772970140794,0.2096882357573943,0.007610370857896953,-0.004069493944013652
0.45,1000.0,fourth_moment,count,0.007538160169662059,0.20240746227608905,0.2167697071078298,0.2133528256573274,0.014362244831740756,-0.003416881450502396
0.45,1000.0,fourth_moment,kernel,0.006316125450457616,0.20240746227608905,0.2167697071078298,0.2133528256573274,0.014362244831740756,-0.003416881450502396
0.45,1000.0,fourth_moment,residual,0.0005079592116210794,0.20240746227608905,0.2167697071078298,0.2133528256573274,0.014362244831740756,-0.003416881450502396
0.45,1000.0,fs_k2,count,-0.0023835925902159216,0.8848261512937197,0.8813966887315394,0.8837103017827217,-0.003429462562180241,0.002313613051182273
0.45,1000.0,fs_k2,kernel,-0.000676281891239694,0.8848261512937197,0.8813966887315394,0.8837103017827217,-0.003429462562180241,0.002313613051182273
0.45,1000.0,fs_k2,residual,-0.00036958808072462546,0.8848261512937197,0.8813966887315394,0.8837103017827217,-0.003429462562180241,0.002313613051182273
0.45,1000.0,fs_k4,count,-0.005060184056189224,0.6836217055552801,0.6770753199147835,0.6839386458670308,-0.006546385640496588,0.006863325952247257
0.45,1000.0,fs_k4,kernel,-0.0003875615948228198,0.6836217055552801,0.6770753199147835,0.6839386458670308,-0.006546385640496588,0.006863325952247257
0.45,1000.0,fs_k4,residual,-0.0010986399894845436,0.6836217055552801,0.6770753199147835,0.6839386458670308,-0.006546385640496588,0.006863325952247257
0.45,1000.0,fs_k7p25,count,-0.005538046244464551,0.4199617539632279,0.411297769028441,0.4252107551608982,-0.008663984934786872,0.013912986132457172
0.45,1000.0,fs_k7p25,kernel,-0.001093741984694141,0.4199617539632279,0.411297769028441,0.4252107551608982,-0.008663984934786872,0.013912986132457172
0.45,1000.0,fs_k7p25,residual,-0.002032196705628181,0.4199617539632279,0.411297769028441,0.4252107551608982,-0.008663984934786872,0.013912986132457172
0.45,2000.0,msd,count,0.012204875612140731,0.35990805931720415,0.3812728443162716,0.3804918087436149,0.021364784999067465,-0.0007810355726567408
0.45,2000.0,msd,kernel,0.00796316095381533,0.35990805931720415,0.3812728443162716,0.3804918087436149,0.021364784999067465,-0.0007810355726567408
