record,held_clone_index,held_bias_correlation,held_bias_normalized_rms_error,training_bias_variance_fraction_removed,harmonic_acceleration_stiffness,kernel_support_tau,kernel_tail_to_peak_ratio,kernel_toeplitz_minimum_eigenvalue,held_fit_window_correlation_rmse,held_extrapolation_correlation_rmse,held_extrapolation_maximum_correlation_error,fdt_random_force_variance_ratio,fdt_random_force_shape_correlation,fdt_random_force_normalized_rmse,fit_uses_held_clone,thermodynamic_claim_allowed
held_clone,1.0,0.7998562071711154,0.3420093565865411,0.19885000272993314,324.4153809842875,1.0,0.24867945892206927,-38227.42213202338,0.0490588297660069,0.06382135395129576,0.163429962780352,0.7689315644471343,0.27322414470187384,0.9464789145581202,0.0,0.0
held_clone,2.0,0.7901066947591441,0.3437206095536236,0.1712606494744976,325.8821174972054,1.0,0.24972294960907993,-38334.457997558275,0.060537614211192727,0.061296642660159634,0.1832603697905952,0.7649107815826885,0.2706101591288951,0.9503971400802005,0.0,0.0
held_clone,3.0,0.8349593411739845,0.30775571981208294,0.20693603813678219,323.0382439452725,1.0,0.2461415498116527,-38470.415414835035,0.027316085896825475,0.05017113297590898,0.12355810439937459,0.7626785591334029,0.273570032597191,0.9431057593300793,0.0,0.0
held_clone,4.0,0.813076130449032,0.3287119929834876,0.20483962582120885,325.1040280712497,1.0,0.2546198807556688,-38590.41399677275,0.046599050969514826,0.05575417416535753,0.15377185234760388,0.7725836441760976,0.2685555634790851,0.9466480747653302,0.0,0.0
