block_lag,lag_time,block_size,block_count,paired_particle_block_count,mean_events_per_particle_block,particle_identity_correlation,replicate,temperature,debye_waller_factor,thermodynamic_claim_allowed
3.0,150.0,50.0,100.0,317869.0,0.2510436374732988,0.2070715238176499,1.0,0.45,0.03194276615977287,0.0
4.0,200.0,50.0,100.0,314592.0,0.2510436374732988,0.17794690245314052,1.0,0.45,0.03194276615977287,0.0
5.0,250.0,50.0,100.0,311315.0,0.2510436374732988,0.1574621814739524,1.0,0.45,0.03194276615977287,0.0
6.0,300.0,50.0,100.0,308038.0,0.2510436374732988,0.14264059865669942,1.0,0.45,0.03194276615977287,0.0
7.0,350.0,50.0,100.0,304761.0,0.2510436374732988,0.13186008449392136,1.0,0.45,0.03194276615977287,0.0
8.0,400.0,50.0,100.0,301484.0,0.2510436374732988,0.11896657302702207,1.0,0.45,0.03194276615977287,0.0
9.0,450.0,50.0,100.0,298207.0,0.2510436374732988,0.11080532654644372,1.0,0.45,0.03194276615977287,0.0
10.0,500.0,50.0,100.0,294930.0,0.2510436374732988,0.10240697712261071,1.0,0.45,0.03194276615977287,0.0
11.0,550.0,50.0,100.0,291653.0,0.2510436374732988,0.09371929918108271,1.0,0.45,0.03194276615977287,0.0
12.0,600.0,50.0,100.0,288376.0,0.2510436374732988,0.08545900102929349,1.0,0.45,0.03194276615977287,0.0
13.0,650.0,50.0,100.0,285099.0,0.2510436374732988,0.08297376793932208,1.0,0.45,0.03194276615977287,0.0
14.0,700.0,50.0,100.0,281822.0,0.2510436374732988,0.07563785893053553,1.0,0.45,0.03194276615977287,0.0
15.0,750.0,50.0,100.0,278545.0,0.2510436374732988,0.07010783297836848,1.0,0.45,0.03194276615977287,0.0
16.0,800.0,50.0,100.0,275268.0,0.2510436374732988,0.06401131853243584,1.0,0.45,0.03194276615977287,0.0
17.0,850.0,50.0,100.0,271991.0,0.2510436374732988,0.06440026375932496,1.0,0.45,0.03194276615977287,0.0
18.0,900.0,50.0,100.0,268714.0,0.2510436374732988,0.061559315028686966,1.0,0.45,0.03194276615977287,0.0
19.0,950.0,50.0,100.0,265437.0,0.2510436374732988,0.05758100722295981,1.0,0.45,0.03194276615977287,0.0
20.0,1000.0,50.0,100.0,262160.0,0.2510436374732988,0.05358843302148476,1.0,0.45,0.03194276615977287,0.0
21.0,1050.0,50.0,100.0,258883.0,0.2510436374732988,0.049730795621983216,1.0,0.45,0.03194276615977287,0.0
22.0,1100.0,50.0,100.0,255606.0,0.2510436374732988,0.04755422238504089,1.0,0.45,0.03194276615977287,0.0
23.0,1150.0,50.0,100.0,252329.0,0.2510436374732988,0.04851353088763005,1.0,0.45,0.03194276615977287,0.0
24.0,1200.0,50.0,100.0,249052.0,0.2510436374732988,0.04534095123144194,1.0,0.45,0.03194276615977287,0.0
25.0,1250.0,50.0,100.0,245775.0,0.2510436374732988,0.04483019246898475,1.0,0.45,0.03194276615977287,0.0
26.0,1300.0,50.0,100.0,242498.0,0.2510436374732988,0.04112827278796645,1.0,0.45,0.03194276615977287,0.0
27.0,1350.0,50.0,100.0,239221.0,0.2510436374732988,0.044051677897557213,1.0,0.45,0.03194276615977287,0.0
28.0,1400.0,50.0,100.0,235944.0,0.2510436374732988,0.0405353076284527,1.0,0.45,0.03194276615977287,0.0
29.0,1450.0,50.0,100.0,232667.0,0.2510436374732988,0.040379373647852046,1.0,0.45,0.03194276615977287,0.0
30.0,1500.0,50.0,100.0,229390.0,0.2510436374732988,0.040334061419772936,1.0,0.45,0.03194276615977287,0.0
31.0,1550.0,50.0,100.0,226113.0,0.2510436374732988,0.03518589605409701,1.0,0.45,0.03194276615977287,0.0
32.0,1600.0,50.0,100.0,222836.0,0.2510436374732988,0.04069756736505836,1.0,0.45,0.03194276615977287,0.0
33.0,1650.0,50.0,100.0,219559.0,0.2510436374732988,0.03710746111001555,1.0,0.45,0.03194276615977287,0.0
34.0,1700.0,50.0,100.0,216282.0,0.2510436374732988,0.03449236644077183,1.0,0.45,0.03194276615977287,0.0
35.0,1750.0,50.0,100.0,213005.0,0.2510436374732988,0.03308198733756768,1.0,0.45,0.03194276615977287,0.0
36.0,1800.0,50.0,100.0,209728.0,0.2510436374732988,0.03352415879254997,1.0,0.45,0.03194276615977287,0.0
37.0,1850.0,50.0,100.0,206451.0,0.2510436374732988,0.03732252602644246,1.0,0.45,0.03194276615977287,0.0
38.0,1900.0,50.0,100.0,203174.0,0.2510436374732988,0.03496191397560803,1.0,0.45,0.03194276615977287,0.0
39.0,1950.0,50.0,100.0,199897.0,0.2510436374732988,0.03567045761676716,1.0,0.45,0.03194276615977287,0.0
40.0,2000.0,50.0,100.0,196620.0,0.2510436374732988,0.03781669325842949,1.0,0.45,0.03194276615977287,0.0
41.0,2050.0,50.0,100.0,193343.0,0.2510436374732988,0.03531923316869617,1.0,0.45,0.03194276615977287,0.0
42.0,2100.0,50.0,100.0,190066.0,0.2510436374732988,0.033602467825742804,1.0,0.45,0.03194276615977287,0.0
43.0,2150.0,50.0,100.0,186789.0,0.2510436374732988,0.03344166165052733,1.0,0.45,0.03194276615977287,0.0
44.0,2200.0,50.0,100.0,183512.0,0.2510436374732988,0.03257368659554641,1.0,0.45,0.03194276615977287,0.0
45.0,2250.0,50.0,100.0,180235.0,0.2510436374732988,0.030370844834547824,1.0,0.45,0.03194276615977287,0.0
46.0,2300.0,50.0,100.0,176958.0,0.2510436374732988,0.026862454784677903,1.0,0.45,0.03194276615977287,0.0
47.0,2350.0,50.0,100.0,173681.0,0.2510436374732988,0.029630066689402684,1.0,0.45,0.03194276615977287,0.0
48.0,2400.0,50.0,100.0,170404.0,0.2510436374732988,0.02488188595212185,1.0,0.45,0.03194276615977287,0.0
49.0,2450.0,50.0,100.0,167127.0,0.2510436374732988,0.023866271928476172,1.0,0.45,0.03194276615977287,0.0
50.0,2500.0,50.0,100.0,163850.0,0.2510436374732988,0.027623253910877478,1.0,0.45,0.03194276615977287,0.0
51.0,2550.0,50.0,100.0,160573.0,0.2510436374732988,0.026681085735584767,1.0,0.45,0.03194276615977287,0.0
52.0,2600.0,50.0,100.0,157296.0,0.2510436374732988,0.025611819414928627,1.0,0.45,0.03194276615977287,0.0
53.0,2650.0,50.0,100.0,154019.0,0.2510436374732988,0.0251956068516385,1.0,0.45,0.03194276615977287,0.0
54.0,2700.0,50.0,100.0,150742.0,0.2510436374732988,0.0229041788396243,1.0,0.45,0.03194276615977287,0.0
55.0,2750.0,50.0,100.0,147465.0,0.2510436374732988,0.018305623939991487,1.0,0.45,0.03194276615977287,0.0
56.0,2800.0,50.0,100.0,144188.0,0.2510436374732988,0.019163219563163046,1.0,0.45,0.03194276615977287,0.0
57.0,2850.0,50.0,100.0,140911.0,0.2510436374732988,0.01633946369337624,1.0,0.45,0.03194276615977287,0.0
58.0,2900.0,50.0,100.0,137634.0,0.2510436374732988,0.017519109161370578,1.0,0.45,0.03194276615977287,0.0
59.0,2950.0,50.0,100.0,134357.0,0.2510436374732988,0.019077651401360946,1.0,0.45,0.03194276615977287,0.0
60.0,3000.0,50.0,100.0,131080.0,0.2510436374732988,0.02032651974843735,1.0,0.45,0.03194276615977287,0.0
61.0,3050.0,50.0,100.0,127803.0,0.2510436374732988,0.01655899771406841,1.0,0.45,0.03194276615977287,0.0
62.0,3100.0,50.0,100.0,124526.0,0.2510436374732988,0.01938559649251455,1.0,0.45,0.03194276615977287,0.0
63.0,3150.0,50.0,100.0,121249.0,0.2510436374732988,0.021042562124346346,1.0,0.45,0.03194276615977287,0.0
64.0,3200.0,50.0,100.0,117972.0,0.2510436374732988,0.020624854930805594,1.0,0.45,0.03194276615977287,0.0
65.0,3250.0,50.0,100.0,114695.0,0.2510436374732988,0.01665871267230377,1.0,0.45,0.03194276615977287,0.0
66.0,3300.0,50.0,100.0,111418.0,0.2510436374732988,0.02321813063266769,1.0,0.45,0.03194276615977287,0.0
67.0,3350.0,50.0,100.0,108141.0,0.2510436374732988,0.018385035791205106,1.0,0.45,0.03194276615977287,0.0
68.0,3400.0,50.0,100.0,104864.0,0.2510436374732988,0.018571618868634305,1.0,0.45,0.03194276615977287,0.0
69.0,3450.0,50.0,100.0,101587.0,0.2510436374732988,0.025919735961838542,1.0,0.45,0.03194276615977287,0.0
70.0,3500.0,50.0,100.0,98310.0,0.2510436374732988,0.02310043416148365,1.0,0.45,0.03194276615977287,0.0
71.0,3550.0,50.0,100.0,95033.0,0.2510436374732988,0.03018560222576673,1.0,0.45,0.03194276615977287,0.0
72.0,3600.0,50.0,100.0,91756.0,0.2510436374732988,0.022324579093118763,1.0,0.45,0.03194276615977287,0.0
73.0,3650.0,50.0,100.0,88479.0,0.2510436374732988,0.026547379583560973,1.0,0.45,0.03194276615977287,0.0
74.0,3700.0,50.0,100.0,85202.0,0.2510436374732988,0.023543293691649442,1.0,0.45,0.03194276615977287,0.0
75.0,3750.0,50.0,100.0,81925.0,0.2510436374732988,0.019808335243500386,1.0,0.45,0.03194276615977287,0.0
76.0,3800.0,50.0,100.0,78648.0,0.2510436374732988,0.024844013078171037,1.0,0.45,0.03194276615977287,0.0
77.0,3850.0,50.0,100.0,75371.0,0.2510436374732988,0.022990539330782524,1.0,0.45,0.03194276615977287,0.0
78.0,3900.0,50.0,100.0,72094.0,0.2510436374732988,0.019555894835700673,1.0,0.45,0.03194276615977287,0.0
79.0,3950.0,50.0,100.0,68817.0,0.2510436374732988,0.019361811886185618,1.0,0.45,0.03194276615977287,0.0
80.0,4000.0,50.0,100.0,65540.0,0.2510436374732988,0.021210682360120126,1.0,0.45,0.03194276615977287,0.0
81.0,4050.0,50.0,100.0,62263.0,0.2510436374732988,0.022302160373932733,1.0,0.45,0.03194276615977287,0.0
82.0,4100.0,50.0,100.0,58986.0,0.2510436374732988,0.021969714892170727,1.0,0.45,0.03194276615977287,0.0
83.0,4150.0,50.0,100.0,55709.0,0.2510436374732988,0.015470218024092685,1.0,0.45,0.03194276615977287,0.0
84.0,4200.0,50.0,100.0,52432.0,0.2510436374732988,0.01758315439827518,1.0,0.45,0.03194276615977287,0.0
85.0,4250.0,50.0,100.0,49155.0,0.2510436374732988,0.017957830635664394,1.0,0.45,0.03194276615977287,0.0
86.0,4300.0,50.0,100.0,45878.0,0.2510436374732988,0.029622075955113857,1.0,0.45,0.03194276615977287,0.0
87.0,4350.0,50.0,100.0,42601.0,0.2510436374732988,0.025173249942699108,1.0,0.45,0.03194276615977287,0.0
88.0,4400.0,50.0,100.0,39324.0,0.2510436374732988,0.028002507757251754,1.0,0.45,0.03194276615977287,0.0
89.0,4450.0,50.0,100.0,36047.0,0.2510436374732988,0.0311849250272492,1.0,0.45,0.03194276615977287,0.0
90.0,4500.0,50.0,100.0,32770.0,0.2510436374732988,0.040715574538487787,1.0,0.45,0.03194276615977287,0.0
1.0,100.0,100.0,50.0,160573.0,0.5020872749465976,0.38807185486067164,1.0,0.45,0.03194276615977287,0.0
2.0,200.0,100.0,50.0,157296.0,0.5020872749465976,0.27017078811515155,1.0,0.45,0.03194276615977287,0.0
3.0,300.0,100.0,50.0,154019.0,0.5020872749465976,0.2137394554938839,1.0,0.45,0.03194276615977287,0.0
4.0,400.0,100.0,50.0,150742.0,0.5020872749465976,0.17912338987335474,1.0,0.45,0.03194276615977287,0.0
5.0,500.0,100.0,50.0,147465.0,0.5020872749465976,0.15353830833681253,1.0,0.45,0.03194276615977287,0.0
6.0,600.0,100.0,50.0,144188.0,0.5020872749465976,0.12904008097082212,1.0,0.45,0.03194276615977287,0.0
7.0,700.0,100.0,50.0,140911.0,0.5020872749465976,0.11422113534715425,1.0,0.45,0.03194276615977287,0.0
8.0,800.0,100.0,50.0,137634.0,0.5020872749465976,0.09721861892983123,1.0,0.45,0.03194276615977287,0.0
9.0,900.0,100.0,50.0,134357.0,0.5020872749465976,0.09109808372664688,1.0,0.45,0.03194276615977287,0.0
10.0,1000.0,100.0,50.0,131080.0,0.5020872749465976,0.08063143058389323,1.0,0.45,0.03194276615977287,0.0
11.0,1100.0,100.0,50.0,127803.0,0.5020872749465976,0.07297096566188468,1.0,0.45,0.03194276615977287,0.0
12.0,1200.0,100.0,50.0,124526.0,0.5020872749465976,0.06774437118211231,1.0,0.45,0.03194276615977287,0.0
13.0,1300.0,100.0,50.0,121249.0,0.5020872749465976,0.06372239323876612,1.0,0.45,0.03194276615977287,0.0
14.0,1400.0,100.0,50.0,117972.0,0.5020872749465976,0.061295045723627914,1.0,0.45,0.03194276615977287,0.0
15.0,1500.0,100.0,50.0,114695.0,0.5020872749465976,0.05754337564692248,1.0,0.45,0.03194276615977287,0.0
16.0,1600.0,100.0,50.0,111418.0,0.5020872749465976,0.05835834922112975,1.0,0.45,0.03194276615977287,0.0
17.0,1700.0,100.0,50.0,108141.0,0.5020872749465976,0.05327360586419882,1.0,0.45,0.03194276615977287,0.0
18.0,1800.0,100.0,50.0,104864.0,0.5020872749465976,0.04849467293494641,1.0,0.45,0.03194276615977287,0.0
19.0,1900.0,100.0,50.0,101587.0,0.5020872749465976,0.05248243949667404,1.0,0.45,0.03194276615977287,0.0
20.0,2000.0,100.0,50.0,98310.0,0.5020872749465976,0.05699934342753723,1.0,0.45,0.03194276615977287,0.0
21.0,2100.0,100.0,50.0,95033.0,0.5020872749465976,0.050557510535624996,1.0,0.45,0.03194276615977287,0.0
22.0,2200.0,100.0,50.0,91756.0,0.5020872749465976,0.04787213742480623,1.0,0.45,0.03194276615977287,0.0
23.0,2300.0,100.0,50.0,88479.0,0.5020872749465976,0.04355633405582765,1.0,0.45,0.03194276615977287,0.0
24.0,2400.0,100.0,50.0,85202.0,0.5020872749465976,0.03730191594016486,1.0,0.45,0.03194276615977287,0.0
25.0,2500.0,100.0,50.0,81925.0,0.5020872749465976,0.03973663839362377,1.0,0.45,0.03194276615977287,0.0
26.0,2600.0,100.0,50.0,78648.0,0.5020872749465976,0.037836939697138895,1.0,0.45,0.03194276615977287,0.0
27.0,2700.0,100.0,50.0,75371.0,0.5020872749465976,0.03320043042936706,1.0,0.45,0.03194276615977287,0.0
28.0,2800.0,100.0,50.0,72094.0,0.5020872749465976,0.027060195514023316,1.0,0.45,0.03194276615977287,0.0
29.0,2900.0,100.0,50.0,68817.0,0.5020872749465976,0.027625273143754972,1.0,0.45,0.03194276615977287,0.0
30.0,3000.0,100.0,50.0,65540.0,0.5020872749465976,0.027154586005641725,1.0,0.45,0.03194276615977287,0.0
31.0,3100.0,100.0,50.0,62263.0,0.5020872749465976,0.028501173802791047,1.0,0.45,0.03194276615977287,0.0
32.0,3200.0,100.0,50.0,58986.0,0.5020872749465976,0.03149285909582579,1.0,0.45,0.03194276615977287,0.0
33.0,3300.0,100.0,50.0,55709.0,0.5020872749465976,0.029094295126083955,1.0,0.45,0.03194276615977287,0.0
34.0,3400.0,100.0,50.0,52432.0,0.5020872749465976,0.032542217270856266,1.0,0.45,0.03194276615977287,0.0
35.0,3500.0,100.0,50.0,49155.0,0.5020872749465976,0.03731479964997797,1.0,0.45,0.03194276615977287,0.0
36.0,3600.0,100.0,50.0,45878.0,0.5020872749465976,0.03520262260818986,1.0,0.45,0.03194276615977287,0.0
37.0,3700.0,100.0,50.0,42601.0,0.5020872749465976,0.03690323955271684,1.0,0.45,0.03194276615977287,0.0
38.0,3800.0,100.0,50.0,39324.0,0.5020872749465976,0.03437269848512407,1.0,0.45,0.03194276615977287,0.0
39.0,3900.0,100.0,50.0,36047.0,0.5020872749465976,0.030660164191428294,1.0,0.45,0.03194276615977287,0.0
40.0,4000.0,100.0,50.0,32770.0,0.5020872749465976,0.03340978957179521,1.0,0.45,0.03194276615977287,0.0
41.0,4100.0,100.0,50.0,29493.0,0.5020872749465976,0.028545874845609474,1.0,0.45,0.03194276615977287,0.0
42.0,4200.0,100.0,50.0,26216.0,0.5020872749465976,0.027981398759933055,1.0,0.45,0.03194276615977287,0.0
43.0,4300.0,100.0,50.0,22939.0,0.5020872749465976,0.03931438323255708,1.0,0.45,0.03194276615977287,0.0
44.0,4400.0,100.0,50.0,19662.0,0.5020872749465976,0.04098575559347543,1.0,0.45,0.03194276615977287,0.0
45.0,4500.0,100.0,50.0,16385.0,0.5020872749465976,0.053827060012460404,1.0,0.45,0.03194276615977287,0.0
1.0,200.0,200.0,25.0,78648.0,1.004174549893195,0.4057621377302378,1.0,0.45,0.03194276615977287,0.0
2.0,400.0,200.0,25.0,75371.0,1.004174549893195,0.2600012547149229,1.0,0.45,0.03194276615977287,0.0
3.0,600.0,200.0,25.0,72094.0,1.004174549893195,0.18798239645291434,1.0,0.45,0.03194276615977287,0.0
4.0,800.0,200.0,25.0,68817.0,1.004174549893195,0.1434859034258502,1.0,0.45,0.03194276615977287,0.0
5.0,1000.0,200.0,25.0,65540.0,1.004174549893195,0.11415030014984866,1.0,0.45,0.03194276615977287,0.0
6.0,1200.0,200.0,25.0,62263.0,1.004174549893195,0.09720172761404323,1.0,0.45,0.03194276615977287,0.0
7.0,1400.0,200.0,25.0,58986.0,1.004174549893195,0.08611167081425711,1.0,0.45,0.03194276615977287,0.0
8.0,1600.0,200.0,25.0,55709.0,1.004174549893195,0.08132704559092742,1.0,0.45,0.03194276615977287,0.0
9.0,1800.0,200.0,25.0,52432.0,1.004174549893195,0.07278847263271937,1.0,0.45,0.03194276615977287,0.0
10.0,2000.0,200.0,25.0,49155.0,1.004174549893195,0.07854043943967393,1.0,0.45,0.03194276615977287,0.0
11.0,2200.0,200.0,25.0,45878.0,1.004174549893195,0.067455208527533,1.0,0.45,0.03194276615977287,0.0
12.0,2400.0,200.0,25.0,42601.0,1.004174549893195,0.057377830477698635,1.0,0.45,0.03194276615977287,0.0
13.0,2600.0,200.0,25.0,39324.0,1.004174549893195,0.052925668950158294,1.0,0.45,0.03194276615977287,0.0
14.0,2800.0,200.0,25.0,36047.0,1.004174549893195,0.041067835429291745,1.0,0.45,0.03194276615977287,0.0
15.0,3000.0,200.0,25.0,32770.0,1.004174549893195,0.04037030688110383,1.0,0.45,0.03194276615977287,0.0
16.0,3200.0,200.0,25.0,29493.0,1.004174549893195,0.04262638473399518,1.0,0.45,0.03194276615977287,0.0
17.0,3400.0,200.0,25.0,26216.0,1.004174549893195,0.04542972292510899,1.0,0.45,0.03194276615977287,0.0
18.0,3600.0,200.0,25.0,22939.0,1.004174549893195,0.0537313397886492,1.0,0.45,0.03194276615977287,0.0
19.0,3800.0,200.0,25.0,19662.0,1.004174549893195,0.05094312661583424,1.0,0.45,0.03194276615977287,0.0
20.0,4000.0,200.0,25.0,16385.0,1.004174549893195,0.04457181252484468,1.0,0.45,0.03194276615977287,0.0
21.0,4200.0,200.0,25.0,13108.0,1.004174549893195,0.04168946927571043,1.0,0.45,0.03194276615977287,0.0
22.0,4400.0,200.0,25.0,9831.0,1.004174549893195,0.06914857787756752,1.0,0.45,0.03194276615977287,0.0
1.0,500.0,500.0,10.0,29493.0,2.5104363747329876,0.39101464286760906,1.0,0.45,0.03194276615977287,0.0
2.0,1000.0,500.0,10.0,26216.0,2.5104363747329876,0.19161683255486464,1.0,0.45,0.03194276615977287,0.0
3.0,1500.0,500.0,10.0,22939.0,2.5104363747329876,0.1343527860514267,1.0,0.45,0.03194276615977287,0.0
4.0,2000.0,500.0,10.0,19662.0,2.5104363747329876,0.12183700708593125,1.0,0.45,0.03194276615977287,0.0
5.0,2500.0,500.0,10.0,16385.0,2.5104363747329876,0.0850213456561608,1.0,0.45,0.03194276615977287,0.0
6.0,3000.0,500.0,10.0,13108.0,2.5104363747329876,0.06348265605538654,1.0,0.45,0.03194276615977287,0.0
7.0,3500.0,500.0,10.0,9831.0,2.5104363747329876,0.07664816600323057,1.0,0.45,0.03194276615977287,0.0
8.0,4000.0,500.0,10.0,6554.0,2.5104363747329876,0.07358893017894066,1.0,0.45,0.03194276615977287,0.0
9.0,4500.0,500.0,10.0,3277.0,2.5104363747329876,0.1144345591863967,1.0,0.45,0.03194276615977287,0.0
1.0,20.0,20.0,250.0,815973.0,0.10091058895331095,0.25420054701424827,2.0,0.45,0.031991325318813324,0.0
2.0,40.0,20.0,250.0,812696.0,0.10091058895331095,0.19454396483789516,2.0,0.45,0.031991325318813324,0.0
3.0,60.0,20.0,250.0,809419.0,0.10091058895331095,0.16733375635656034,2.0,0.45,0.031991325318813324,0.0
4.0,80.0,20.0,250.0,806142.0,0.10091058895331095,0.14609596457973217,2.0,0.45,0.031991325318813324,0.0
5.0,100.0,20.0,250.0,802865.0,0.10091058895331095,0.13374838244424314,2.0,0.45,0.031991325318813324,0.0
6.0,120.0,20.0,250.0,799588.0,0.10091058895331095,0.12238496262942962,2.0,0.45,0.031991325318813324,0.0
7.0,140.0,20.0,250.0,796311.0,0.10091058895331095,0.11128259583224268,2.0,0.45,0.031991325318813324,0.0
8.0,160.0,20.0,250.0,793034.0,0.10091058895331095,0.10685506845360465,2.0,0.45,0.031991325318813324,0.0
9.0,180.0,20.0,250.0,789757.0,0.10091058895331095,0.10024680849493786,2.0,0.45,0.031991325318813324,0.0
10.0,200.0,20.0,250.0,786480.0,0.10091058895331095,0.09162199607617119,2.0,0.45,0.031991325318813324,0.0
11.0,220.0,20.0,250.0,783203.0,0.10091058895331095,0.09075329382112397,2.0,0.45,0.031991325318813324,0.0
12.0,240.0,20.0,250.0,779926.0,0.10091058895331095,0.08660098730913471,2.0,0.45,0.031991325318813324,0.0
13.0,260.0,20.0,250.0,776649.0,0.10091058895331095,0.08221548150746033,2.0,0.45,0.031991325318813324,0.0
14.0,280.0,20.0,250.0,773372.0,0.10091058895331095,0.0751855882825723,2.0,0.45,0.031991325318813324,0.0
15.0,300.0,20.0,250.0,770095.0,0.10091058895331095,0.07357397531995861,2.0,0.45,0.031991325318813324,0.0
16.0,320.0,20.0,250.0,766818.0,0.10091058895331095,0.07052028287288241,2.0,0.45,0.031991325318813324,0.0
17.0,340.0,20.0,250.0,763541.0,0.10091058895331095,0.06854034600192715,2.0,0.45,0.031991325318813324,0.0
18.0,360.0,20.0,250.0,760264.0,0.10091058895331095,0.0640803519113558,2.0,0.45,0.031991325318813324,0.0
19.0,380.0,20.0,250.0,756987.0,0.10091058895331095,0.061063342240094694,2.0,0.45,0.031991325318813324,0.0
20.0,400.0,20.0,250.0,753710.0,0.10091058895331095,0.06027915353044726,2.0,0.45,0.031991325318813324,0.0
21.0,420.0,20.0,250.0,750433.0,0.10091058895331095,0.05918584711166533,2.0,0.45,0.031991325318813324,0.0
22.0,440.0,20.0,250.0,747156.0,0.10091058895331095,0.05550472276853133,2.0,0.45,0.031991325318813324,0.0
23.0,460.0,20.0,250.0,743879.0,0.10091058895331095,0.054109172755446966,2.0,0.45,0.031991325318813324,0.0
24.0,480.0,20.0,250.0,740602.0,0.10091058895331095,0.05487896331346935,2.0,0.45,0.031991325318813324,0.0
25.0,500.0,20.0,250.0,737325.0,0.10091058895331095,0.050875946951505824,2.0,0.45,0.031991325318813324,0.0
26.0,520.0,20.0,250.0,734048.0,0.10091058895331095,0.05056755468313834,2.0,0.45,0.031991325318813324,0.0
27.0,540.0,20.0,250.0,730771.0,0.10091058895331095,0.04776099315934484,2.0,0.45,0.031991325318813324,0.0
28.0,560.0,20.0,250.0,727494.0,0.10091058895331095,0.046061976500685504,2.0,0.45,0.031991325318813324,0.0
29.0,580.0,20.0,250.0,724217.0,0.10091058895331095,0.04701525912858923,2.0,0.45,0.031991325318813324,0.0
30.0,600.0,20.0,250.0,720940.0,0.10091058895331095,0.04799605698899006,2.0,0.45,0.031991325318813324,0.0
31.0,620.0,20.0,250.0,717663.0,0.10091058895331095,0.045568697657694834,2.0,0.45,0.031991325318813324,0.0
32.0,640.0,20.0,250.0,714386.0,0.10091058895331095,0.04237932531951294,2.0,0.45,0.031991325318813324,0.0
33.0,660.0,20.0,250.0,711109.0,0.10091058895331095,0.04418601884641566,2.0,0.45,0.031991325318813324,0.0
34.0,680.0,20.0,250.0,707832.0,0.10091058895331095,0.044121641838894304,2.0,0.45,0.031991325318813324,0.0
35.0,700.0,20.0,250.0,704555.0,0.10091058895331095,0.043936187278227956,2.0,0.45,0.031991325318813324,0.0
36.0,720.0,20.0,250.0,701278.0,0.10091058895331095,0.04347350455134912,2.0,0.45,0.031991325318813324,0.0
37.0,740.0,20.0,250.0,698001.0,0.10091058895331095,0.04090108996890635,2.0,0.45,0.031991325318813324,0.0
38.0,760.0,20.0,250.0,694724.0,0.10091058895331095,0.040339310152853074,2.0,0.45,0.031991325318813324,0.0
39.0,780.0,20.0,250.0,691447.0,0.10091058895331095,0.03992930157954015,2.0,0.45,0.031991325318813324,0.0
40.0,800.0,20.0,250.0,688170.0,0.10091058895331095,0.03869806808573868,2.0,0.45,0.031991325318813324,0.0
41.0,820.0,20.0,250.0,684893.0,0.10091058895331095,0.03577548976112161,2.0,0.45,0.031991325318813324,0.0
42.0,840.0,20.0,250.0,681616.0,0.10091058895331095,0.03765371470277672,2.0,0.45,0.031991325318813324,0.0
43.0,860.0,20.0,250.0,678339.0,0.10091058895331095,0.037483436471134335,2.0,0.45,0.031991325318813324,0.0
44.0,880.0,20.0,250.0,675062.0,0.10091058895331095,0.037082865920527626,2.0,0.45,0.031991325318813324,0.0
45.0,900.0,20.0,250.0,671785.0,0.10091058895331095,0.03761603172299183,2.0,0.45,0.031991325318813324,0.0
46.0,920.0,20.0,250.0,668508.0,0.10091058895331095,0.03750754253472098,2.0,0.45,0.031991325318813324,0.0
47.0,940.0,20.0,250.0,665231.0,0.10091058895331095,0.03517300539621217,2.0,0.45,0.031991325318813324,0.0
48.0,960.0,20.0,250.0,661954.0,0.10091058895331095,0.03624742551644883,2.0,0.45,0.031991325318813324,0.0
49.0,980.0,20.0,250.0,658677.0,0.10091058895331095,0.03560404123218667,2.0,0.45,0.031991325318813324,0.0
50.0,1000.0,20.0,250.0,655400.0,0.10091058895331095,0.032326307571511545,2.0,0.45,0.031991325318813324,0.0
51.0,1020.0,20.0,250.0,652123.0,0.10091058895331095,0.03018207999020367,2.0,0.45,0.031991325318813324,0.0
52.0,1040.0,20.0,250.0,648846.0,0.10091058895331095,0.029709402924138463,2.0,0.45,0.031991325318813324,0.0
53.0,1060.0,20.0,250.0,645569.0,0.10091058895331095,0.029407761345977414,2.0,0.45,0.031991325318813324,0.0
54.0,1080.0,20.0,250.0,642292.0,0.10091058895331095,0.02814531121027499,2.0,0.45,0.031991325318813324,0.0
55.0,1100.0,20.0,250.0,639015.0,0.10091058895331095,0.028060333879814974,2.0,0.45,0.031991325318813324,0.0
56.0,1120.0,20.0,250.0,635738.0,0.10091058895331095,0.030015604647082895,2.0,0.45,0.031991325318813324,0.0
57.0,1140.0,20.0,250.0,632461.0,0.10091058895331095,0.02849395948641062,2.0,0.45,0.031991325318813324,0.0
58.0,1160.0,20.0,250.0,629184.0,0.10091058895331095,0.026533916394612334,2.0,0.45,0.031991325318813324,0.0
59.0,1180.0,20.0,250.0,625907.0,0.10091058895331095,0.02714770055739955,2.0,0.45,0.031991325318813324,0.0
60.0,1200.0,20.0,250.0,622630.0,0.10091058895331095,0.027688257482494993,2.0,0.45,0.031991325318813324,0.0
61.0,1220.0,20.0,250.0,619353.0,0.10091058895331095,0.026560952449050393,2.0,0.45,0.031991325318813324,0.0
62.0,1240.0,20.0,250.0,616076.0,0.10091058895331095,0.027413096555261883,2.0,0.45,0.031991325318813324,0.0
63.0,1260.0,20.0,250.0,612799.0,0.10091058895331095,0.02692963005914321,2.0,0.45,0.031991325318813324,0.0
64.0,1280.0,20.0,250.0,609522.0,0.10091058895331095,0.02771320797213223,2.0,0.45,0.031991325318813324,0.0
65.0,1300.0,20.0,250.0,606245.0,0.10091058895331095,0.024448735827761046,2.0,0.45,0.031991325318813324,0.0
