time,wave_number,renewal_scattering_susceptibility
0.0,0.6,0.0
0.1501251042535446,0.6,3.645853560163559e-07
0.3002502085070892,0.6,2.6573128100171317e-06
0.4503753127606338,0.6,8.26213313354085e-06
0.6005004170141784,0.6,1.8204871260807387e-05
0.7506255212677231,0.6,3.329341261126828e-05
0.9007506255212676,0.6,5.4188218785999887e-05
1.0508757297748124,0.6,8.143784015057776e-05
1.201000834028357,0.6,0.00011549692545453905
1.3511259382819014,0.6,0.00015673574588437322
1.5012510425354462,0.6,0.00020544591117510613
1.6513761467889907,0.6,0.0002618446707810529
1.8015012510425352,0.6,0.00032607896669756276
1.95162635529608,0.6,0.0003982297419726777
2.1017514595496247,0.6,0.0004783166557903451
2.2518765638031693,0.6,0.0005663031761651283
2.402001668056714,0.6,0.0006621019394025263
2.5521267723102583,0.6,0.0007655802384581856
2.702251876563803,0.6,0.000876565504967397
2.852376980817348,0.6,0.0009948506671099144
3.0025020850708923,0.6,0.001120199288865531
3.152627189324437,0.6,0.0012523504205369518
3.3027522935779814,0.6,0.0013910231129663497
3.452877397831526,0.6,0.0015359205673269871
3.6030025020850704,0.6,0.001686733908311866
3.7531276063386154,0.6,0.0018431455809938546
3.90325271059216,0.6,0.0020048323809601643
4.053377814845705,0.6,0.0021714681339337627
4.2035029190992494,0.6,0.0023427260455022303
4.353628023352794,0.6,0.0025182807441932464
4.5037531276063385,0.6,0.0026978100424216445
4.653878231859883,0.6,0.0028809964400737798
4.804003336113428,0.6,0.003067528395041652
4.954128440366972,0.6,0.0032571013840363428
5.104253544620517,0.6,0.003449418775727242
5.254378648874061,0.6,0.003644192536773394
5.404503753127606,0.6,0.003841143789744206
5.55462885738115,0.6,0.0040400032403480335
5.704753961634696,0.6,0.004240511489830179
5.85487906588824,0.6,0.004442419246923457
6.005004170141785,0.6,0.004645487452325403
6.155129274395329,0.6,0.004849487327375779
6.305254378648874,0.6,0.005054200357402228
6.455379482902418,0.6,0.005259418219091816
6.605504587155963,0.6,0.005464942660245331
6.755629691409507,0.6,0.005670585339345169
6.905754795663052,0.6,0.005876167631547413
7.055879899916596,0.6,0.006081520406950314
7.206005004170141,0.6,0.006286483786321462
7.356130108423686,0.6,0.006490906878849012
7.506255212677231,0.6,0.006694647505942064
7.656380316930775,0.6,0.006897571914605827
7.80650542118432,0.6,0.007099554483478876
7.956630525437864,0.6,0.007300477424223462
8.10675562969141,0.6,0.007500230480598669
8.256880733944953,0.6,0.0076987106272363715
8.407005838198499,0.6,0.007895821769852263
8.557130942452043,0.6,0.008091474448364777
8.707256046705588,0.6,0.008285585544179686
8.857381150959132,0.6,0.008478077992686961
9.007506255212677,0.6,0.008668880501844778
9.15763135946622,0.6,0.008857927277561517
9.307756463719766,0.6,0.009045157756450761
9.45788156797331,0.6,0.009230516346410922
9.608006672226855,0.6,0.009413952175368334
9.7581317764804,0.6,0.009595418848433068
9.908256880733944,0.6,0.009774874213629992
10.05838198498749,0.6,0.009952280136297453
10.208507089241033,0.6,0.010127602282183457
10.358632193494579,0.6,0.010300809909214226
10.508757297748122,0.6,0.010471875667865116
10.658882402001668,0.6,0.010640775410028502
10.809007506255211,0.6,0.010807488006230992
10.959132610508757,0.6,0.010971995171037974
11.1092577147623,0.6,0.011134281296450887
11.259382819015846,0.6,0.011294333293089931
11.409507923269391,0.6,0.011452140438938163
11.559633027522935,0.6,0.011607694235416022
11.70975813177648,0.6,0.01176098827054095
11.859883236030024,0.6,0.011912018088927778
12.01000834028357,0.6,0.012060781068380821
12.160133444537113,0.6,0.012207276302822256
12.310258548790658,0.6,0.012351504491309673
12.460383653044202,0.6,0.012493467832893124
12.610508757297747,0.6,0.01263316992706287
12.760633861551291,0.6,0.012770615679549346
12.910758965804837,0.6,0.012905811213234974
13.060884070058382,0.6,0.01303876378394786
13.211009174311926,0.6,0.013169481700909869
13.361134278565471,0.6,0.013297974251620825
13.511259382819015,0.6,0.013424251630965445
13.66138448707256,0.6,0.013548324874337547
13.811509591326104,0.6,0.01367020579458278
13.961634695579649,0.6,0.013789906922567985
14.111759799833193,0.6,0.01390744145119488
14.261884904086738,0.6,0.014022823182679611
14.412010008340282,0.6,0.014136066478929232
14.562135112593827,0.6,0.014247186214852436
14.712260216847373,0.6,0.014356197734451293
14.862385321100916,0.6,0.014463116809542209
15.012510425354462,0.6,0.014567959600965796
15.162635529608005,0.6,0.014670742622153454
15.31276063386155,0.6,0.01477148270491635
15.462885738115094,0.6,0.014870196967339155
15.61301084236864,0.6,0.014966902783658642
15.763135946622183,0.6,0.015061617756019163
15.913261050875729,0.6,0.015154359687996832
16.063386155129272,0.6,0.01524514655979381
16.21351125938282,0.6,0.015333996505009384
16.363636363636363,0.6,0.015420927788894312
16.513761467889907,0.6,0.015505958788006313
16.66388657214345,0.6,0.015589107971185345
16.814011676396998,0.6,0.015670393881770328
16.96413678065054,0.6,0.015749835120988098
17.114261884904085,0.6,0.01582745033244276
17.26438698915763,0.6,0.01590325818764421
17.414512093411176,0.6,0.015977277372512033
17.56463719766472,0.6,0.01604952657479708
17.714762301918263,0.6,0.01612002447236921
17.86488740617181,0.6,0.016188789722315244
18.015012510425354,0.6,0.01625584095080157
18.165137614678898,0.6,0.016321196743655175
18.31526271893244,0.6,0.016384875637617757
18.46538782318599,0.6,0.01644689611223521
18.615512927439532,0.6,0.01650727658234097
18.765638031693076,0.6,0.01656603539109991
18.91576313594662,0.6,0.016623190803574828
19.065888240200167,0.6,0.01667876100078758
19.21601334445371,0.6,0.01673276407424107
19.366138448707254,0.6,0.016785218020875348
19.5162635529608,0.6,0.01683614073843054
19.666388657214345,0.6,0.0168855500211908
19.81651376146789,0.6,0.01693346355608577
19.966638865721432,0.6,0.016979898919127823
20.11676396997498,0.6,0.017024873572162535
20.266889074228523,0.6,0.01706840485991329
20.417014178482066,0.6,0.01711051000730196
