benchmark_id,trajectory_pe_protocol_ready,primary_blocker,gate_stage,exchange_mean,persistence_mean,persistence_exchange_ratio,anchor_wave_number,anchor_tau_alpha,poisson_tau_alpha,stokes_einstein_growth_over_poisson,max_multik_tau_alpha_abs_log_residual,late_time,observed_late_ngp,predicted_late_ngp,late_ngp_log_residual,chi4_peak,poisson_chi4_peak,chi4_peak_growth_over_poisson,multik_tau_alpha_consistent,late_ngp_consistent,chi4_proxy_growth_consistent,passes_joint_protocol,observed_chi4_peak,predicted_chi4_peak,chi4_peak_log_residual,max_multik_tau_alpha_z,late_ngp_z,chi4_peak_z,z_threshold,multik_tau_alpha_z_consistent,late_ngp_z_consistent,chi4_peak_z_consistent,passes_uncertainty_protocol
synthetic_bridge_pe_protocol_ready,1.0,none,trajectory_persistence_exchange_protocol_ready,1.0,7.0,7.0,1.1,9.31522789633312,2.8964617096967666,3.2160714796082495,0.0,560.0,0.0019513719538010806,0.0019513719538010806,0.0,0.1722895383099646,0.06960774125766012,2.4751491026295107,1.0,1.0,1.0,1.0,0.17228788167014797,0.1722895383099646,-9.615486799743004e-06,0.0,0.0,0.0001970783858474347,3.0,1.0,1.0,1.0,1.0
synthetic_short_csv_bridge,0.0,alpha_threshold_crossing,trajectory_curve_bridge_incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
