record,member_index,epsilon,stride,frame_time,maximum_time,valid_interval_count,cutoff_contaminated_interval_count,trace_variance_ratio,mean_squared_mahalanobis,summed_mean_squared_mahalanobis,observed_predicted_energy_correlation,whitened_max_abs_component_excess_kurtosis,whitened_lag1_correlation,minimum_covariance_eigenvalue,valid_sample_count,fit_parameters_from_macro_observables,thermodynamic_claim_allowed,pair_support_crossing_interval_count,potential_protocol,full_horizon_required,reference_epsilon,covariance_cross_epsilon_relative_l2_error,covariance_cross_epsilon_correlation
covariance_member,8,0.002,5,0.005,0.2,40,0,0.9860282723706203,2.4592680465325403,7.739550010609599,0.5769304471999034,0.9763550708472577,0.0003837051422506932,148.02844850537167,40.0,0.0,0.0,9,ka_lj_c3_switch,True,,,
covariance_aggregate,,0.001,5,0.005,0.2,320,0,1.009433465090324,2.8142287505933536,2.5552626360607777,0.6266606268322963,0.22090345947568446,0.06179105792683558,23.482088249422393,320.0,0.0,0.0,55,ka_lj_c3_switch,True,,,
covariance_aggregate,,0.002,5,0.005,0.2,320,0,1.0095586266518974,2.8119181528905393,2.5499238161376514,0.6264490351850006,0.21491768233911612,0.06250196849235673,23.53876197704469,320.0,0.0,0.0,76,ka_lj_c3_switch,True,,,
covariance_cross_epsilon,1,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00013791562970229886,0.9999999901988524
covariance_cross_epsilon,2,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00013653819407053177,0.9999999916421474
covariance_cross_epsilon,3,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.0001236869562211539,0.9999999939605749
covariance_cross_epsilon,4,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00022411247093478596,0.9999999728143171
covariance_cross_epsilon,5,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00016074348471058862,0.9999999897175725
covariance_cross_epsilon,6,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.0001664846668772415,0.9999999917543383
covariance_cross_epsilon,7,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00015661027787249515,0.9999999958058519
covariance_cross_epsilon,8,0.002,5,0.005,0.2,40,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00012150006664477737,0.9999999926971453
