record,member_index,epsilon,stride,frame_time,maximum_time,valid_interval_count,cutoff_contaminated_interval_count,trace_variance_ratio,mean_squared_mahalanobis,summed_mean_squared_mahalanobis,observed_predicted_energy_correlation,whitened_max_abs_component_excess_kurtosis,whitened_lag1_correlation,minimum_covariance_eigenvalue,valid_sample_count,fit_parameters_from_macro_observables,thermodynamic_claim_allowed,pair_support_crossing_interval_count,potential_protocol,full_horizon_required,reference_epsilon,covariance_cross_epsilon_relative_l2_error,covariance_cross_epsilon_correlation
covariance_member,1,0.001,5,0.005,0.2,40,0,1.0939055312323918,2.3960197373440844,1.6523329437716505,0.6851559786586596,0.8400122285309846,-0.01890091837528815,135.585683155397,40.0,0.0,0.0,7,ka_lj_c3_switch,True,,,
covariance_member,1,0.002,5,0.005,0.2,40,0,1.0944210074420935,2.3961283888418867,1.6516220380260536,0.6852611106162547,0.8332582710258158,-0.018672445338755613,135.4995980809813,40.0,0.0,0.0,12,ka_lj_c3_switch,True,,,
covariance_member,2,0.001,5,0.005,0.2,40,0,1.0740026800594829,3.4499657929963456,1.0601621944229243,0.6719170651516717,0.8242717951823848,0.1490201323506141,97.85974906945418,40.0,0.0,0.0,6,ka_lj_c3_switch,True,,,
covariance_member,2,0.002,5,0.005,0.2,40,0,1.0736268553856612,3.446115316598289,1.058100773876256,0.6716955157215357,0.8227306660660685,0.15050324687554925,97.8138773062443,40.0,0.0,0.0,9,ka_lj_c3_switch,True,,,
covariance_member,3,0.001,5,0.005,0.2,40,0,0.9801925205978335,3.2700296178100303,7.967329417272314,0.7365625459906485,1.054518026543293,0.16459245811339462,88.33165070073801,40.0,0.0,0.0,11,ka_lj_c3_switch,True,,,
covariance_member,3,0.002,5,0.005,0.2,40,0,0.9801645701473647,3.26399594583847,7.964020502886958,0.7367640935869139,1.057314158052413,0.16474280957680118,88.17664217295135,40.0,0.0,0.0,12,ka_lj_c3_switch,True,,,
covariance_member,4,0.001,5,0.005,0.2,40,0,0.9261806888309492,2.6359484815445957,3.628073901875485,0.5157450101270402,0.930296518485112,0.07917705901200735,288.05613428376864,40.0,0.0,0.0,7,ka_lj_c3_switch,True,,,
covariance_member,4,0.002,5,0.005,0.2,40,0,0.9267154027913614,2.621866510184918,3.637626364034669,0.5141695285448953,0.9972264414917551,0.08388939686693629,288.28655355412917,40.0,0.0,0.0,10,ka_lj_c3_switch,True,,,
covariance_member,5,0.001,5,0.005,0.2,40,0,0.7250866919374841,2.251620721484823,1.1859111670541584,0.5850479592332627,0.9505494874556835,0.08065149665363462,429.1462662370183,40.0,0.0,0.0,6,ka_lj_c3_switch,True,,,
covariance_member,5,0.002,5,0.005,0.2,40,0,0.7266592546218188,2.2604061127154518,1.1915739682452406,0.5848830572651443,0.951902548087308,0.0808360482417251,429.18450347740327,40.0,0.0,0.0,10,ka_lj_c3_switch,True,,,
covariance_member,6,0.001,5,0.005,0.2,40,0,1.269205415770769,3.110295053721102,3.679365183560551,0.584794732798129,1.1897234837467696,-0.019179934475790708,228.58997100449307,40.0,0.0,0.0,5,ka_lj_c3_switch,True,,,
covariance_member,6,0.002,5,0.005,0.2,40,0,1.268619832143738,3.110506895154361,3.684453408105097,0.5848639640557532,1.1898989889918956,-0.019284329500565377,228.63162842569452,40.0,0.0,0.0,6,ka_lj_c3_switch,True,,,
covariance_member,7,0.001,5,0.005,0.2,40,0,0.8811857692753942,2.938935438505848,5.3028568187684915,0.811672177034348,0.56654596090871,-0.05620881587178886,23.482088249422393,40.0,0.0,0.0,5,ka_lj_c3_switch,True,,,
covariance_member,7,0.002,5,0.005,0.2,40,0,0.8807024550491318,2.937058007258398,5.301721238316807,0.8116830305574457,0.5741337282167587,-0.056962018416936815,23.53876197704469,40.0,0.0,0.0,8,ka_lj_c3_switch,True,,,
covariance_member,8,0.001,5,0.005,0.2,40,0,0.9861401800717465,2.4610151613400006,7.7610619767596205,0.5772458101801791,0.9772106738735937,-0.00032580723997308167,148.03507771008324,40.0,0.0,0.0,8,ka_lj_c3_switch,True,,,
