minimum_low_return_fraction_s0p5,maximum_high_return_fraction_s0p5,radius_scale_separated_s0p5,minimum_low_return_fraction_s1,maximum_high_return_fraction_s1,radius_scale_separated_s1,minimum_low_return_fraction_s1p5,maximum_high_return_fraction_s1p5,radius_scale_separated_s1p5,low_temperature_replicate_count,high_temperature_replicate_count,primary_radius_scale,minimum_primary_low_return_excess_ratio,primary_null_excess_ratio_tolerance,all_radius_scales_separated,primary_radius_null_excess_pass,cage_anchor_return_signal_ready,calibration_events_only,heldout_events_used_in_calibration,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,low_temperature,high_temperature,low_calibration_time,high_calibration_time,fluctuation_half_window
0.15640386451860946,0.010022130888397091,1.0,0.42905334176681426,0.05943724312361682,1.0,0.6374099291835646,0.15133232780291603,1.0,3.0,5.0,1.0,1.4977206337013411,1.35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.58,5000.0,750.0,5.0
