replicate,temperature,lag,predicted_msd,observed_msd,msd_relative_error,msd_log_error,predicted_ngp,observed_ngp,ngp_absolute_error,ngp_signed_error,calibration_only_microchannel_input,heldout_events_used_in_prediction,macro_fit_parameter_count,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,signed_error_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,signed_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,signed_error_fs_k7p25
1.0,0.58,10.0,0.14160696089556302,0.10750766441484316,0.31718014400480166,0.2754931970098547,1.127289908847449,0.5215776650020589,0.6057122438453901,0.6057122438453901,1.0,0.0,0.0,0.0,0.914140322359675,0.932042696508698,0.01790237414902296,-0.01790237414902296,0.7269183585064923,0.7649719650823928,0.03805360657590051,-0.03805360657590051,0.425144332970955,0.4560534322972421,0.030909099326287104,-0.030909099326287104
1.0,0.58,20.0,0.2141465862696452,0.16660841604263024,0.28532874482673987,0.2510145181776088,0.8663634724914804,0.5385549106326213,0.3278085618588591,0.3278085618588591,1.0,0.0,0.0,0.0,0.8741209527615812,0.8977103424506039,0.02358938968902269,-0.02358938968902269,0.6278445779682945,0.6706091522002315,0.042764574231937025,-0.042764574231937025,0.3067030581442377,0.3302563514537057,0.023553293309467982,-0.023553293309467982
1.0,0.58,50.0,0.39530609227455893,0.33915786238642154,0.1655519040397906,0.15319471221275255,0.5880961541347736,0.4228744500577841,0.16522170407698944,0.16522170407698944,1.0,0.0,0.0,0.0,0.7831950128435021,0.8059051064886428,0.02271009364514065,-0.02271009364514065,0.4472718557780756,0.46632311008109595,0.01905125430302035,-0.01905125430302035,0.1589489818154477,0.14432782920476006,0.014621152610687638,0.014621152610687638
1.0,0.58,100.0,0.6602804592463192,0.6244853324897498,0.057319403506017386,0.05573684052781222,0.4081892618042806,0.2825033492140283,0.1256859125902523,0.1256859125902523,1.0,0.0,0.0,0.0,0.668646440874163,0.6748742076596806,0.006227766785517619,-0.006227766785517619,0.28476213971067704,0.25770578929215066,0.027056350418526387,0.027056350418526387,0.08196740421586572,0.03757140173250425,0.04439600248336147,0.04439600248336147
1.0,0.58,200.0,1.1634100666486555,1.1970958003749623,0.028139547157174483,-0.02854305186256123,0.2396159661412116,0.17003137790337108,0.06958458823784053,0.06958458823784053,1.0,0.0,0.0,0.0,0.49421677958524074,0.4733264732392782,0.02089030634596256,0.02089030634596256,0.12214219617278523,0.07641999280253814,0.045722203370247086,0.045722203370247086,0.027045876076425543,0.0035374896626027496,0.023508386413822795,0.023508386413822795
1.0,0.58,400.0,2.193334725748788,2.302522122507715,0.047420780756716074,-0.04858200563047588,0.13079221679049446,0.08241548506967367,0.0483767317208208,0.0483767317208208,1.0,0.0,0.0,0.0,0.26331231971128877,0.2367746362454057,0.02653768346588306,0.02653768346588306,0.021383711213268247,0.005007075510426834,0.01637663570284141,0.01637663570284141,0.00413841420724998,-0.0015893870932790705,0.005727801300529051,0.005727801300529051
1.0,0.58,600.0,3.234052262538488,3.5092386999443375,0.0784177027941173,-0.08166319798597885,0.07770914404872342,0.04880248109629837,0.028906662952425055,0.028906662952425055,1.0,0.0,0.0,0.0,0.13347458609061635,0.10971466137823888,0.023759924712377478,0.023759924712377478,0.002840763323544744,0.003664696471714173,0.0008239331481694292,-0.0008239331481694292,0.0033568218875996607,-0.002099056579231919,0.005455878466831579,0.005455878466831579
2.0,0.58,10.0,0.1408812314421803,0.1083795327477406,0.2998877912685709,0.2622779463333965,1.073735866917144,0.5107570349990798,0.5629788319180642,0.5629788319180642,1.0,0.0,0.0,0.0,0.9143265435660772,0.9314878117545882,0.017161268188510936,-0.017161268188510936,0.7265882796159341,0.7630886989191645,0.03650041930323045,-0.03650041930323045,0.4243503839070045,0.45249722124563235,0.028146837338627828,-0.028146837338627828
2.0,0.58,20.0,0.21302591323911627,0.16893775764805471,0.260972776038082,0.23188346756502373,0.8467787337828885,0.5268513866039641,0.31992734717892435,0.31992734717892435,1.0,0.0,0.0,0.0,0.8744841013318434,0.8963572500530242,0.021873148721180846,-0.021873148721180846,0.6277897955108166,0.6669561225844329,0.039166327073616336,-0.039166327073616336,0.30617925647817135,0.3258010831779263,0.01962182669975493,-0.01962182669975493
2.0,0.58,50.0,0.38851102685455446,0.3480981429257765,0.11609623535795488,0.1098370926409207,0.6020361998007449,0.38597304695839774,0.21606315284234712,0.21606315284234712,1.0,0.0,0.0,0.0,0.7864281421974468,0.8008231657400701,0.014395023542623231,-0.014395023542623231,0.4526981891203628,0.4542248156903705,0.001526626570007683,-0.001526626570007683,0.1622906584243089,0.13383432081023175,0.02845633761407715,0.02845633761407715
2.0,0.58,100.0,0.6415085564572081,0.6429152367660607,0.0021879716460421195,-0.002190368753177296,0.4442854358283095,0.2515771495978034,0.19270828623050607,0.19270828623050607,1.0,0.0,0.0,0.0,0.6775283531402833,0.6661168891936906,0.011411463946592648,0.011411463946592648,0.2973729310523192,0.24525439631843157,0.05211853473388764,0.05211853473388764,0.08571159122297353,0.03400429515488748,0.05170729606808605,0.05170729606808605
2.0,0.58,200.0,1.1125830600395377,1.239448946514999,0.10235668587413338,-0.10798248989014446,0.2875503889067943,0.13004647316350693,0.15750391574328737,0.15750391574328737,1.0,0.0,0.0,0.0,0.5140826972066994,0.45825187248330496,0.05583082472339446,0.05583082472339446,0.13970212403266927,0.06963898340301387,0.0700631406296554,0.0700631406296554,0.03101414453999979,0.0013632909193586297,0.029650853620641158,0.029650853620641158
2.0,0.58,400.0,2.060176239652719,2.446386944815099,0.157869835751421,-0.17182068731865682,0.13695216208330963,0.06244093818479679,0.07451122389851284,0.07451122389851284,1.0,0.0,0.0,0.0,0.2889771345295181,0.2134958630148948,0.07548127151462333,0.07548127151462333,0.026367760345847185,-0.0008022615567074514,0.027170021902554638,0.027170021902554638,0.002101052936075105,0.0005040949482152632,0.0015969579878598416,0.0015969579878598416
2.0,0.58,600.0,3.2244826037981222,3.687875142081927,0.12565298998224883,-0.13427794549120672,0.07537964688233578,0.05260664913915636,0.022772997743179424,0.022772997743179424,1.0,0.0,0.0,0.0,0.14030390960942607,0.09566220281545856,0.044641706793967506,0.044641706793967506,-0.0005366155339916524,-0.0033646927489369453,0.002828077214945293,0.002828077214945293,0.002375163496739056,0.004720807730679563,0.002345644233940507,-0.002345644233940507
3.0,0.58,10.0,0.14452971865707456,0.10975445504306826,0.31684603235796027,0.27523950807416264,1.082642360721728,0.49736612603232255,0.5852762346894054,0.5852762346894054,1.0,0.0,0.0,0.0,0.9123424515283127,0.9306286338583718,0.018286182330059075,-0.018286182330059075,0.7217450964048577,0.760305793190972,0.03856069678611429,-0.03856069678611429,0.418610603299969,0.44752078500364273,0.02891018170367371,-0.02891018170367371
3.0,0.58,20.0,0.21895769727319336,0.17092970264885723,0.28098097568800307,0.24762617166302442,0.8337992381852402,0.5122257578577492,0.321573480327491,0.321573480327491,1.0,0.0,0.0,0.0,0.8713238956678128,0.8951448081875134,0.023820912519700643,-0.023820912519700643,0.6206261050562901,0.6632518336417978,0.04262572858550773,-0.04262572858550773,0.29873258762936933,0.3201497833263796,0.021417195697010283,-0.021417195697010283
3.0,0.58,50.0,0.40341032309100977,0.35200535714159076,0.14603461256057493,0.13630782076888728,0.5627917284204211,0.3687029561107362,0.1940887723096849,0.1940887723096849,1.0,0.0,0.0,0.0,0.7789209181139053,0.7983525595494251,0.019431641435519786,-0.019431641435519786,0.43907458355826673,0.4471147794155726,0.008040195857305865,-0.008040195857305865,0.1529807733918961,0.12685078590395715,0.02612998748793896,0.02612998748793896
3.0,0.58,100.0,0.6643092126075918,0.6490628751575198,0.02348976968736949,0.02321813064899809,0.3954834284500002,0.23437116016865156,0.16111226828134861,0.16111226828134861,1.0,0.0,0.0,0.0,0.6664656525110346,0.6619462153179251,0.004519437193109543,0.004519437193109543,0.28117261726390597,0.23653364403034716,0.04463897323355881,0.04463897323355881,0.07816520634827978,0.030106976491711682,0.0480582298565681,0.0480582298565681
3.0,0.58,200.0,1.156096583081062,1.2379225427306952,0.06609941803720287,-0.06838528971343372,0.2285287855770406,0.13217344675646325,0.09635533882057734,0.09635533882057734,1.0,0.0,0.0,0.0,0.49506441912434995,0.4559535285015441,0.03911089062280587,0.03911089062280587,0.12140326669658,0.06618843322415519,0.05521483347242481,0.05521483347242481,0.02469824065657846,0.0027120523878897368,0.021986188268688724,0.021986188268688724
3.0,0.58,400.0,2.1676503007517427,2.3995390168923434,0.09663886042616676,-0.10163287243419898,0.11569877632158398,0.08466089025698564,0.03103788606459834,0.03103788606459834,1.0,0.0,0.0,0.0,0.26639047741183214,0.2209161290659797,0.04547434834585243,0.04547434834585243,0.0192126247519154,0.006469244519058826,0.012743380232856573,0.012743380232856573,0.0037860084253921776,0.0010259201452419485,0.0027600882801502294,0.0027600882801502294
3.0,0.58,600.0,3.164687229929114,3.4956415235298746,0.09467626796770767,-0.09946268429414182,0.05289487163891127,0.04958589058535989,0.003308981053551374,0.003308981053551374,1.0,0.0,0.0,0.0,0.13845499066489564,0.10778931415413767,0.030665676510757967,0.030665676510757967,0.003874680541645886,0.0028419058664708344,0.0010327746751750515,0.0010327746751750515,0.0010502314002108911,0.0006545515779087175,0.00039567982230217364,0.00039567982230217364
4.0,0.58,10.0,0.1397032181587544,0.10567784230805667,0.32197265867249536,0.27912505942477267,1.1102305181031662,0.5355920127215581,0.5746385053816081,0.5746385053816081,1.0,0.0,0.0,0.0,0.9151313470988324,0.9331707015066635,0.01803935440783111,-0.01803935440783111,0.7292366575104633,0.7685980765919621,0.039361419081498816,-0.039361419081498816,0.42855449286345293,0.4625646394360614,0.03401014657260848,-0.03401014657260848
4.0,0.58,20.0,0.21012920767054571,0.16256532270096183,0.2925832162685609,0.2566427092880908,0.857570398002184,0.5555990680179845,0.3019713299841995,0.3019713299841995,1.0,0.0,0.0,0.0,0.8761287508696898,0.9001075441842998,0.02397879331461006,-0.02397879331461006,0.6318891411824663,0.6774505577711958,0.045561416588729475,-0.045561416588729475,0.3104793979425883,0.3392101016963562,0.028730703753767906,-0.028730703753767906
4.0,0.58,50.0,0.38589738579000205,0.3282574981346231,0.17559351418604896,0.16177313852294992,0.5831146906188596,0.43198524122340576,0.1511294493954538,0.1511294493954538,1.0,0.0,0.0,0.0,0.7873236035393028,0.8113075710702986,0.023983967530995853,-0.023983967530995853,0.45276225999485586,0.47658675104663295,0.023824491051777086,-0.023824491051777086,0.16013086477532046,0.15343509664024266,0.006695768135077801,0.006695768135077801
4.0,0.58,100.0,0.6367048521123564,0.6061875301316144,0.05034303819168984,0.04911681385331922,0.4172152887193121,0.3029036268488876,0.11431166187042452,0.11431166187042452,1.0,0.0,0.0,0.0,0.6778912592330699,0.6829333146637871,0.005042055430717229,-0.005042055430717229,0.2944154640782239,0.2707881818713311,0.023627282206892808,0.023627282206892808,0.08316086742483791,0.04724884333668998,0.035912024088147934,0.035912024088147934
4.0,0.58,200.0,1.1238707873820126,1.1822063890931207,0.04934468486154753,-0.05060372678505046,0.25851750348915004,0.19788664853935933,0.0606308549497907,0.0606308549497907,1.0,0.0,0.0,0.0,0.5068823100751114,0.47982890295348035,0.027053407121631068,0.027053407121631068,0.1316234209807114,0.08817574106473175,0.04344767991597964,0.04344767991597964,0.027258299525933852,0.00246429959643711,0.02479399992949674,0.02479399992949674
4.0,0.58,400.0,2.1338034495206344,2.3617796249648366,0.09652728520240172,-0.10150936885512123,0.12054614991789703,0.12555946277382724,0.005013312855930208,-0.005013312855930208,1.0,0.0,0.0,0.0,0.2719931913738095,0.23670465183516248,0.035288539538647024,0.035288539538647024,0.02357699520769118,0.010364557165827444,0.013212438041863736,0.013212438041863736,0.001724816533390503,0.0004242822672751919,0.001300534266115311,0.001300534266115311
4.0,0.58,600.0,3.1790543353346665,3.5538212136910325,0.10545462357886304,-0.11143964906830717,0.05190609077445285,0.07065457221193294,0.01874848143748009,-0.01874848143748009,1.0,0.0,0.0,0.0,0.13730237589113542,0.11523062554941144,0.022071750341723984,0.022071750341723984,0.006527416948256966,0.006394974288393562,0.00013244265986340435,0.00013244265986340435,-0.0004999475693244262,0.0015659289135938244,0.0020658764829182504,-0.0020658764829182504
5.0,0.58,10.0,0.14047355942513784,0.10611955976705194,0.32372919500889363,0.2804529011028079,1.0779578829234606,0.5233234005354708,0.5546344823879898,0.5546344823879898,1.0,0.0,0.0,0.0,0.9145825670643648,0.9328834433726456,0.01830087630828081,-0.01830087630828081,0.7274680879970634,0.7675177453746531,0.0400496573775897,-0.0400496573775897,0.42624390090297914,0.4601401709193842,0.03389627001640505,-0.03389627001640505
5.0,0.58,20.0,0.2132789335444738,0.16319413863499047,0.3069031481670179,0.26766032949928775,0.8338591290150745,0.5392127580820278,0.2946463709330467,0.2946463709330467,1.0,0.0,0.0,0.0,0.8742785588384597,0.8996730890832872,0.025394530244827518,-0.025394530244827518,0.6270576420013044,0.6760951455733458,0.0490375035720414,-0.0490375035720414,0.30570937231492157,0.3389222005621746,0.03321282824725302,-0.03321282824725302
5.0,0.58,50.0,0.39040341394505534,0.3321068813780065,0.17553545510758428,0.16172375026800112,0.5848725633953431,0.4349307067980359,0.1499418565973072,0.1499418565973072,1.0,0.0,0.0,0.0,0.7852553042967382,0.8095407225571758,0.02428541826043762,-0.02428541826043762,0.45021583532154835,0.47412547547980066,0.02390964015825231,-0.02390964015825231,0.16110228177893657,0.15156692875112784,0.009535353027808724,0.009535353027808724
5.0,0.58,100.0,0.6513496565931461,0.6160653824346297,0.057273586805147936,0.055693506703207156,0.41593938461710733,0.29163863009125746,0.12430075452584988,0.12430075452584988,1.0,0.0,0.0,0.0,0.672311142598668,0.6788948376156073,0.006583695016939339,-0.006583695016939339,0.28867415751918957,0.2648503728038883,0.023823784715301277,0.023823784715301277,0.08239219556941506,0.04062371140805077,0.04176848416136429,0.04176848416136429
5.0,0.58,200.0,1.1513617972346828,1.2006078376220666,0.041017590294030515,-0.04188254659646314,0.2536956371753074,0.1929264563771651,0.06076918079814231,0.06076918079814231,1.0,0.0,0.0,0.0,0.49839041352419444,0.4751171482031416,0.02327326532105284,0.02327326532105284,0.12244885459715088,0.08306004158159243,0.03938881301555845,0.03938881301555845,0.025423832443783413,0.004620013829607807,0.020803818614175608,0.020803818614175608
5.0,0.58,400.0,2.1956449020664324,2.3594776603705245,0.06943602859895881,-0.07196445577232881,0.13681920566853156,0.12612791319837036,0.010691292470161207,0.010691292470161207,1.0,0.0,0.0,0.0,0.2637665845158415,0.23493487479618216,0.028831709719659343,0.028831709719659343,0.015346736227830818,0.005639791099919599,0.009706945127911218,0.009706945127911218,0.0015231760433350725,-0.0013844117239013418,0.0029075877672364143,0.0029075877672364143
5.0,0.58,600.0,3.2091284803418723,3.49696192740812,0.08230957415072115,-0.08589517197907647,0.089074660276661,0.10299190151785775,0.013917241241196754,-0.013917241241196754,1.0,0.0,0.0,0.0,0.14607541509009772,0.12123461318060241,0.024840801909495308,0.024840801909495308,0.0024024611831417863,-0.0014092889854046425,0.0038117501685464286,0.0038117501685464286,-0.0005909765180381264,0.00849801781638048,0.009088994334418607,-0.009088994334418607
