temperature,independent_replicate_count,mean_cross_half_particle_identity_correlation,standard_error_cross_half_particle_identity_correlation,ci95_low_cross_half_particle_identity_correlation,ci95_high_cross_half_particle_identity_correlation,ci95_critical_value,ci95_method,cross_half_identity_persistence_detected,mean_permutation_z_score,static_disorder_claim_allowed,finite_exchange_claim_allowed,thermodynamic_claim_allowed
0.58,5.0,0.04093722825397612,0.004322371296327457,0.028936401625440283,0.05293805488251195,2.7764451051977987,student_t_independent_replicates,1.0,2.2457058423491856,0.0,0.0,0.0
