parent_group,clone_index,target_slot,a_particle_index,first_passage_tau,escaped_within_horizon,geometry_0,geometry_1,geometry_2,geometry_3,radial_A_0.8,radial_A_1.05,radial_A_1.3,radial_A_1.55,radial_A_1.8,radial_A_2.05,radial_A_2.3,radial_B_0.8,radial_B_1.05,radial_B_1.3,radial_B_1.55,radial_B_1.8,radial_B_2.05,radial_B_2.3,geometry_heldout_rate,radial_heldout_rate,geometry_radial_heldout_rate,geometry_heldout_event_probability,radial_heldout_event_probability,geometry_radial_heldout_event_probability,thermodynamic_claim_allowed
5,7,44,2288,6.050000000000001,True,-10.864433997663259,-1.392291745671247,-1.203352913313475,-0.6423256571175888,0.47940609215437,4.646457749705144,3.1643021094733395,1.4880767466084004,2.430951688920613,1.649851857647133,0.27265233566937774,1.3316912871898818,0.39246977353995083,0.14119723898873326,0.629479935392661,0.4518816588681984,0.354010592045165,0.04000028396065543,0.035873405160957106,0.04619785104003093,0.035371820021968925,0.5120137760895432,0.6030547911534586,0.5070938067556814,False
5,7,45,2412,11.450000000000001,True,-7.255194401880169,-1.5487437198823535,-1.3733756473831644,-0.7930052312076291,0.8000825673793036,5.535720134931615,1.565199035899918,1.745480256225794,2.727584308405641,1.4256160917846272,0.2425464645651348,0.7661313291920367,0.7566476092205532,0.44844648752478405,0.3495081259349069,1.111677993005862,0.4396797283844346,0.07219951985259754,0.03963559017730943,0.04746018454600676,0.04559298970306221,0.5473842753906024,0.6129508885065945,0.5982236924268565,False
5,7,46,2426,0.7000000000000001,True,-5.884267706274282,-1.1167644973979873,-0.775891235204156,-0.7111267295511209,0.40767829428337443,4.051857047979911,3.910313452122044,1.5524211667807373,1.770745688175533,1.6154005350362914,0.431185060850321,0.8302332365572889,0.812028009105912,0.39093587690534115,0.5203885487976136,0.6147116987268316,0.14881718569065683,0.011700239804268021,0.06215327493347928,0.07091538870179365,0.07269143621394795,0.7115015306718109,0.7578766020827741,0.7663260997573631,False
5,7,47,2541,20.0,False,-5.419730749344267,-1.5594238391296469,-1.4125837934749477,-0.8993534223769859,0.696669699043154,5.5580436454823925,1.901954737456926,1.8941244566234563,1.8854539186111052,1.2931456764806344,0.36230039374929435,0.7694651781079553,0.21084007341177313,0.49912321893739675,0.9906335835133016,1.1952440870988432,0.5302486055068486,0.07669372870230096,0.044086200385939286,0.05708462251248677,0.05332743496516546,0.5859315612044298,0.680721798182475,0.655805611824994,False
5,7,48,2590,20.0,False,-5.412535640236557,-1.2206775922192703,-1.053518465545305,-1.0327537822605561,0.4986706040837354,4.996682657303306,2.388727918551918,1.0311376903039469,2.551552926811887,1.5439231562535356,0.31130580152723114,0.9582760005504631,0.6937679197527431,0.15338945368289333,0.6589217024896983,0.8297894696936069,0.40157994614324505,0.05385097202750754,0.05864370081762755,0.042600587847682246,0.04956859992406047,0.6905237778152921,0.5734440586828183,0.6289327620693402,False
5,7,49,2687,17.900000000000002,True,-5.527954357985701,-1.238972036113133,-1.0062176514951255,-0.7674271652240033,0.5430546075955036,4.650268718431473,3.1186706886524873,1.3239838062812959,2.2538436715512256,1.2838481212236474,0.45122637657047043,0.5769880440325396,0.9817809255198588,0.06571818968701405,0.7064176818240925,1.370806447805888,0.3417154107987952,0.11454134698274804,0.057058860217499875,0.056132612776679865,0.05826118970121147,0.68055724901011,0.6745844361806684,0.6881471365845898,False
5,7,50,2823,3.25,True,-6.479439365736784,-1.529232314547895,-1.1204256564136326,-0.8540729012169848,0.560737701040683,4.350838250746912,2.907428006531225,1.617631505241037,2.4008702253939056,1.4399886884935922,0.31678399707540333,1.8053708066229355,0.7276885593635735,0.011158525949277107,0.33992151401223614,0.6022527104484142,0.406288550017461,0.07476763047809534,0.0432658153524311,0.04591697276670016,0.04446396027416879,0.5790816078856934,0.6008186505033521,0.589048142130198,False
5,7,51,2826,20.0,False,-5.304145803605581,-0.8371689027798837,-0.7518211480256703,-0.3789337862124992,0.2378809090410574,3.8231327927076175,2.827027382503838,1.9671132488531229,2.378353981885547,1.366262884122034,0.3104417840935534,0.7842586171963057,2.203087815069957,0.22892427353073416,0.4584992811271431,0.8181955892966978,0.4738661741182876,0.13507955709555705,0.07802620316722704,0.05075860878835071,0.05494088589356027,0.7899740245604212,0.6376599617125237,0.6667351360346538,False
5,7,52,2828,12.450000000000001,True,-7.821669343136524,-1.3260722744961537,-1.0803014948960687,-0.8813332411040112,0.39360097302992825,3.2617449843111292,4.1983290734668985,1.6199350187525332,1.900350495941887,1.3669364681690497,0.4098135464803499,2.9754400491987534,1.2542063470460072,0.035945126218733275,0.6681277301379944,0.516627952710905,0.1910846317819204,0.10343163038492977,0.04639793531908902,0.04173211251577404,0.04251866635789761,0.6046400670688423,0.565970272340167,0.572744603871704,False
5,7,53,2845,7.0,True,-5.691989620853842,-1.1800860381590081,-1.0438743462972764,-0.5491197791914326,0.39036133580322124,5.269621541859431,2.239370278134082,1.922794902150344,1.912979366194136,1.498097454063615,0.5014175348883543,0.272211789133291,0.5581098342892858,0.8375368497563812,0.6940549169997684,0.23438423402683456,0.1396206083437021,0.0662114001466546,0.05821557482840691,0.06630952861308667,0.0673623384670139,0.6878625041956604,0.734513310233152,0.7400450076611473,False
5,7,54,2879,11.4,True,-6.649317294037476,-1.2177251793036652,-0.900388898729038,-0.7763089178691511,0.7875418510353835,4.252241226507856,3.5433005008537815,1.4318291835855212,2.3726443339433576,1.6493580592870087,0.37993057848493084,4.450274344118117e-07,0.0029276661467862184,0.2923495095861005,0.5828915142884536,0.2229362026142456,0.18519394125785174,0.060545539917556665,0.054617532374292274,0.08384100894475843,0.0783533952676473,0.6645729045868533,0.813032444820603,0.7913439143019074,False
5,7,55,2971,20.0,False,-6.755397088977592,-1.172617349921617,-0.8494137818233094,-0.5034340865643472,0.199438822624538,4.69509870222894,2.809366439119838,1.6949110427737673,1.9891903925588719,1.5773149426039248,0.42924646615149475,0.8679254456531543,0.8014244657523811,0.4980508848251994,0.6008215342954752,0.5599485605102933,0.15148132543706555,0.08438834947635766,0.0556847420712339,0.05439895855110096,0.05377798575593181,0.6716564602488081,0.6631033832852217,0.6588932207615243,False
5,7,56,3044,9.9,True,-5.6650733284408705,-1.2867764766356724,-1.0134407422602458,-0.6980603829840455,0.5013984985204027,5.104718408580672,2.8702571825738112,1.0971384071998962,2.5329775800824508,1.7060633340776552,0.3300433718821774,0.2575187758635468,0.5294078794632201,0.014758655532575228,0.08779282018309788,0.22138522484387912,0.2487658745006544,0.10178261864397763,0.05444670814209796,0.054160485280845286,0.05706227302420546,0.6634249632208055,0.6614927285990345,0.6805790521932537,False
5,7,57,3053,11.15,True,-8.320227285424371,-1.431656871327284,-1.188929139013415,-0.6808474045407314,0.6541358131026364,4.958119199256894,2.2856604789125807,2.1652173579090994,1.75210962609063,1.6450678291224747,0.36004904278280014,0.7128895926622064,0.7600464803039906,0.18884270599901035,0.8571136680871728,0.8505078737992801,0.3761820092473755,0.054409705687886875,0.04090514283823612,0.055629585445337686,0.04688816834745809,0.5587319904682603,0.6712940539587275,0.6084974957222616,False
5,7,58,3080,10.75,True,-5.414813284713206,-1.042716354794642,-0.9784905271751692,-0.6943913803462192,0.3634946548924672,4.34605308383028,3.2321615274635636,1.8076312590041208,2.2197408909680405,1.385195544091194,0.41683389928821907,1.1005715110057332,1.1490075391954655,0.15579311651793112,0.36480553653945175,0.7073528870644583,0.12417335413431195,0.05170776150697038,0.06624522103024973,0.05327394519245522,0.05917951240791202,0.7341716344109034,0.6554371972041546,0.6938224902987907,False
5,7,59,3106,15.5,True,-6.273583939429456,-1.3845468889016634,-1.285051490439639,-0.725786323727862,0.7762018471587712,4.984125344637064,2.1257946864220334,1.8913921235652564,2.5306746108503293,1.2125481441405441,0.29183458720892824,0.6092540421202381,0.8307557803429322,0.20084567911848838,0.831086925853327,0.4664827836614163,0.4019004050717406,0.12466946433588874,0.047703392202205146,0.05036715585851424,0.05025831025015868,0.6148289832781458,0.6348120466204612,0.6340161985901266,False
5,7,60,3151,5.75,True,-5.790816076622293,-1.3256079755206083,-0.8920245147681691,-0.785089055307987,0.566897525979096,4.426271478240763,3.098649014164253,2.0557622058345846,2.5134357267106275,1.0385077772364144,0.3530604086789033,1.0770341364097582,0.6012604238229654,0.26472982295388736,0.3539885288983121,0.4359355965709414,0.3977192669723799,0.08887794360293634,0.05329883723546363,0.06312306333194868,0.064815265480783,0.6556086919541915,0.7170432632326805,0.7264594239479317,False
5,7,61,3182,4.65,True,-5.81344691380953,-0.967635641795061,-0.8360670305534683,-0.734294587059257,0.4060844665164103,4.766523003242883,3.4232871101328914,1.3734854824517821,1.980611208919636,1.5441240264616625,0.4257015945681726,0.003103387703756466,0.2857925837930484,0.40319824861007075,0.9316547568412469,0.9876659333759333,0.21052870055976708,0.07170277037772421,0.06927322542128476,0.07042406825009347,0.0763071067635388,0.7497924507206977,0.7554856706416417,0.7826273539331055,False
5,7,62,3209,20.0,False,-8.192208267899836,-1.108464306950314,-0.9734883582625337,-0.5942215057836634,0.5340380470458076,4.453365339997036,1.9534997702285815,2.2719178426435493,2.3322546994620112,1.1211186832484803,0.3391147436941773,0.8811448049145154,1.7986363578311,0.767790794584339,0.7131614826447956,0.8519456466297934,0.4524680790240592,0.07293234084344172,0.05300263463360979,0.05531942480231446,0.051402075307017986,0.6535624448714247,0.6692486836319665,0.6422931583580485,False
