temperature,frames,physical_time_per_frame,event_rule,source,source_doi,heldout_diffusion,uncorrelated_event_diffusion,correlated_event_diffusion,uncorrelated_diffusion_relative_error,correlated_diffusion_relative_error,uncorrelated_diffusion_verdict,correlated_diffusion_verdict,exchange_mean,persistence_mean,persistence_exchange_ratio,exchange_cv2_from_residual_identity,alpha_relaxation_time_k7p25,diffusion_alpha_product,observed_ngp_peak,observed_ngp_peak_time,observed_ngp_peak_time_min,observed_ngp_peak_time_max,instantaneous_ngp_prediction,finite_flight_ngp_prediction,finite_flight_fs_rmse,finite_flight_fs_max_absolute_error,overlap_susceptibility_peak,overlap_susceptibility_peak_time,jump_correlation_lag1_over_q,jump_correlation_lag2_over_q,threshold_scale_min,threshold_scale_max,threshold_sweep_status,stationary_gamma_variance_verdict,uncorrelated_failure_recorded,independent_trajectory_count,uncertainty_complete,publication_grade_real_data_closure,primary_blocker,thermodynamic_claim_allowed
0.58,30000.0,1.0,nonrecrossing_cage_center_shift,Zenodo 7469766; Obadiya-Sussman KA continuous trajectories,10.5281/zenodo.7469766,0.0009096477977,0.0008971200839,0.0008971200839,0.013772048733230347,0.013772048733230347,pass,pass,44.0111,50.85482605,1.1555,1.311,31.422,0.02858,0.551,16.0,16.0,16.0,1.31,0.65,0.0166,0.0358,6.45,32.0,0.0,0.0,0.8,1.2,preregistered_not_recomputed_without_raw_trajectory,pass,0.0,1.0,0.0,0.0,independent_trajectory_uncertainty,0.0
0.45,80000.0,1.0,nonrecrossing_cage_center_shift,Zenodo 7469766; Obadiya-Sussman KA continuous trajectories,10.5281/zenodo.7469766,2.785581176e-05,3.579e-05,2.8148119199999998e-05,0.2848306237979834,0.010493589004637816,fail,pass,nan,nan,3.31,5.62,1826.94,0.05089,1.98,384.0,256.0,512.0,nan,nan,nan,nan,11.36,2048.0,-0.05485,-0.05191,0.8,1.2,preregistered_not_recomputed_without_raw_trajectory,partial,1.0,1.0,0.0,0.0,independent_trajectory_uncertainty,0.0
