replicate,temperature,block_size,block_lag,lag_time,heldout_identity_correlation,single_clock_prediction,two_clock_prediction,hmm_prediction,static_prediction,poisson_prediction
5.0,0.58,20.0,18.0,360.0,0.009962161339944835,3.199445123416033e-05,3.77618652048825e-05,3.680007081372014e-05,0.009335961494901112,0.0
5.0,0.58,20.0,19.0,380.0,1.609428251204399e-05,2.093241909371389e-05,2.499681864071099e-05,2.4113681924114847e-05,0.009335961494901112,0.0
5.0,0.58,20.0,20.0,400.0,0.00789785469573522,1.3695067494923936e-05,1.6551696448548454e-05,1.580077546265467e-05,0.009335961494901112,0.0
5.0,0.58,20.0,21.0,420.0,0.012789752065516085,8.960019042751038e-06,1.0962972831659042e-05,1.0353645121757754e-05,0.009335961494901112,0.0
5.0,0.58,20.0,22.0,440.0,0.012898608596792961,5.862106285800911e-06,7.263463132463178e-06,6.784348499898747e-06,0.009335961494901112,0.0
5.0,0.58,20.0,23.0,460.0,0.007351017917723172,3.835292083874351e-06,4.813823595383962e-06,4.445524646325162e-06,0.009335961494901112,0.0
5.0,0.58,20.0,24.0,480.0,0.0030205245265495836,2.5092457644888312e-06,3.1913103543224175e-06,2.9129826366348084e-06,0.009335961494901112,0.0
5.0,0.58,20.0,25.0,500.0,0.009240836022167827,1.641677913679182e-06,2.1163216692940374e-06,1.9087663473759584e-06,0.009335961494901112,0.0
5.0,0.58,20.0,26.0,520.0,-0.0009282201968343753,1.0740703084582343e-06,1.4038779286170345e-06,1.2507417390870354e-06,0.009335961494901112,0.0
5.0,0.58,20.0,27.0,540.0,-0.008060242360586823,7.0271215681166e-07,9.315651506463332e-07,8.195633268812761e-07,0.009335961494901112,0.0
5.0,0.58,20.0,28.0,560.0,0.011510816111114942,4.597505130178337e-07,6.183501271618584e-07,5.370285693503708e-07,0.009335961494901112,0.0
5.0,0.58,20.0,29.0,580.0,-0.0041115087372846065,3.007924826278651e-07,4.105764589988149e-07,3.51894325720951e-07,0.009335961494901112,0.0
5.0,0.58,20.0,30.0,600.0,-0.0074236069418606495,1.9679394594155705e-07,2.7270491119035115e-07,2.3058292154623384e-07,0.009335961494901112,0.0
5.0,0.58,50.0,1.0,50.0,0.06493284596038125,0.05337740684837526,0.05337740684837526,0.057701004996804764,0.022993135663301717,0.0
5.0,0.58,50.0,2.0,100.0,0.016368835354070865,0.01850292579189207,0.018502925791892066,0.025315973002326343,0.022993135663301717,0.0
5.0,0.58,50.0,3.0,150.0,0.01891599251751705,0.006413917106029022,0.006413917106029021,0.011107232691874367,0.022993135663301717,0.0
5.0,0.58,50.0,4.0,200.0,0.016225236312410598,0.002223342032806423,0.002223342032806422,0.0048732323288583805,0.022993135663301717,0.0
5.0,0.58,50.0,5.0,250.0,0.004406678458161011,0.0007707068415644452,0.0007707068415644453,0.0021381017207286845,0.022993135663301717,0.0
5.0,0.58,50.0,6.0,300.0,0.024792004249418572,0.00026716043994566064,0.00026716043994566053,0.0009380794223808103,0.022993135663301717,0.0
5.0,0.58,50.0,7.0,350.0,0.02141230119170317,9.260940324219329e-05,9.260940324219328e-05,0.00041157677119047696,0.022993135663301717,0.0
5.0,0.58,50.0,8.0,400.0,0.012042644968219204,3.2102438409742075e-05,3.210243840974206e-05,0.00018057686219537675,0.022993135663301717,0.0
5.0,0.58,50.0,9.0,450.0,0.01802803730235296,1.1128098397914637e-05,1.1128098397914646e-05,7.922702504810985e-05,0.022993135663301717,0.0
5.0,0.58,50.0,10.0,500.0,0.016706036788643387,3.857481863935003e-06,3.857481863935005e-06,3.4760386362137866e-05,0.022993135663301717,0.0
5.0,0.58,50.0,11.0,550.0,-0.003784193215747209,1.3371706286651776e-06,1.3371706286651771e-06,1.525091292158681e-05,0.022993135663301717,0.0
5.0,0.58,50.0,12.0,600.0,-0.017930910507555863,4.635213730702723e-07,4.6352137307027193e-07,6.691247402105071e-06,0.022993135663301717,0.0
