replicate,temperature,block_size,block_lag,lag_time,heldout_identity_correlation,single_clock_prediction,two_clock_prediction,hmm_prediction,static_prediction,poisson_prediction
4.0,0.58,50.0,3.0,150.0,0.0045770922550161615,0.006641394333179685,0.0063625343265644235,0.005804969913574803,0.02299429483821459,0.0
4.0,0.58,50.0,4.0,200.0,0.007920847851329906,0.002302195512243336,0.0021784738391281274,0.001928262957057185,0.02299429483821459,0.0
4.0,0.58,50.0,5.0,250.0,0.004130461958131331,0.0007980408797764963,0.0007465484470971437,0.0006405197764873834,0.02299429483821459,0.0
4.0,0.58,50.0,6.0,300.0,0.007880021708391964,0.0002766356038865953,0.0002560493093758949,0.0002127643341225482,0.02299429483821459,0.0
4.0,0.58,50.0,7.0,350.0,0.004162962786373291,9.589390628602114e-05,8.788739472628526e-05,7.067488551698607e-05,0.02299429483821459,0.0
4.0,0.58,50.0,8.0,400.0,0.010105629297242206,3.324098971209033e-05,3.018875995317062e-05,2.347639449740715e-05,0.02299429483821459,0.0
4.0,0.58,50.0,9.0,450.0,-0.0037164308614726547,1.152276969240921e-05,1.0376692637410334e-05,7.798259517030658e-06,0.02299429483821459,0.0
4.0,0.58,50.0,10.0,500.0,-0.01730311235870723,3.994292063332042e-06,3.5690111491445857e-06,2.5903829270578877e-06,0.02299429483821459,0.0
4.0,0.58,50.0,11.0,550.0,-0.0002633082989833831,1.3845949813357386e-06,1.2282687419233959e-06,8.60459144010122e-07,0.02299429483821459,0.0
4.0,0.58,50.0,12.0,600.0,0.000860888793517763,4.799607119217178e-07,4.229389669858273e-07,2.8582258274515203e-07,0.02299429483821459,0.0
5.0,0.58,20.0,1.0,20.0,0.0735626820870324,0.04339241473954179,0.043705661207827956,0.048617856035119096,0.009335961494901112,0.0
5.0,0.58,20.0,2.0,40.0,0.028954607942245313,0.028389554306421108,0.02880703943338329,0.0318574255521862,0.009335961494901112,0.0
5.0,0.58,20.0,3.0,60.0,0.0137088974017313,0.01857390971567175,0.01899126419866379,0.020874955121015146,0.009335961494901112,0.0
5.0,0.58,20.0,4.0,80.0,0.008785233523896735,0.012152009094693538,0.012522915732208054,0.013678561395068293,0.009335961494901112,0.0
5.0,0.58,20.0,5.0,100.0,0.008039576269281968,0.007950470703156088,0.008259531095904455,0.008963039237880473,0.009335961494901112,0.0
5.0,0.58,20.0,6.0,120.0,0.0069512204042478315,0.005201607726688206,0.005448860545543388,0.005873137536872083,0.009335961494901112,0.0
5.0,0.58,20.0,7.0,140.0,0.0031224004702436474,0.0034031598822949903,0.0035954923390571145,0.003848442878754234,0.009335961494901112,0.0
5.0,0.58,20.0,8.0,160.0,0.013638080370577378,0.0022265226047401,0.0023730965937645812,0.0025217377420590696,0.009335961494901112,0.0
5.0,0.58,20.0,9.0,180.0,0.010520070229191197,0.001456705850115838,0.0015666746807670591,0.001652398499879431,0.009335961494901112,0.0
5.0,0.58,20.0,10.0,200.0,0.007491401972391807,0.0009530520504234474,0.0010345478109536322,0.001082753672939173,0.009335961494901112,0.0
5.0,0.58,20.0,11.0,220.0,0.003647016579937063,0.0006235357747373005,0.0006833333127962354,0.0007094871584238376,0.009335961494901112,0.0
5.0,0.58,20.0,12.0,240.0,-0.003060325981854494,0.00040794924286087047,0.0004514678596120961,0.00046489985723337284,0.009335961494901112,0.0
5.0,0.58,20.0,13.0,260.0,0.0062255621031721995,0.0002669014216880697,0.0002983562957747556,0.00030463113347359045,0.009335961494901112,0.0
5.0,0.58,20.0,14.0,280.0,0.010470028864049281,0.00017462066702108746,0.00019722391565314527,0.0001996131554732231,0.009335961494901112,0.0
5.0,0.58,20.0,15.0,300.0,0.010585022717160468,0.0001142458408727633,0.00013040726750037377,0.00013079888251616104,0.009335961494901112,0.0
5.0,0.58,20.0,16.0,320.0,0.010731732456770718,7.474551769492758e-05,8.62509070148257e-05,8.57075157542484e-05,0.009335961494901112,0.0
5.0,0.58,20.0,17.0,340.0,0.004185721137226241,4.890237029901954e-05,5.7061998176742435e-05,5.6160864033812506e-05,0.009335961494901112,0.0
