window_count,normalized_slope_per_window,normalized_total_linear_change,exact_two_sided_permutation_p_value,strict_trend_detected,borderline_trend_detected,first_half_mean_rate,second_half_mean_rate,second_to_first_half_rate_ratio,maximum_window_relative_deviation,replicate,temperature,threshold_scale,debye_waller_factor,block_size,event_count
6.0,0.002227122486199591,0.011135612430997954,0.8737864077669902,0.0,0.0,0.14954438268353065,0.15195600834831544,1.0161264878125735,0.07153928465505976,1.0,0.45,0.9,0.028748489543795587,20.0,246996.0
6.0,0.005651385322740631,0.028256926613703156,0.7045769764216366,0.0,0.0,0.10068285114242519,0.10355244597554085,1.0285013266962053,0.08921373153293954,1.0,0.45,1.0,0.03194276615977287,20.0,167311.0
6.0,0.006991793933118078,0.03495896966559039,0.6546463245492372,0.0,0.0,0.0706544882758434,0.0731065856345737,1.0347054719178919,0.09550173017403818,1.0,0.45,1.1,0.035137042775750166,20.0,117771.0
6.0,-0.01756185307230067,-0.08780926536150335,0.29819694868238555,0.0,0.0,0.14842118375415433,0.13786608135318204,0.928884124664739,0.10671400997572955,2.0,0.45,0.9,0.028792192786931993,20.0,234582.0
6.0,-0.02085437784227188,-0.10427188921135941,0.2843273231622746,0.0,0.0,0.10101025751727429,0.0926439967989137,0.9171741472203472,0.11987751742244146,2.0,0.45,1.0,0.031991325318813324,20.0,158684.0
6.0,-0.02328216346614315,-0.11641081733071575,0.24826629680998613,0.0,0.0,0.07096890986063789,0.06455850867614492,0.9096731061942318,0.12284219106660965,2.0,0.45,1.1,0.03519045785069466,20.0,111055.0
6.0,0.04018242944352843,0.20091214721764214,0.049930651872399444,1.0,1.0,0.1459190001209774,0.1638485587145653,1.1228733652144205,0.1836667333113381,3.0,0.45,0.9,0.028681742772459985,20.0,253675.0
6.0,0.04520516435756193,0.22602582178780967,0.05825242718446602,0.0,1.0,0.09803194059934173,0.11234072696032833,1.1459604520068298,0.20651179699551436,3.0,0.45,1.0,0.03186860308051109,20.0,172269.0
6.0,0.04565956147421496,0.2282978073710748,0.0970873786407767,0.0,1.0,0.06901715001891111,0.07924159255269475,1.1481435053603646,0.22030610187394872,3.0,0.45,1.1,0.035055463388562205,20.0,121404.0
