parent_group,target_slot,a_particle_index,escape_successes,clone_trials,observed_committor,geometry_heldout_committor,softmode_heldout_committor,geometry_softmode_heldout_committor,thermodynamic_claim_allowed
2,54,2879,4,8,0.5,0.7031703002165982,0.741880293382057,0.7642961390274834,False
2,55,2971,6,8,0.75,0.6448426510046394,0.6410939022106906,0.6101841784676503,False
2,56,3044,5,8,0.625,0.6640777045023316,0.808627101527193,0.7770469709966266,False
2,57,3053,7,8,0.875,0.6113513244385455,0.6454110382720984,0.5766215073526452,False
2,58,3080,6,8,0.75,0.5587734827995818,0.6905083206132997,0.5660506394559294,False
2,59,3106,6,8,0.75,0.7106562060672442,0.6669439942221855,0.7089866228875719,False
2,60,3151,6,8,0.75,0.7447334075276635,0.6349958006287667,0.7026262754413796,False
2,61,3182,3,8,0.375,0.7765722148533746,0.7068744035525869,0.7882671446440255,False
2,62,3209,7,8,0.875,0.7066502285245093,0.6351013206378138,0.6767863267575505,False
2,63,3267,5,8,0.625,0.6264772022864862,0.6923221320082392,0.6562591032086604,False
3,0,128,7,8,0.875,0.6702412707792105,0.6870319066352302,0.693972776672619,False
3,1,134,3,8,0.375,0.5847226645476254,0.6937069404165725,0.6115815231590199,False
3,2,236,7,8,0.875,0.6697230938962383,0.6529635866279212,0.6583119646126114,False
3,3,294,6,8,0.75,0.7066344442231568,0.6674594618010272,0.7057601539183219,False
3,4,364,7,8,0.875,0.6799834066695006,0.653537656083082,0.6731203360611383,False
3,5,419,4,8,0.5,0.7599674070588566,0.6717958320596925,0.7867772199797616,False
3,6,422,7,8,0.875,0.6009240990859758,0.6317961966980152,0.5207904220504201,False
3,7,451,5,8,0.625,0.5883378450140513,0.6295098973503447,0.5085096806771766,False
3,8,580,6,8,0.75,0.7524579740041313,0.6749507937019946,0.7496217158002753,False
3,9,682,7,8,0.875,0.5826399104457953,0.6673237275772689,0.5695595131252815,False
3,10,719,4,8,0.5,0.5945859875643309,0.6487824325161312,0.5663962207543717,False
3,11,770,4,8,0.5,0.648648231778446,0.6939361125452533,0.6759882193377801,False
3,12,804,6,8,0.75,0.6041082783947681,0.6648673206877918,0.6145744529540454,False
3,13,896,5,8,0.625,0.7316530607796912,0.7204271724248107,0.7633921028437757,False
3,14,1032,5,8,0.625,0.7460209255559451,0.700593603364345,0.7738377233602016,False
3,15,1081,3,8,0.375,0.628339918102909,0.656190677652592,0.6266543005176025,False
