diffusion_scale,valid,existence_margin,inferred_jump_to_cage_variance,inferred_renewal_rate,predicted_ngp_peak_time,predicted_ngp_peak,observed_ngp_peak_time,observed_ngp_peak,log_peak_time_residual,log_peak_height_residual
0.6,0.0,0.7568673236800157,nan,nan,nan,nan,11.30678245091849,0.2,nan,nan
0.75,0.0,0.9460841546000196,nan,nan,nan,nan,11.30678245091849,0.2,nan,nan
0.8,1.0,1.0091564315733543,0.030177369536051685,3.817430139574466,13.104756237506262,0.007544342384012921,11.30678245091849,0.2,0.14757247332231635,-3.2775194373033574
1.0,1.0,1.2614455394666928,0.7999999999999978,0.18000000000000052,11.30678245091849,0.19999999999999946,11.30678245091849,0.2,0.0,-2.7755575615628953e-15
1.5,1.0,1.8921683092000392,2.391700695977067,0.090312303861148,8.816240175230124,0.5979251739942667,11.30678245091849,0.2,-0.2488072674092842,1.095148252473658
2.0,1.0,2.5228910789333856,3.734698416701974,0.07711466037311955,7.4879125201731735,0.9336746041754935,11.30678245091849,0.2,-0.4121127061177542,1.5408106214453405
3.0,1.0,3.7843366184000784,6.098870820834485,0.0708327840826265,6.040411039753014,1.5247177052086212,11.30678245091849,0.2,-0.6269306999851533,2.031247194019648
