verdict_id,source_id,sample_id,published_tau_alpha,physical_time_particle_trajectory_ready,raw_peak_time_over_tau_alpha,raw_late_time_over_tau_alpha,raw_peak_ngp,raw_late_ngp,raw_peak_to_late_ngp_ratio,cage_relative_peak_time_over_tau_alpha,cage_relative_late_time_over_tau_alpha,cage_relative_peak_ngp,cage_relative_late_ngp,cage_relative_peak_to_late_ngp_ratio,late_pair_count,shared_ngp_peak_and_decay,representation_late_ngp_log_difference,representation_sensitive,finite_exchange_selection_claim_allowed,real_pe_inversion_ready,thermodynamic_claim_allowed,primary_blocker,verdict_stage,area_fraction,time_step_seconds,source_url,source_sha256,raw_peak_lag_seconds,raw_late_lag_seconds,cage_relative_peak_pair_count,cage_relative_late_pair_count,cage_relative_peak_origin_count,cage_relative_late_origin_count
weeks_hard_colloid_true_time_verdict,vivek2017_2d_hard_colloid,t2_10_29b,3000.0,1.0,0.4015,11.0,1.8230914065529982,0.38210628626838106,4.771163082285719,0.4015,11.0,1.7494564362558997,0.8216736572116261,2.129137791994856,85078.0,1.0,0.7656444993244226,1.0,0.0,0.0,0.0,two_dimensional_representation_dependence;event_segmentation;late_gaussian_recovery,true_time_dynamic_signature_representation_sensitive,0.76,16.5,https://faculty.college.emory.edu/sites/weeks/data/2dskanda/t2_10_29b.zip,4f91a2dd8090a175b727935ef689fb8ebd2c673a798310f0f25848d27b482877,1204.5,33000.0,682311.0,85078.0,2927.0,1000.0
weeks_hard_colloid_true_time_verdict,vivek2017_2d_hard_colloid,t2_10_30b,14000.0,1.0,0.12021428571428572,2.357142857142857,2.8516706470953856,0.9594168346739362,2.9722958197461105,0.12021428571428572,2.357142857142857,3.0635865152029904,1.3014925741365801,2.3539024164124767,121907.0,1.0,0.3049413827994918,1.0,0.0,0.0,0.0,two_dimensional_representation_dependence;event_segmentation;late_gaussian_recovery,true_time_dynamic_signature_representation_sensitive,0.78,16.5,https://faculty.college.emory.edu/sites/weeks/data/2dskanda/t2_10_30b.zip,48a6d4dc642ad5b7d3913fc871312d116f9ccc92863eccac5f2e6e56148c07eb,1683.0,33000.0,614629.0,121907.0,2898.0,1000.0
