metric,mean,standard_deviation,standard_error,ci95_low,ci95_high,ci95_critical_value,ci95_method,independent_replicate_count,temperature,threshold,half_window,independence_class,thermodynamic_claim_allowed
event_rate,0.00017261723120740513,1.1404892340635307e-05,6.584617662944496e-06,0.00014428590804451498,0.00020094855437029528,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
exchange_mean,1724.9789509868604,30.371228210541602,17.534836782975752,1649.532637634041,1800.4252643396796,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
exchange_cv2,1.3325868583504048,0.03320319852360239,0.019169875605558422,1.2501055407440893,1.4150681759567203,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
stationary_persistence_mean,2011.5039687245983,10.114513585955983,5.8396171415738145,1986.378124088769,2036.6298133604275,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
persistence_exchange_ratio,1.1662934291752023,0.016601599261801308,0.009584937802779279,1.1250527703720443,1.2075340879783603,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
jump_squared_mean,0.27341576494271114,0.0021076729232893414,0.0012168655296247867,0.2681800151497361,0.27865151473568617,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
count_fano,1.6404066606326115,0.20606524910725882,0.11897182704270318,1.1285122042247928,2.1523011170404303,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
correlated_diffusion,9.784349190121837e-06,5.790893646474163e-07,3.343374005640352e-07,8.345811460873551e-06,1.1222886919370122e-05,4.302652729911275,student_t_independent_replicates,3.0,0.45,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
