replicate,median_empirical_iid_relative_error,median_gamma_iid_relative_error,median_temporal_memory_excess_fraction,median_persistent_environment_excess_fraction,median_waiting_correlation_z_vs_shuffle,median_complete_wait_particle_fraction,median_complete_waits_per_supported_particle,persistent_environment_identifiable,environment_support_gate,minimum_collective_covariance_ratio_supported_windows,collective_covariance_detected,waiting_failure_verdict,temperature,event_definition,thermodynamic_claim_allowed
1.0,0.20233174260770181,0.3079675302410467,0.10481901016054129,3.2351575927837084,22.075253152010884,0.923405553860238,26.158294778585592,1.0,posthoc_conservative_fraction_0p8_and_ten_waits,8.128780297085482,1.0,persistent_particle_environment_required,0.45,debye_waller_finite_duration_cage_jump,0.0
2.0,0.19022894840501625,0.3473085040364494,0.09714109998963472,2.890615598416086,18.80978665416716,0.9276777540433323,26.164144736842104,1.0,posthoc_conservative_fraction_0p8_and_ten_waits,8.053455834264504,1.0,persistent_particle_environment_required,0.45,debye_waller_finite_duration_cage_jump,0.0
3.0,0.19184452060358204,0.3553977296960694,0.09668140325729646,2.913141056390829,14.7626954741606,0.9435459261519683,24.8745148771022,1.0,posthoc_conservative_fraction_0p8_and_ten_waits,11.243729872599298,1.0,persistent_particle_environment_required,0.45,debye_waller_finite_duration_cage_jump,0.0
