benchmark_id,alpha_wave_numbers,raw_curve_protocol_passes,exchange_mean,persistence_mean,persistence_exchange_ratio,anchor_wave_number,anchor_tau_alpha,poisson_tau_alpha,stokes_einstein_growth_over_poisson,max_multik_tau_alpha_abs_log_residual,late_time,observed_late_ngp,predicted_late_ngp,late_ngp_log_residual,chi4_peak,poisson_chi4_peak,chi4_peak_growth_over_poisson,multik_tau_alpha_consistent,late_ngp_consistent,chi4_proxy_growth_consistent,passes_joint_protocol,observed_chi4_peak,predicted_chi4_peak,chi4_peak_log_residual,max_multik_tau_alpha_z,late_ngp_z,chi4_peak_z,z_threshold,multik_tau_alpha_z_consistent,late_ngp_z_consistent,chi4_peak_z_consistent,passes_uncertainty_protocol,scenario,late_ngp_multiplier
synthetic_consistent_raw_curves,0.7;1.1;1.6,1.0,1.0,6.999998178751154,6.999998178751154,1.1,9.315226097032722,2.8964617096967666,3.2160708584019027,1.4343900830481103e-06,560.0,0.001951397729601071,0.0019513718642578412,1.3254865606715528e-05,0.172287866546527,0.06960757471287837,2.4751310077558464,1.0,1.0,1.0,1.0,0.17228788167014797,0.172287866546527,8.778111074663271e-08,4.8526664623511e-05,0.0002716708548199549,1.7991558798982132e-06,3.0,1.0,1.0,1.0,1.0,consistent_raw_curves,1.0
synthetic_late_ngp_mismatch,0.7;1.1;1.6,0.0,1.0,6.999998178751154,6.999998178751154,1.1,9.315226097032722,2.8964617096967666,3.2160708584019027,1.4343900830481103e-06,560.0,0.0035125159132819283,0.0019513718642578412,0.5877999197677257,0.172287866546527,0.06960757471287837,2.4751310077558464,1.0,0.0,1.0,0.0,0.17228788167014797,0.172287866546527,8.778111074663271e-08,4.8526664623511e-05,12.047508545502986,1.7991558798982132e-06,3.0,1.0,0.0,1.0,0.0,late_ngp_mismatch,1.8
