record,model,held_clone_index,history_length,history_time_tau,slow_mode_count,state_mode_count,include_smooth_cage_position,include_smooth_cage_velocity,captured_force_history_variance_fraction,trajectory_sha256,lag_frames,observed_msd,predicted_msd,observed_ngp,predicted_ngp,wave_number,observed_fs,predicted_fs,fs_scaled_absolute_error
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018392432538432736,0.058647658035706485,0.05427711523118117,3.0,0.9727701312672095,0.9728075667256465,3.848335514606538e-05
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018392432538432736,0.058647658035706485,0.05427711523118117,7.25,0.851516840148548,0.8517490660522884,0.00027272027139225877
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.028595489131891527,0.09029398434225122,0.0287007517507758,1.0,0.9953484902025329,0.995245706019049,0.00010326451940761691
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.028595489131891527,0.09029398434225122,0.0287007517507758,3.0,0.9589630391872777,0.9580354078447659,0.0009673275242160471
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.028595489131891527,0.09029398434225122,0.0287007517507758,7.25,0.7843636225355252,0.7789695147612629,0.006877049902984243
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.04304417699800752,0.1369306002645696,0.03382521045576703,1.0,0.9939521946400143,0.9928523536464188,0.0011065330903503245
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.04304417699800752,0.1369306002645696,0.03382521045576703,3.0,0.9470169955776053,0.9375292267351979,0.010018583496086723
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.04304417699800752,0.1369306002645696,0.03382521045576703,7.25,0.7310726749750059,0.6873491443367766,0.05980736544383107
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.08432217270821192,0.15391691704150134,-0.00010911094397403343,1.0,0.9928353822872772,0.9860437275648843,0.006840665475424889
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.08432217270821192,0.15391691704150134,-0.00010911094397403343,3.0,0.937554742216891,0.8811261678590143,0.06018696489598963
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.08432217270821192,0.15391691704150134,-0.00010911094397403343,7.25,0.6907725807529485,0.47664351331707056,0.30998489720375877
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,0.16636353680639016,0.17838953745308017,-0.022574615836552292,1.0,0.9910430128269488,0.9726477183277397,0.018561550065053816
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,0.16636353680639016,0.17838953745308017,-0.022574615836552292,3.0,0.9225371690957154,0.7787920650957952,0.15581497289786297
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,0.16636353680639016,0.17838953745308017,-0.022574615836552292,7.25,0.6315710012323086,0.23005455313759293,0.635742374667749
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,0.2562405013437593,0.24139108809708065,-0.016718472818909147,1.0,0.9889912512832166,0.9581828539694836,0.031151334527741447
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,0.2562405013437593,0.24139108809708065,-0.016718472818909147,3.0,0.9060171168380354,0.6805454678935899,0.24886025302847786
held_clone,hankel_slow_16,1.0,64.0,0.63,16.0,17.0,0.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,0.2562405013437593,0.24139108809708065,-0.016718472818909147,7.25,0.5791997277742773,0.11183720537536482,0.8069108115690459
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.0001702717622341902,0.006096013908619247,0.007021175389361867,1.0,0.9999713596495858,0.9999716217846699,2.6214259193937274e-07
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.0001702717622341902,0.006096013908619247,0.007021175389361867,3.0,0.999742266374433,0.9997446257023833,2.359936185250015e-06
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.0001702717622341902,0.006096013908619247,0.007021175389361867,7.25,0.9984957026299639,0.9985094853013264,1.3803435834762552e-05
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.0006717701468672841,0.006297379164590611,0.007818218906853414,1.0,0.9998873271029378,0.9998880447196055,7.176975327050291e-07
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.0006717701468672841,0.006297379164590611,0.007818218906853414,3.0,0.9989864009318942,0.9989928638841366,6.469509731415779e-06
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.0006717701468672841,0.006297379164590611,0.007818218906853414,7.25,0.994094805471887,0.9941326888199614,3.810838550397223e-05
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.0025506775292503613,0.007367262060328006,0.016954826639171028,1.0,0.9995749283246746,0.9995749801389274,5.183628691454837e-08
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.0025506775292503613,0.007367262060328006,0.016954826639171028,3.0,0.9961808617522988,0.9961815123664101,6.531084226094621e-07
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.0025506775292503613,0.007367262060328006,0.016954826639171028,7.25,0.9779005906606164,0.9779100910003,9.715036246365575e-06
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.008425352821498241,0.014765669429553485,0.0746734000425695,1.0,0.9986136288368089,0.9985968391779888,1.6812967833899196e-05
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.008425352821498241,0.014765669429553485,0.0746734000425695,3.0,0.9875922293957351,0.9874478334556943,0.00014621008118820096
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.008425352821498241,0.014765669429553485,0.0746734000425695,7.25,0.9296946394219306,0.9290511291948764,0.0006921737522917708
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018272397491403723,0.058647658035706485,0.031844035363037815,1.0,0.9969354187052918,0.9969593906064538,2.40455908298673e-05
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018272397491403723,0.058647658035706485,0.031844035363037815,3.0,0.9727701312672095,0.9729759065816898,0.0002115353955329967
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018272397491403723,0.058647658035706485,0.031844035363037815,7.25,0.851516840148548,0.8524219737020133,0.0010629661220880025
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.027839172754016463,0.09029398434225122,0.023155473235768165,1.0,0.9953484902025329,0.9953712042983798,2.282024443744661e-05
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.027839172754016463,0.09029398434225122,0.023155473235768165,3.0,0.9589630391872777,0.9591260642375993,0.00017000139073116208
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.027839172754016463,0.09029398434225122,0.023155473235768165,7.25,0.7843636225355252,0.784281066612473,0.00010525210588592194
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.04198959278846285,0.1369306002645696,0.007400062173845701,1.0,0.9939521946400143,0.9930261454752914,0.0009316838070448888
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.04198959278846285,0.1369306002645696,0.007400062173845701,3.0,0.9470169955776053,0.938956559779782,0.008511395081042988
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.04198959278846285,0.1369306002645696,0.007400062173845701,7.25,0.7310726749750059,0.6921772206911049,0.05320326639924113
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.08059470850162986,0.15391691704150134,-0.012687161872472541,1.0,0.9928353822872772,0.986656334683523,0.006223637587853711
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.08059470850162986,0.15391691704150134,-0.012687161872472541,3.0,0.937554742216891,0.8860593993391549,0.05492515856297944
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.08059470850162986,0.15391691704150134,-0.012687161872472541,7.25,0.6907725807529485,0.49278290076580195,0.2866206411541928
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,0.14724039264960748,0.17838953745308017,-0.007925777869691286,1.0,0.9910430128269488,0.9757543043947602,0.01542688685991301
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,0.14724039264960748,0.17838953745308017,-0.007925777869691286,3.0,0.9225371690957154,0.801536491291816,0.1311607617094778
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,0.14724039264960748,0.17838953745308017,-0.007925777869691286,7.25,0.6315710012323086,0.27146178339594146,0.5701801018946869
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,0.21948555551105556,0.24139108809708065,0.00019704254101959862,1.0,0.9889912512832166,0.9640754331122616,0.025193163375941616
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,0.21948555551105556,0.24139108809708065,0.00019704254101959862,3.0,0.9060171168380354,0.7191567691007873,0.20624372792137027
held_clone,hankel_slow_16_position,1.0,64.0,0.63,16.0,18.0,1.0,0.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,0.21948555551105556,0.24139108809708065,0.00019704254101959862,7.25,0.5791997277742773,0.1428382416193093,0.7533868978699253
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.0001707453909142926,0.006096013908619247,0.003219536153060698,1.0,0.9999713596495858,0.9999715428398778,1.8319553872023186e-07
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.0001707453909142926,0.006096013908619247,0.003219536153060698,3.0,0.999742266374433,0.9997439147185833,1.6487690935207823e-06
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.0001707453909142926,0.006096013908619247,0.003219536153060698,7.25,0.9984957026299639,0.9985053177076676,9.62956343063849e-06
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.0006716092661221147,0.006297379164590611,0.00400896164989506,1.0,0.9998873271029378,0.9998880714054624,7.443863967852977e-07
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.0006716092661221147,0.006297379164590611,0.00400896164989506,3.0,0.9989864009318942,0.9989930948831652,6.7007431380643386e-06
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.0006716092661221147,0.006297379164590611,0.00400896164989506,7.25,0.994094805471887,0.9941337486398464,3.917450100837836e-05
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.002532225670100535,0.007367262060328006,0.018127270471252288,1.0,0.9995749283246746,0.9995780529254774,3.1259295468713274e-06
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.002532225670100535,0.007367262060328006,0.018127270471252288,3.0,0.9961808617522988,0.9962089864882355,2.8232559986393268e-05
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.002532225670100535,0.007367262060328006,0.018127270471252288,7.25,0.9779005906606164,0.9780649223013043,0.00016804534352192195
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.008295841828201877,0.014765669429553485,0.07735634063506858,1.0,0.9986136288368089,0.9986183810820812,4.7588427947199866e-06
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.008295841828201877,0.014765669429553485,0.07735634063506858,3.0,0.9875922293957351,0.987638614094475,4.696746021202999e-05
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.008295841828201877,0.014765669429553485,0.07735634063506858,7.25,0.9296946394219306,0.9300701845757748,0.0004039446264611145
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018780677596001046,0.058647658035706485,0.02591002936774567,1.0,0.9969354187052918,0.9968748880872308,6.0716689291273005e-05
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018780677596001046,0.058647658035706485,0.02591002936774567,3.0,0.9727701312672095,0.9722304791261321,0.0005547581321954482
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.018780677596001046,0.058647658035706485,0.02591002936774567,7.25,0.851516840148548,0.8485304842044032,0.0035071014492488316
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.030873975303830577,0.09029398434225122,0.036874884183220935,1.0,0.9953484902025329,0.9948681463178173,0.00048258865055181646
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.030873975303830577,0.09029398434225122,0.036874884183220935,3.0,0.9589630391872777,0.9547911332180081,0.004350434582760587
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.030873975303830577,0.09029398434225122,0.036874884183220935,7.25,0.7843636225355252,0.7642834474053892,0.025600594613535217
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.0501970604374349,0.1369306002645696,0.03270472294036231,1.0,0.9939521946400143,0.9916700875545108,0.0022959928030844537
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.0501970604374349,0.1369306002645696,0.03270472294036231,3.0,0.9470169955776053,0.9275734192866021,0.020531391075135033
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.0501970604374349,0.1369306002645696,0.03270472294036231,7.25,0.7310726749750059,0.6467567836122993,0.11533175052068426
held_clone,hankel_slow_16_position_velocity,1.0,64.0,0.63,16.0,19.0,1.0,1.0,0.9897447832486934,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.09814463765022742,0.15391691704150134,0.020698578755617758,1.0,0.9928353822872772,0.9837782281893989,0.009122513419105402
