clone_count,target_count,coordinate_definition,auxiliary_variable,model,prediction_scope,thermodynamic_claim_allowed,heldout_state_r_squared,heldout_state_r_squared_standard_error,diffusion_relative_error,diffusion_relative_error_standard_error,force_auxiliary_fs_max_relative_error,force_auxiliary_fs_max_relative_error_standard_error,force_auxiliary_ngp_max_absolute_error,force_auxiliary_ngp_max_absolute_error_standard_error,single_pair_force_auxiliary_relative_closure_allowed
4.0,8.0,raw_tagged_A_particle,exact_KA_pair_force_from_full_recorded_configuration,two_variable_linear_Markov_embedding_with_joint_empirical_innovation,first_half_v_pairforce_to_second_half_raw_MSD_NGP_Fs,0.0,0.9855642006108334,0.0008258511663198023,0.7539123356525574,0.025950992377780518,0.2400329085145057,0.03577737021719924,0.2408139257033585,0.012552240822959122,0.0
