model,mean_observed_diffusion,mean_predicted_diffusion,mean_coverage,standard_deviation_coverage,standard_error_coverage,ci95_low_coverage,ci95_high_coverage,ci95_critical_value,ci95_method,replicates_within_tolerance,independent_replicate_count,temperature,calibration_time,heldout_time,thermodynamic_claim_allowed
uncorrelated_event_clock,2.856588657272773e-05,1.0316031697347037e-05,0.37253212343340364,0.08800310774491628,0.05080861794605106,0.15392028472480807,0.5911439621419992,4.302652729911275,student_t_independent_replicates,0.0,3.0,0.45,5000.0,5000.0,0.0
correlated_event_clock,2.856588657272773e-05,1.3642317299540098e-05,0.49221617486634806,0.11346488422557102,0.06550898145120315,0.21035377699162178,0.7740785727410744,4.302652729911275,student_t_independent_replicates,0.0,3.0,0.45,5000.0,5000.0,0.0
