thermo_row_count,final_half_row_count,all_thermodynamic_values_finite,final_temperature,final_pressure,final_half_temperature_mean,final_half_temperature_std,final_half_temperature_slope_per_tau,final_half_total_energy_mean,final_half_total_energy_std,final_half_total_energy_slope_per_tau,duration_tau,potential_protocol,stationarity_diagnostic_only,equilibrium_glass_claim_allowed,thermodynamic_claim_allowed
102.0,50.0,True,0.58317703,4.3540919,0.5833315802000001,0.007464054413330464,-0.0011253373781512643,-6.234404768000001,0.014697462775587365,-0.004668828523409372,10.0,ka_lj_c3_switch,True,False,False
