record,model,held_clone_count,thermodynamic_claim_allowed,mean_negative_log_likelihood,maximum_negative_log_likelihood,mean_mean_squared_mahalanobis_per_dimension,maximum_mean_squared_mahalanobis_per_dimension,mean_maximum_absolute_whitened_covariance_error,maximum_maximum_absolute_whitened_covariance_error,mean_maximum_absolute_component_excess_kurtosis,maximum_maximum_absolute_component_excess_kurtosis,mean_maximum_absolute_whitened_correlation,maximum_maximum_absolute_whitened_correlation,mean_maximum_absolute_squared_whitened_correlation,maximum_maximum_absolute_squared_whitened_correlation,mean_gaussian_energy_distance,maximum_gaussian_energy_distance,mean_isotropic_floor_variance_fraction,maximum_isotropic_floor_variance_fraction,every_fold_absolute_gate_pass,conditional_diffusion_estimator,mean_constant_to_tensor_nll_improvement,constant_to_tensor_nll_improvement_standard_error,constant_to_tensor_nll_improvement_ci95_low,constant_to_tensor_nll_improvement_ci95_high,mean_trace_to_tensor_nll_improvement,trace_to_tensor_nll_improvement_ci95_low,trace_to_tensor_nll_improvement_ci95_high,every_fold_nll_improves,every_fold_squared_memory_reduction_25pct,every_fold_exact_tensor_absolute_gate_pass,permuted_tensor_null_rejected,every_fold_floor_fraction_pass,l2p_diffusion_probe_converged,l2p_diffusion_numerical_gate_pass,l2p_conditional_diffusion_supported,l2p_conditional_diffusion_informative_but_insufficient,l2p_tensor_orientation_required,l3p_derivation_authorized,microscopic_environment_coordinate_z_allowed,continuous_gaussian_langevin_bath_allowed,autonomous_single_particle_gle_allowed,complete_event_clock_closure_allowed,kramers_escape_claim_allowed
model_aggregate,constant_full,4,0,-0.68129707361,-0.547775528418,1.00696923784,1.1065212068,0.0878887622868,0.152107498361,3.36228274272,6.10800919867,0.0390393825694,0.0428448259335,0.315092087678,0.510811020839,0.0127169429015,0.017988631756,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
model_aggregate,constant_isotropic,4,0,-0.681502388198,-0.547400650243,1.00649447775,1.1066246243,0.0852988512938,0.160339852928,3.36345301739,6.14798953788,0.0390597287637,0.0428813848232,0.315171010421,0.512733023767,0.0126367425184,0.0181060078091,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
model_aggregate,trace_only,4,0,-0.808715927763,-0.723371865767,1.00544232031,1.03375976728,0.0385624178184,0.0629882441667,0.829622211646,1.10473481727,0.0447239755325,0.0487320273559,0.143665025399,0.206332446156,0.0103474083113,0.0141603884556,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
model_aggregate,exact_tensor,4,0,-0.958217668518,-0.882643631677,1.00581961056,1.03939917754,0.0366142608316,0.0555650953726,0.496487260062,0.671899027863,0.0774654304537,0.0917445146118,0.116108154031,0.160910615065,0.00979372562536,0.0154984230737,0.218567461494,0.220151947846,0,,,,,,,,,,,,,,,,,,,,,,,,
model_aggregate,permuted_tensor,4,0,-0.704657658247,-0.575869266823,1.00529818578,1.09538160775,0.0712671370695,0.130560364684,3.16706255628,5.43166707881,0.0378853871184,0.041318566955,0.286939330831,0.447531724865,0.0120689645996,0.017359586531,0.76232402626,0.768831315938,0,,,,,,,,,,,,,,,,,,,,,,,,
verdict,l2p_conditional_diffusion_deterministic_velocity_jacobian_tensor,4,0,,,,,,,,,,,,,,,,,,deterministic_velocity_jacobian,0.276920594908,0.0220691587791,0.206686682091,0.347154507725,0.149501740755,0.132789497961,0.166213983549,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
