mechanism_state,low_temperature_mechanism_state,low_temperature_gate_resolved,high_temperature_control_resolved,gate_input_completeness_pass,cell_grid_and_row_completeness_pass,global_source_segment_schedule_preserved,substantive_interpretation_condition,low_within_memory_length_resolved,low_within_memory_length,low_cross_memory_length_resolved,low_cross_memory_length,high_within_memory_length_resolved,high_within_memory_length,high_cross_memory_length_resolved,high_cross_memory_length,selected_low_replicate_scores_pass,persistent_within_strictly_better_all_replicates,within_cooling_memory_growth,cross_cooling_memory_growth,low_largest_nonfull_length,low_largest_nonfull_tau,low_largest_nonfull_within_precision_pass,low_largest_nonfull_cross_precision_pass,low_largest_nonfull_within_curve_pass,low_largest_nonfull_cross_curve_pass,low_largest_nonfull_both_models_ensemble_curve_rejected,low_full_path_control_ensemble_pass,low_full_path_control_all_replicates_pass,low_full_path_control_failed_replicate_count,low_mechanism_identifiable_against_full_path_control,ensemble_cancellation_detected,independent_replicate_memory_lower_bound_claim_allowed,low_owner_identity_paired_ordering_count,low_owner_identity_paired_ordering_total,low_owner_identity_replicate_first_mean_score_difference,low_owner_identity_replicate_first_standard_error,low_owner_identity_replicate_first_t95_ci_low,low_owner_identity_replicate_first_t95_ci_high,owner_identity_information_supported_exploratory,owner_identity_sufficiency_claim_allowed,static_vs_finite_exchange_resolved,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
mechanism_unresolved,mechanism_unresolved,0.0,0.0,0.0,1.0,1.0,conditional_on_preserved_global_source_segment_schedule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,2500.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,21.0,21.0,2.0718621990041886,0.27773289433991805,0.8768740029863806,3.2668503950219963,1.0,0.0,0.0,0.0,0.0,0.0
