block_size,independent_replicate_count,two_mode_selection_fraction,two_mode_transfer_pass_fraction,mean_bic_gain_two_over_one,mean_time_scale_ratio,mean_slow_amplitude_fraction,mean_two_mode_heldout_rmse,mean_single_mode_heldout_rmse,mean_late_signed_error,ci95_low_late_signed_error,ci95_high_late_signed_error,ci95_critical_value
20.0,3.0,1.0,1.0,59.74421129921135,13.113685005384228,0.4670245217979125,0.012910148822109698,0.024534962003113794,0.015201702605236638,-0.01215543335384949,0.042558838564322764,4.302652729911275
50.0,3.0,1.0,1.0,25.48904221097659,10.731581498117025,0.46105440901963707,0.020966136491301347,0.036032535363626335,0.018947566162624562,-0.0387552585059715,0.07665039083122063,4.302652729911275
