wave_number,observed_debye_waller_plateau,observed_diffusion_coefficient,observed_tau_alpha,observed_peak_time,observed_peak_ngp,true_cage_variance,true_jump_variance,true_renewal_rate,true_renewal_delay,threshold,cage_variance,jump_variance,jump_to_cage_variance,renewal_rate,renewal_delay,lambda_tau_delay,target_renewal_count,scaled_peak_time,peak_timing_ratio,reconstructed_debye_waller_plateau,reconstructed_diffusion_coefficient,reconstructed_tau_alpha,reconstructed_peak_time,reconstructed_peak_ngp,log_tau_alpha_residual
1.1,0.5460744266397094,0.072,18.968638651492036,11.30678245091849,0.2,1.0,0.8,0.18,3.0,0.36787944117144233,0.9999999999999998,0.7999999999999998,0.8,0.18000000000000002,3.0000000000000004,0.5400000000000001,1.25,3.768927483639496,0.6141839621120793,0.5460744266397094,0.072,18.968638651492043,11.306782450918487,0.2,4.440892098500625e-16
