lag,metric,mean,standard_deviation,standard_error,ci95_low,ci95_high,ci95_critical_value,ci95_method,independent_replicate_count,temperature,independence_class,thermodynamic_claim_allowed
512.0,fs_k5,0.00034632188546807643,0.0007908237046196257,0.0003536671123495395,-0.0006356154374842426,0.0013282592084203953,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,fs_k7p25,0.00033784080298478994,0.0011947041795069312,0.0005342879516761218,-0.0011455803652125366,0.0018212619711821163,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,fs_k9,0.00010363377956880671,0.0006625435274028521,0.0002962984730650544,-0.0007190226656502453,0.0009262902247878588,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1024.0,msd,5.843765327966679,0.13996217095009683,0.06259298570457257,5.669979339187503,6.017551316745855,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1024.0,ngp_3d,0.041882767895904796,0.010443773198665981,0.0046705973627615095,0.028915110709715856,0.054850425082093736,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1024.0,overlap_mean,0.0028811921472891872,0.0002604037530980942,0.000116456098704682,0.002557858182070141,0.0032045261125082333,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1024.0,overlap_chi4,0.0027100116976909775,0.00021857036438539305,9.774763852652758e-05,0.0024386207451593564,0.0029814026502225986,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1024.0,fs_k5,0.00046344033974601737,0.002702391053622333,0.001208546019537363,-0.0028920213406047777,0.003818902020096812,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1024.0,fs_k7p25,-1.4812614627207968e-05,0.0012585787170673612,0.0005628535132794188,-0.0015775444965152347,0.0015479192672608188,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1024.0,fs_k9,3.0870020634004536e-05,0.0006470259970264094,0.00028935882251212566,-0.0007725188657755854,0.0008342589070435944,2.7764451051977987,student_t_independent_replicates,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
