time,log10_time,renewal_mean,poisson_alpha_decay,gamma_exchange_alpha_decay,static_gamma_alpha_decay,poisson_ngp,gamma_exchange_ngp,static_gamma_ngp,gamma_exchange_alpha_slope_per_renewal,static_gamma_alpha_slope_per_renewal,static_gamma_late_ngp_plateau,static_gamma_late_alpha_decay_per_renewal,gamma_exchange_late_ngp_renewal_amplitude,gamma_exchange_late_alpha_decay_per_renewal
64.01176082416531,1.8062597738556976,10.712116948934238,0.016406169056890237,0.22785630648069266,0.379445678211827,0.07486161937711411,1.0428051952696702,2.079677673762736,0.13807168933028158,0.09046240228970094,2.5,0.0,26.0,0.09440460177605386
64.66576518775513,1.8106744209315058,10.82983773426592,0.01568162296382886,0.22512559831271123,0.37793621439759467,0.07421637678824666,1.0388798178764713,2.083594671392878,0.1376841328915358,0.08984713035014356,2.5,0.0,26.0,0.09440460177605386
65.32645147513658,1.815089068007314,10.94876126590168,0.014982159488971455,0.22240377347207269,0.37643245659934305,0.07357555080802425,1.0349225376051514,2.0874784028187197,0.13729961894234083,0.08923535934802518,2.5,0.0,26.0,0.09440460177605386
65.9938879551287,1.8195037150831221,11.068899832225043,0.014307223420112815,0.21969104480023982,0.37493438738839246,0.07293913515525907,1.0309340794947683,2.091329087361972,0.136918129572988,0.08862707677853464,2.5,0.0,26.0,0.09440460177605386
66.66814359404903,1.8239183621589303,11.190265847169938,0.013656259751049137,0.2169876265797589,0.3734419893304834,0.07230712295337138,1.0269151660142055,2.095146944183943,0.13653964689530507,0.08802227009695754,2.5,0.0,26.0,0.09440460177605386
67.34928806283985,1.8283330092347385,11.312871851503312,0.01302871413230253,0.21429373446298397,0.37195524498677296,0.07167950674657364,1.0228665169403188,2.09893219225396,0.13616415304385487,0.08742092671991511,2.5,0.0,26.0,0.09440460177605386
68.03739174426735,1.8327476563105467,11.43673051412088,0.012424033316003235,0.21160958539855904,0.37047413691481446,0.0710562785157649,1.01878884923802,2.1026850503185637,0.1357916301771187,0.08682303402659174,2.5,0.0,26.0,0.09440460177605386
68.73252574019429,1.837162303386355,11.561854633356138,0.0118416655942748,0.20893539755565835,0.3689986476695225,0.07043742969414324,1.0146828769423024,2.106405736871459,0.13542206047866504,0.0862285793599511,2.5,0.0,26.0,0.09440460177605386
69.4347618789269,1.841576950462163,11.68825713830272,0.011281061230480324,0.20627139024598695,0.36752875980412253,0.06982295118253878,1.0105493110422443,2.1100944701242184,0.13505542615830404,0.08563755002794116,2.5,0.0,26.0,0.09440460177605386
70.14417272263698,1.8459915975379713,11.81595109015034,0.01074167288270146,0.20361778384354595,0.36606445587108494,0.06921283336446926,1.0063888593669874,2.1137514679777096,0.13469170945322648,0.08504993330468774,2.5,0.0,26.0,0.09440460177605386
70.86083157485973,1.8504062446137794,11.944949683534354,0.010222956018838478,0.20097479970216822,0.36460571842304507,0.06860706612092282,1.002202226473724,2.1173769479942637,0.13433089262912837,0.08446571643167686,2.5,0.0,26.0,0.09440460177605386
71.58481248806821,1.8548208916895876,12.075266247899101,0.009724369322736874,0.19834266007083562,0.36315253001370823,0.06800563884486954,0.9979901135376978,2.1209711273705465,0.13397295798132064,0.08388488661892607,2.5,0.0,26.0,0.09440460177605386
72.31619027132523,1.8592355387653958,12.206914248875234,0.009245375090764596,0.1957215880067869,0.3617048731987401,0.06740854045551004,0.993753218244236,2.12453422291113,0.13361788783582412,0.08330743104614427,2.5,0.0,26.0,0.09440460177605386
73.05504049801333,1.863650185841204,12.33990728967108,0.0087854396182851,0.19311180728643113,0.36026273053664326,0.06681575941225604,0.9894922346828294,2.1280664510027667,0.13326566455044955,0.08273333686388064,2.5,0.0,26.0,0.09440460177605386
73.80143951364383,1.8680648329170122,12.474259112478252,0.008344033575492828,0.1905135423140833,0.35882608458961907,0.06622728372845388,0.9852078532432684,2.1315680275893314,0.13291627051586294,0.0821625911946623,2.5,0.0,26.0,0.09440460177605386
74.55546444374562,1.8724794799928204,12.609983599891605,0.007920632372101354,0.18792701802854153,0.3573949179244163,0.06564310098485393,0.9809007605138557,2.1350391681474443,0.132569688156636,0.08159518113412094,2.5,0.0,26.0,0.09440460177605386
75.31719320183454,1.8768941270686286,12.74709477634371,0.007514716510398779,0.18535245980752638,0.3559692131131656,0.0650631983428196,0.9765716391816976,2.1384800876627437,0.13222589993228193,0.08103109375210826,2.5,0.0,26.0,0.09440460177605386
