block_size,independent_replicate_count,mean_early_identity_signed_error,mean_late_identity_signed_excess,standard_error_late_identity_signed_excess,ci95_low_late_identity_signed_excess,ci95_high_late_identity_signed_excess,ci95_critical_value,late_positive_excess_detected,early_identity_transfer_within_tolerance,replica_block_pass_fraction
20.0,3.0,0.02487590586515086,0.04421455527506768,0.006218816997249416,0.017457145345033842,0.07097196520510152,4.302652729911275,1.0,1.0,0.3333333333333333
50.0,3.0,0.012101086102765187,0.07507848994077883,0.011145530225161049,0.02712314389118102,0.12303383599037664,4.302652729911275,1.0,1.0,0.0
100.0,3.0,0.029288127688104664,0.09301762774331968,0.016769349237328496,0.020864941468492673,0.1651703140181467,4.302652729911275,1.0,0.0,0.0
