parent_group,target_slot,a_particle_index,escape_successes,clone_trials,observed_committor,geometry_heldout_committor,radial_heldout_committor,geometry_radial_heldout_committor,geometry_heldout_baseline_committor,radial_heldout_baseline_committor,geometry_radial_heldout_baseline_committor,thermodynamic_claim_allowed
1,32,1836,3,8,0.375,0.5939439279952787,0.480648783855372,0.4707318086169581,0.6787109375,0.6787109375,0.6787109375,False
1,33,1849,5,8,0.625,0.7232968959059907,0.767428518322408,0.7761718159015858,0.6787109375,0.6787109375,0.6787109375,False
1,34,1911,5,8,0.625,0.6459164064996299,0.6318187291987531,0.6255244031472982,0.6787109375,0.6787109375,0.6787109375,False
1,35,1937,5,8,0.625,0.6482789175824232,0.6775683931009273,0.6857970238547213,0.6787109375,0.6787109375,0.6787109375,False
1,36,1956,6,8,0.75,0.7203407931728161,0.765762695697227,0.763098156326928,0.6787109375,0.6787109375,0.6787109375,False
1,37,1959,5,8,0.625,0.6790935906800504,0.626607103872792,0.6467808334167893,0.6787109375,0.6787109375,0.6787109375,False
1,38,1975,5,8,0.625,0.7197430302796655,0.5967530396456712,0.6308379656876708,0.6787109375,0.6787109375,0.6787109375,False
1,39,2010,6,8,0.75,0.7023619102984155,0.8099331202212976,0.8022881823186097,0.6787109375,0.6787109375,0.6787109375,False
1,40,2138,3,8,0.375,0.6788592301046641,0.7360934932084896,0.7439948043732714,0.6787109375,0.6787109375,0.6787109375,False
1,41,2141,3,8,0.375,0.6539743177352663,0.5795552721996452,0.5876118155562233,0.6787109375,0.6787109375,0.6787109375,False
1,42,2256,3,8,0.375,0.6389731088749278,0.7153389077981829,0.6821999241406036,0.6787109375,0.6787109375,0.6787109375,False
1,43,2277,4,8,0.5,0.6516027781826448,0.6553178770029396,0.6488098911623741,0.6787109375,0.6787109375,0.6787109375,False
1,44,2288,4,8,0.5,0.7055590787644805,0.6601945125026766,0.673892268152605,0.6787109375,0.6787109375,0.6787109375,False
1,45,2412,4,8,0.5,0.7111202042369198,0.5975138404122652,0.6101711790732655,0.6787109375,0.6787109375,0.6787109375,False
1,46,2426,7,8,0.875,0.7119150849381422,0.7253134834114746,0.7289681169130411,0.6787109375,0.6787109375,0.6787109375,False
1,47,2541,6,8,0.75,0.6947904167206114,0.6915028768346708,0.6789438079768185,0.6787109375,0.6787109375,0.6787109375,False
1,48,2590,7,8,0.875,0.6468589417686879,0.6894502655753175,0.6880947280196688,0.6787109375,0.6787109375,0.6787109375,False
1,49,2687,4,8,0.5,0.7053350744131092,0.7700684692089049,0.7505306563391816,0.6787109375,0.6787109375,0.6787109375,False
1,50,2823,7,8,0.875,0.614099512382324,0.6282721588289415,0.6051635438059692,0.6787109375,0.6787109375,0.6787109375,False
1,51,2826,5,8,0.625,0.6740472179423284,0.6942517194924726,0.7035401863973751,0.6787109375,0.6787109375,0.6787109375,False
1,52,2828,6,8,0.75,0.7158334438100286,0.7177082105536889,0.7238830529288343,0.6787109375,0.6787109375,0.6787109375,False
1,53,2845,5,8,0.625,0.6915082469002665,0.6804613128439999,0.6979767434749485,0.6787109375,0.6787109375,0.6787109375,False
1,54,2879,8,8,1.0,0.6110988979557879,0.6866167499335005,0.6723778963320318,0.6787109375,0.6787109375,0.6787109375,False
1,55,2971,5,8,0.625,0.6592295287592566,0.6504083528859551,0.6254088253621575,0.6787109375,0.6787109375,0.6787109375,False
1,56,3044,5,8,0.625,0.7129155756218887,0.7427318567609715,0.7558009493170293,0.6787109375,0.6787109375,0.6787109375,False
1,57,3053,6,8,0.75,0.6405037088442659,0.6582965952605838,0.6328864691034378,0.6787109375,0.6787109375,0.6787109375,False
1,58,3080,5,8,0.625,0.6896001819214254,0.7265789626591286,0.7333821957080949,0.6787109375,0.6787109375,0.6787109375,False
1,59,3106,5,8,0.625,0.702137620803176,0.5060521254450352,0.5452144299020779,0.6787109375,0.6787109375,0.6787109375,False
1,60,3151,7,8,0.875,0.6600118795358871,0.6967010860592756,0.704896852797897,0.6787109375,0.6787109375,0.6787109375,False
1,61,3182,7,8,0.875,0.7350841711848389,0.8005884619294579,0.8087567276588826,0.6787109375,0.6787109375,0.6787109375,False
1,62,3209,2,8,0.25,0.6443121270238371,0.6563061614218231,0.656005537713884,0.6787109375,0.6787109375,0.6787109375,False
1,63,3267,4,8,0.5,0.718322401899032,0.6515812800271273,0.6666958560792564,0.6787109375,0.6787109375,0.6787109375,False
2,0,128,5,8,0.625,0.5966441828239885,0.6028227281583829,0.5399521321569296,0.67626953125,0.67626953125,0.67626953125,False
2,1,134,4,8,0.5,0.6881845581495788,0.5975219484838709,0.6364923477500345,0.67626953125,0.67626953125,0.67626953125,False
2,2,236,7,8,0.875,0.7080128711619479,0.674153752737786,0.6954628491571941,0.67626953125,0.67626953125,0.67626953125,False
2,3,294,5,8,0.625,0.6568306728852402,0.631986240345058,0.6983751803742084,0.67626953125,0.67626953125,0.67626953125,False
2,4,364,4,8,0.5,0.5425604468496049,0.5893984778620107,0.5104559245484332,0.67626953125,0.67626953125,0.67626953125,False
2,5,419,8,8,1.0,0.7208789962241156,0.8268175159133841,0.8142952664311196,0.67626953125,0.67626953125,0.67626953125,False
2,6,422,6,8,0.75,0.6135978454044123,0.6299030046707554,0.5938284492212378,0.67626953125,0.67626953125,0.67626953125,False
2,7,451,4,8,0.5,0.5850584801081243,0.5474584725947281,0.5218625687630843,0.67626953125,0.67626953125,0.67626953125,False
