replicate,temperature,block_size,first_count,second_count,heldout_probability,two_clock_probability,single_clock_probability,hmm_probability,poisson_probability
1.0,0.45,50.0,3.0,0.0,0.007243629459070412,0.0053476273371652824,0.0049212098448945234,0.007140813715968548,0.0015960359651829381
1.0,0.45,50.0,3.0,1.0,0.004269117787579796,0.0029425832114949226,0.003060460633841542,0.004673335180804801,0.000400674674237732
1.0,0.45,50.0,3.0,2.0,0.0028943693881136666,0.0018610655225571003,0.00201849271191483,0.002591060984131616,5.029341383203464e-05
1.0,0.45,50.0,3.0,3.0,0.0015350329662200276,0.0010300201046110702,0.001140272383040728,0.0009735460873830236,4.2086138497812985e-06
1.0,0.45,50.0,3.0,4.0,0.0006842918042185665,0.0005188613295434181,0.0005806286986472139,0.0002744492103671082,2.6413643239240014e-07
1.0,0.45,50.0,3.0,5.0,0.0002096028949858672,0.0002449133188843997,0.0002753200762938674,6.189580972064495e-05,1.326195415540164e-08
1.0,0.45,50.0,3.0,6.0,6.4730305804459e-05,0.00011035595894730504,0.00012400091761690543,1.1632668538618245e-05,5.548882018626928e-10
1.0,0.45,50.0,3.0,7.0,1.5411977572490238e-05,4.8057601211914235e-05,5.372574793693555e-05,1.8739183785759072e-06,1.990016465523264e-11
1.0,0.45,50.0,3.0,8.0,3.0823955144980473e-06,2.0402341108940307e-05,2.2586984458830004e-05,2.641374864672623e-07,6.244762151708971e-13
1.0,0.45,50.0,3.0,9.0,0.0,8.498754237479986e-06,9.270828514809899e-06,3.30945811159067e-08,1.7418975619117824e-14
1.0,0.45,50.0,3.0,10.0,0.0,3.4914070403564284e-06,3.7319907775964534e-06,3.731867757573383e-09,4.372923000482045e-16
1.0,0.45,50.0,4.0,0.0,0.0022933022627865474,0.0018317074441580497,0.0016189138766935318,0.0020124750720852736,0.000100168668559433
1.0,0.45,50.0,4.0,1.0,0.00168915274194493,0.0010553753587488589,0.0010826095039140145,0.0013174299692506285,2.514670691601732e-05
1.0,0.45,50.0,4.0,2.0,0.0011435687358787756,0.0007965492115615067,0.0008664926410666076,0.0007304373857320576,3.156460387335974e-06
1.0,0.45,50.0,4.0,3.0,0.0006318910804720997,0.0005188613295434181,0.0005806286986472144,0.0002744492103671082,2.6413643239240014e-07
1.0,0.45,50.0,4.0,4.0,0.000262003618732334,0.0003013164467499108,0.00034250311629285005,7.736908451646792e-05,1.6577442694252048e-08
1.0,0.45,50.0,4.0,5.0,8.938946992044337e-05,0.00016105609412401452,0.0001846342207216881,1.744884646502126e-05,8.323323027940394e-10
1.0,0.45,50.0,4.0,6.0,2.157676860148633e-05,8.096500494105072e-05,9.314445126259324e-05,3.279327764279425e-06,3.4825288146657124e-11
1.0,0.45,50.0,4.0,7.0,6.1647910289960945e-06,3.8846240470296e-05,4.466554491157817e-05,5.282702370876493e-07,1.2489524303417943e-12
1.0,0.45,50.0,4.0,8.0,0.0,1.7972507944505244e-05,2.057853799319113e-05,7.446213997102562e-08,3.919269514301511e-14
1.0,0.45,50.0,4.0,9.0,0.0,8.078847155727451e-06,9.17939395913191e-06,9.329585755865577e-09,1.0932307501205114e-15
1.0,0.45,50.0,4.0,10.0,0.0,3.5485889383917973e-06,3.986921726926528e-06,1.0520387054271e-09,2.7444862410791614e-17
1.0,0.45,50.0,5.0,0.0,0.0006164791028996095,0.0006845060358327582,0.0005782269521039182,0.0004538652671005301,5.029341383203464e-06
1.0,0.45,50.0,5.0,1.0,0.0005455840060661544,0.00038084486236734016,0.0003815617362847798,0.000297116444879578,1.2625841549343895e-06
1.0,0.45,50.0,5.0,2.0,0.00042537058100073055,0.00032801881705808657,0.0003555505514357119,0.00016473362453136938,1.584818594354401e-07
1.0,0.45,50.0,5.0,3.0,0.00022501487255835746,0.00024491331888439955,0.0002753200762938674,6.189580972064495e-05,1.326195415540164e-08
1.0,0.45,50.0,5.0,4.0,6.4730305804459e-05,0.00016105609412401452,0.0001846342207216881,1.744884646502126e-05,8.323323027940394e-10
1.0,0.45,50.0,5.0,5.0,3.698874617397657e-05,9.625635302568618e-05,0.00011155614726601667,3.935192523779081e-06,4.1790345775988554e-11
1.0,0.45,50.0,5.0,6.0,6.1647910289960945e-06,5.350871966642928e-05,6.234629076497659e-05,7.395781793876179e-07,1.748533402478512e-12
1.0,0.45,50.0,5.0,7.0,3.0823955144980473e-06,2.8119630000003208e-05,3.280450402920666e-05,1.1913939936888201e-07,6.270831222882417e-14
1.0,0.45,50.0,5.0,8.0,3.0823955144980473e-06,1.4132417636872394e-05,1.6451527260687153e-05,1.6793250895180944e-08,1.9678153502169203e-15
1.0,0.45,50.0,5.0,9.0,0.0,6.850834412224157e-06,7.933972649775187e-06,2.104076976666549e-09,5.488972482158323e-17
1.0,0.45,50.0,5.0,10.0,0.0,3.2239476025215506e-06,3.7039619067372678e-06,2.3726352665331955e-10,1.3779716179118668e-18
1.0,0.45,50.0,6.0,0.0,0.00014179019366691018,0.00027309246241889414,0.00021997435500095626,8.529920598772606e-05,2.104306924890649e-07
1.0,0.45,50.0,6.0,1.0,0.000129460611608918,0.00013912819901664404,0.00013464137616171212,5.5839920598098314e-05,5.2827286478480024e-08
1.0,0.45,50.0,6.0,2.0,0.0001048014474929336,0.00013174255106806755,0.0001413816481571408,3.095995770517186e-05,6.63097707770082e-09
1.0,0.45,50.0,6.0,3.0,8.630707440594533e-05,0.00011035595894730501,0.0001240009176169052,1.1632668538618245e-05,5.548882018626928e-10
1.0,0.45,50.0,6.0,4.0,2.157676860148633e-05,8.096500494105072e-05,9.314445126259324e-05,3.279327764279425e-06,3.4825288146657124e-11
1.0,0.45,50.0,6.0,5.0,6.1647910289960945e-06,5.3508719666429284e-05,6.234629076497659e-05,7.395781793876179e-07,1.748533402478512e-12
1.0,0.45,50.0,6.0,6.0,0.0,3.2612923941946435e-05,3.823984632232072e-05,1.3899596528533429e-07,7.315969760029486e-14
1.0,0.45,50.0,6.0,7.0,0.0,1.864889180607884e-05,2.190743298459001e-05,2.2391001087274578e-08,2.623753800289227e-15
1.0,0.45,50.0,6.0,8.0,0.0,1.0130940880225723e-05,1.188244209457397e-05,3.1561154500085827e-09,8.233458723237483e-17
1.0,0.45,50.0,6.0,9.0,0.0,5.277397938308928e-06,6.162237606195237e-06,3.9543920921054583e-10,2.296619363186445e-18
1.0,0.45,50.0,6.0,10.0,0.0,2.6548287535852485e-06,3.0782485548213392e-06,4.45911924301061e-11,5.765516788259361e-20
1.0,0.45,50.0,7.0,0.0,3.0823955144980475e-05,0.00011449957567126981,8.791253886692818e-05,1.3740935598480793e-05,7.546755211211432e-09
1.0,0.45,50.0,7.0,1.0,2.4659164115984378e-05,5.173933075247169e-05,4.777125870787132e-05,8.99530946878834e-06,1.894564879343091e-09
1.0,0.45,50.0,7.0,2.0,1.5411977572490238e-05,5.208662022158205e-05,5.495928077414791e-05,4.987371001835868e-06,2.378092293697255e-10
1.0,0.45,50.0,7.0,3.0,1.8494373086988284e-05,4.8057601211914174e-05,5.372574793693555e-05,1.8739183785759072e-06,1.990016465523264e-11
1.0,0.45,50.0,7.0,4.0,1.5411977572490238e-05,3.8846240470296033e-05,4.466554491157817e-05,5.282702370876493e-07,1.2489524303417943e-12
1.0,0.45,50.0,7.0,5.0,3.0823955144980473e-06,2.8119630000003208e-05,3.280450402920666e-05,1.1913939936888201e-07,6.270831222882417e-14
1.0,0.45,50.0,7.0,6.0,0.0,1.864889180607884e-05,2.190743298459001e-05,2.2391001087274578e-08,2.623753800289227e-15
1.0,0.45,50.0,7.0,7.0,0.0,1.1532587204065565e-05,1.3574821731560747e-05,3.606989085338799e-09,9.40966711227141e-17
1.0,0.45,50.0,7.0,8.0,0.0,6.73812378733011e-06,7.918359090392034e-06,5.084218403579995e-10,2.9527963240968575e-18
1.0,0.45,50.0,7.0,9.0,0.0,3.75655894172517e-06,4.394469778315586e-06,6.370170346461532e-11,8.23645255465623e-20
1.0,0.45,50.0,7.0,10.0,0.0,2.013630200424177e-06,2.33901745981598e-06,7.183240435330269e-12,2.067709009197144e-21
1.0,0.45,50.0,8.0,0.0,6.1647910289960945e-06,4.983796627272047e-05,3.650308126499697e-05,1.9368486012510638e-06,2.368206099178864e-10
1.0,0.45,50.0,8.0,1.0,6.1647910289960945e-06,1.9684044007406246e-05,1.7112829541424028e-05,1.267930588780019e-06,5.945230734243138e-11
1.0,0.45,50.0,8.0,2.0,6.1647910289960945e-06,2.04139769706056e-05,2.101216113434963e-05,7.029930735327281e-07,7.462561745712241e-12
1.0,0.45,50.0,8.0,3.0,6.1647910289960945e-06,2.0402341108940307e-05,2.2586984458830004e-05,2.641374864672623e-07,6.244762151708971e-13
1.0,0.45,50.0,8.0,4.0,3.0823955144980473e-06,1.7972507944505206e-05,2.057853799319113e-05,7.446213997102562e-08,3.919269514301511e-14
1.0,0.45,50.0,8.0,5.0,0.0,1.4132417636872394e-05,1.6451527260687153e-05,1.6793250895180944e-08,1.9678153502169203e-15
1.0,0.45,50.0,8.0,6.0,0.0,1.0130940880225744e-05,1.188244209457397e-05,3.1561154500085827e-09,8.233458723237483e-17
1.0,0.45,50.0,8.0,7.0,0.0,6.738123787330108e-06,7.918359090392034e-06,5.084218403579995e-10,2.9527963240968575e-18
1.0,0.45,50.0,8.0,8.0,0.0,4.214561274874148e-06,4.942917733033914e-06,7.166441639751605e-11,9.266009123988258e-20
1.0,0.45,50.0,8.0,9.0,0.0,2.5048420282116715e-06,2.9230025650747135e-06,8.979050544140248e-12,2.58463626149643e-21
1.0,0.45,50.0,8.0,10.0,0.0,1.4259399632934664e-06,1.6515079006985469e-06,1.012511054360891e-12,6.488564886314521e-23
1.0,0.45,50.0,9.0,0.0,0.0,2.2310423727613667e-05,1.560682023401213e-05,2.426735939700151e-07,6.6058119269368196e-12
1.0,0.45,50.0,9.0,1.0,0.0,7.692053442417037e-06,6.215026835014324e-06,1.5886284177583955e-07,1.6583470546027203e-12
1.0,0.45,50.0,9.0,2.0,3.0823955144980473e-06,7.976599102193503e-06,7.93670276956749e-06,8.808011921031489e-08,2.0815873839029907e-13
1.0,0.45,50.0,9.0,3.0,0.0,8.49875423747997e-06,9.270828514809899e-06,3.30945811159067e-08,1.7418975619117824e-14
1.0,0.45,50.0,9.0,4.0,0.0,8.078847155727458e-06,9.179393959131925e-06,9.329585755865577e-09,1.0932307501205114e-15
