replicate,temperature,calibration_time,debye_waller_factor,transition_count,active_particle_count,non_propagating_particle_count,return_fraction,return_given_return,return_given_escape,return_mean_holding_time,escape_mean_holding_time,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
1.0,0.45,5000.0,0.03194276615977287,76129.0,2940.0,172.0,0.4330150139894127,0.48271762984637895,0.39537406800397035,93.94057333535568,150.70095449911963,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,0.45,5000.0,0.031991325318813324,76499.0,2971.0,161.0,0.426371586556687,0.4771625023021671,0.38869788939231803,94.13465370818898,150.97199307233035,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3.0,0.45,5000.0,0.03186860308051109,73820.0,3019.0,154.0,0.4377269032782444,0.48864615384615384,0.397676669893514,90.53455265682543,152.69116052714,1.0,1.0,1.0,0.0,0.0,0.0,0.0
