case,candidate_model,best_model,passes,score,earlier_ngp_log_residual,later_ngp_log_residual,alpha_slope_log_residual,observed_earlier_ngp,observed_later_ngp,observed_alpha_decay_per_renewal,predicted_earlier_ngp,predicted_later_ngp,predicted_alpha_decay_per_renewal,earlier_renewal_count,later_renewal_count
poisson,poisson,poisson,1.0,0.001464157940290081,-0.0013890317061731694,-0.00046297882603867194,0.0,0.0005550341723508101,0.00018512723729524616,0.38368679808771045,0.0005558056681062034,0.00018521296713025473,0.38368679808771045,1799.1899999999998,5399.19
poisson,static_gamma,poisson,0.0,inf,nan,nan,nan,0.0005550341723508101,0.00018512723729524616,0.38368679808771045,nan,nan,nan,1799.1899999999998,5399.19
poisson,finite_exchange,poisson,0.0,inf,nan,nan,nan,0.0005550341723508101,0.00018512723729524616,0.38368679808771045,nan,nan,nan,1799.1899999999998,5399.19
static_gamma,poisson,static_gamma,0.0,14.220007670575555,8.410215840329027,9.509906056791733,-6.406135688642743,2.4970848655516473,2.4990279480668374,0.0006336179562502607,0.0005558056681062034,0.00018521296713025473,0.38368679808771045,1799.1899999999998,5399.19
static_gamma,static_gamma,static_gamma,1.0,0.0010123674177324193,-0.0009261215112252889,0.0,-0.00040888474529137667,2.4970848655516473,2.4990279480668374,0.0006336179562502607,2.4993985407678134,2.4990279480668374,0.0006338770859403925,1799.1899999999998,5399.19
static_gamma,finite_exchange,static_gamma,0.0,1.0996902924780825,-1.0996902164627071,0.0,-0.0004088847452915988,2.4970848655516473,2.4990279480668374,0.0006336179562502607,7.499333981915744,2.4990279480668374,0.0006338770859403926,1799.1899999999998,5399.19
finite_exchange,poisson,finite_exchange,0.0,4.810230596716085,3.2513785872004757,3.2558543758205385,-1.4022367702096796,0.014354191979873974,0.004804752025534357,0.09440460177605386,0.0005558056681062034,0.00018521296713025473,0.38368679808771045,1799.1899999999998,5399.19
finite_exchange,static_gamma,finite_exchange,0.0,1.0201370847437892,1.0201360728274946,0.0,-0.0014368666095471022,0.014354191979873974,0.004804752025534357,0.09440460177605386,0.005175344726510306,0.004804752025534357,0.09454034609601922,1799.1899999999998,5399.19
finite_exchange,finite_exchange,finite_exchange,1.0,0.004700773279484159,-0.0044757886200625235,0.0,-0.0014368666095469912,0.014354191979873974,0.004804752025534357,0.09440460177605386,0.014418582300226685,0.004804752025534357,0.0945403460960192,1799.1899999999998,5399.19
