low_temperature_contiguous_closure,high_temperature_contiguous_closure,low_temperature_markov_failure,shared_low_temperature_ngp_failure,shared_low_temperature_fs_failure,shared_low_temperature_higher_order_failure,shuffle_precision_pass,paired_contiguous_better_replicate_count,paired_replicate_count,required_replicate_consensus_count,replicate_consensus_pass,single_particle_multiblock_path_memory_required,amplitude_persistence_alone_sufficient,ordered_recoil_path_required,additional_mobility_clock_supported,next_minimal_extension,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,conditional_reversible_cage_path_kernel,0.0,0.0,0.0
