fingerprint_id,accession_id,source_id,record_id,doi,license_id,archive_name,archive_size_bytes,archive_md5,readme_name,readme_size_bytes,readme_md5,doi_matches,license_matches,archive_file_present,readme_file_present,archive_size_matches,archive_md5_matches,readme_size_matches,readme_md5_matches,large_archive,full_archive_download_required,zenodo_record_fingerprint_ready,real_reanalysis_ready,primary_blocker,fingerprint_stage
glassbench_zenodo_record_fingerprint,glassbench_zenodo_10118191,glassbench_zenodo_trajectory_release,10118191.0,10.5281/zenodo.10118191,cc-by-4.0,GlassBench.zip,6042260027.0,82c83a7146eb749e13417e4350022417,README,2147.0,f1a192f54a2fa7a2b3533af0011b80dc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,archive_cache,zenodo_record_verified
