held_clone_index,bath_order,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
1.0,40.0,6.0,up,0.6216186379993176,0.6620146319412498,-0.015710552645488915,0.0
1.0,40.0,6.0,pu,-0.6209055008523284,-0.6236342197100012,-0.015710552645488915,0.0
1.0,40.0,6.0,pp,-0.08082976825359621,-0.11214143602315906,1.0174440243088372,0.0
1.0,40.0,7.0,uu,0.518120766354296,0.4510094690981301,1.0197263059882582,0.0
1.0,40.0,7.0,up,0.5880424591040038,0.622416752569914,-0.017607859888298424,0.0
1.0,40.0,7.0,pu,-0.5873041157236883,-0.5974611266049661,-0.017607859888298424,0.0
1.0,40.0,7.0,pp,-0.2859716516874288,-0.322107085218832,1.0333346280713458,0.0
1.0,40.0,8.0,uu,0.4180338777636759,0.3481600073751732,1.0137841450890834,0.0
1.0,40.0,8.0,up,0.5214707615540398,0.5485425256502799,-0.0139281423376462,0.0
1.0,40.0,8.0,pu,-0.5206851613313261,-0.5390971563661366,-0.0139281423376462,0.0
1.0,40.0,8.0,pp,-0.4457006422206087,-0.48838839104536125,1.0494508153712931,0.0
1.0,40.0,9.0,uu,0.33223371628929355,0.258224395818705,1.0091175055423012,0.0
1.0,40.0,9.0,up,0.43094209106648007,0.4496177662586997,-0.010321014259458968,0.0
1.0,40.0,9.0,pu,-0.4300782940484332,-0.4566139124027758,-0.010321014259458968,0.0
1.0,40.0,9.0,pp,-0.551555886250404,-0.6020978417000646,1.0608216017307026,0.0
1.0,40.0,10.0,uu,0.26414238856173977,0.1854770167212405,1.00740612475673,0.0
