block_index,lag,origin_count,particle_count,msd,ngp_3d,overlap_mean,overlap_chi4,fs_k5,fs_k7p25,fs_k9,temperature,block_size,origin_stride,overlap_radius
0.0,1.0,375.0,3277.0,0.04591985565920147,0.16092259162246703,0.8773219407995118,0.4155963006815176,0.8281876738192323,0.6768286527495571,0.5528221238944028,0.58,2999.0,8.0,0.3
0.0,2.0,375.0,3277.0,0.055743423350060654,0.24589995503698026,0.8243987386837556,0.9753690402468381,0.797615217878198,0.62920502880927,0.49787990389079717,0.58,2999.0,8.0,0.3
0.0,4.0,375.0,3277.0,0.06909095879297406,0.374113603806266,0.7611831960126131,1.6822881068728173,0.7601296175917065,0.5757363375783568,0.4405447138741314,0.58,2999.0,8.0,0.3
0.0,8.0,374.0,3277.0,0.09383056958562339,0.49315511419088987,0.6635528125861825,2.9953581646966043,0.6979319895480103,0.4939708154322751,0.35783039430414204,0.58,2999.0,8.0,0.3
0.0,16.0,373.0,3277.0,0.14009328057276255,0.5534841012279299,0.5288054447236037,4.37461593333667,0.6007398956782838,0.38129513993962455,0.2537072967922038,0.58,2999.0,8.0,0.3
0.0,32.0,371.0,3277.0,0.22840983115010555,0.502953925689777,0.3631715616561397,4.729267405089148,0.4585839443470794,0.24330673337442546,0.14150691688218692,0.58,2999.0,8.0,0.3
0.0,64.0,367.0,3277.0,0.4028884907857506,0.3788688994071536,0.1995852523450122,2.2385217978836733,0.2761202259583551,0.10705449756258933,0.0494770589272558,0.58,2999.0,8.0,0.3
0.0,128.0,359.0,3277.0,0.7500098339003703,0.2459557072944154,0.0828284923281451,0.4734134494562533,0.10427124405855903,0.023007182111940423,0.007159703828298953,0.58,2999.0,8.0,0.3
0.0,256.0,343.0,3277.0,1.445312656163593,0.13911589224319565,0.027141193458071138,0.050996684035335936,0.01587425400171137,0.001907159926212608,3.311862928971634e-05,0.58,2999.0,8.0,0.3
0.0,512.0,311.0,3277.0,2.823327931735581,0.06894431622152952,0.00866607074347469,0.009757728262488675,0.002168524683518864,0.0003461472043161543,0.0005741423522564797,0.58,2999.0,8.0,0.3
0.0,1024.0,247.0,3277.0,5.61274822004896,0.03778401621192695,0.0028971398002764943,0.00306360598242475,0.0004949584540303615,-0.00013888394151440305,0.00037974488786415465,0.58,2999.0,8.0,0.3
1.0,1.0,375.0,3277.0,0.04613736293399761,0.16577008285162087,0.8763153290611332,0.44996185074424444,0.827522211266524,0.6758131557889574,0.5516745570952601,0.58,2999.0,8.0,0.3
1.0,2.0,375.0,3277.0,0.05575009109694421,0.24821492195115602,0.8241000915471468,1.152100566778558,0.7976421745562662,0.6293541405000759,0.49821314996382193,0.58,2999.0,8.0,0.3
1.0,4.0,375.0,3277.0,0.06928755204478895,0.3719715483134254,0.7598885159190316,1.9083837081341333,0.7595545254975755,0.5750016709842095,0.4399061696188676,0.58,2999.0,8.0,0.3
1.0,8.0,374.0,3277.0,0.0949102657907489,0.4800711579107044,0.6582158260702122,3.52092099743988,0.6948715202564765,0.48973448451519347,0.3534521445335719,0.58,2999.0,8.0,0.3
1.0,16.0,373.0,3277.0,0.1417487439444103,0.5342898675455685,0.5225648581673717,4.471174203277533,0.5965907733013301,0.3764280320151393,0.2493191582214517,0.58,2999.0,8.0,0.3
1.0,32.0,371.0,3277.0,0.23264590860932546,0.49231750082229064,0.35773959977528585,4.410631091696205,0.4522489478541372,0.23803575163563007,0.13784443978552066,0.58,2999.0,8.0,0.3
1.0,64.0,367.0,3277.0,0.41305163640892045,0.374402937469859,0.19528727594438658,2.0939445864973494,0.26933993586881116,0.10423252219654121,0.04804019216843856,0.58,2999.0,8.0,0.3
1.0,128.0,359.0,3277.0,0.7749095766644758,0.24570010428529776,0.07979647122725027,0.42214857208596523,0.09964469588807288,0.021627890203497393,0.006373336132542871,0.58,2999.0,8.0,0.3
1.0,256.0,343.0,3277.0,1.507170890586068,0.14717094149566767,0.025981952133920395,0.05262048147215641,0.01467508607845662,0.0008159064823342214,0.00010024589779267637,0.58,2999.0,8.0,0.3
1.0,512.0,311.0,3277.0,2.9834936841008974,0.08276376396629748,0.008664108318034592,0.010632559855545549,0.000277215631731069,-0.00038832632113167944,5.203520770784539e-05,0.58,2999.0,8.0,0.3
1.0,1024.0,247.0,3277.0,5.903046873615195,0.05372103741581169,0.002842779821081541,0.0025961441738489356,-0.0014374217099857093,-0.0008849446332676534,0.0004917087800307563,0.58,2999.0,8.0,0.3
2.0,1.0,375.0,3277.0,0.045736641666572105,0.16291986460811247,0.8784685179534126,0.40820417807615383,0.8288279708527262,0.6779246590187794,0.5541864781252498,0.58,2999.0,8.0,0.3
2.0,2.0,375.0,3277.0,0.05521465489469944,0.24429234310992842,0.8269417149832164,0.8540537450920556,0.7992600180899373,0.6317629352696185,0.5008449336721166,0.58,2999.0,8.0,0.3
2.0,4.0,375.0,3277.0,0.06807045882366525,0.36645185903596533,0.7652820669311362,1.6505495492489743,0.7629151825058266,0.5796719890069498,0.44480120554362423,0.58,2999.0,8.0,0.3
