potential_protocol,parent_axis_semantics,parent_count,distinct_parent_restart_hash_count,clone_count_per_parent,target_count,observation_count,event_count,censored_count,frame_time_tau,horizon_tau,event_coordinate,event_definition,phop_threshold,half_window_frames,target_seed,l2_regularization,structural_brier_reference,maximum_position_reconstruction_error,full_mean_heldout_brier_skill,geometry_mean_heldout_brier_skill,kinematic_mean_heldout_brier_skill,full_mean_heldout_log_likelihood_gain_per_observation,full_minimum_group_log_likelihood_gain,full_maximum_heldout_survival_calibration_error,integrity_gate_pass,brier_reference_gate_pass,likelihood_gate_pass,geometry_increment_gate_pass,kinematic_increment_gate_pass,survival_gate_pass,microscopic_initial_escape_state_allowed,event_clock_claim_allowed,autonomous_single_particle_gle_claim_allowed,kramers_escape_claim_allowed,fit_parameters_from_macro_observables,thermodynamic_claim_allowed
ka_lj_cut,five_independent_isoconfigurational_parent_groups,5,5,8,64,2560,1731,829,0.05,20.0,wendland_c4_force_support_smooth_cage_center,candelier_phop_contiguous_peak_recursive_ABA_removal,0.08,8,20260714,1.0,0.026964,0.0,0.005286897971420124,0.008357453921058,0.00771422303238527,0.004978990555460782,-0.7691180438500851,0.06728320024197165,True,False,False,False,False,True,False,False,False,False,False,False
