record,model,member_index,fit_time,evaluation_epsilon,horizon_time,position_relative_l2_error,paired_improvement_fraction,position_error_threshold,linearity_mismatch,linearity_identified,model_identified,transition_stable,spectral_radius,design_rank,maximum_held_residual_state_correlation,gate_pass,fit_failure,fit_parameters_from_macro_observables,second_generator_response_allowed,one_tau_generator_response_allowed,autonomous_stochastic_single_particle_gle_allowed,event_clock_claim_allowed,kramers_escape_claim_allowed,thermodynamic_claim_allowed,position_relative_l2_error_standard_error,maximum_position_relative_l2_error,identified_fold_count,evaluable_fold_count,all_identified_folds_pass,integrity_gate_pass,primary_fit_time,minimum_one_tau_identified_folds
leave_one_member_out,second_generator_constrained,6,0.05,0.001,1.0,3.0336552901439104e+16,-9878983.683430426,0.5,0.00027756046739788195,1.0,1.0,0.0,1.2490896046435451,15.0,0.8955441233995429,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,6,0.05,0.001,0.2,0.5912914123153097,nan,0.2,0.00018451841031589936,1.0,1.0,0.0,1.1864030385259772,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,6,0.05,0.001,0.5,10759.328002994052,nan,0.35,0.00026778995826596955,1.0,1.0,0.0,1.1864030385259772,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,6,0.05,0.001,1.0,149293063266.75107,nan,0.5,0.00027756046739788195,1.0,1.0,0.0,1.1864030385259772,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,6,0.05,0.002,0.2,0.5271308232575562,nan,0.2,0.00018451841031589936,1.0,1.0,0.0,1.1539513599628612,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,6,0.05,0.002,0.5,2694.9414259562523,nan,0.35,0.00026778995826596955,1.0,1.0,0.0,1.1539513599628612,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,6,0.05,0.002,1.0,3071951399.5063443,nan,0.5,0.00027756046739788195,1.0,1.0,0.0,1.1539513599628612,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,6,0.05,0.002,0.2,17.15071554338509,-31.53597548592837,0.2,0.00018451841031589936,1.0,1.0,0.0,1.2490896046435451,15.0,0.8443349153878649,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,6,0.05,0.002,0.5,9723085.291189592,-3606.9022711002067,0.35,0.00026778995826596955,1.0,1.0,0.0,1.2490896046435451,15.0,0.9538538811681977,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,6,0.05,0.002,1.0,3.032495882555024e+16,-9871561.040474791,0.5,0.00027756046739788195,1.0,1.0,0.0,1.2490896046435451,15.0,0.8955547123523538,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,6,0.05,0.002,0.2,0.5912965217391983,nan,0.2,0.00018451841031589936,1.0,1.0,0.0,1.1864030385259772,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,6,0.05,0.002,0.5,10758.857305037185,nan,0.35,0.00026778995826596955,1.0,1.0,0.0,1.1864030385259772,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,6,0.05,0.002,1.0,149342377199.755,nan,0.5,0.00027756046739788195,1.0,1.0,0.0,1.1864030385259772,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,7,0.05,0.001,0.2,0.23356956715871593,nan,0.2,0.000180608251400231,1.0,1.0,0.0,1.1612982419661204,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,7,0.05,0.001,0.5,1909.9763727270688,nan,0.35,0.00024082174170391568,1.0,1.0,0.0,1.1612982419661204,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,7,0.05,0.001,1.0,4230814607.2140126,nan,0.5,0.00025379625617301166,1.0,1.0,0.0,1.1612982419661204,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,7,0.05,0.001,0.2,5.551489591696936,-22.76803476252782,0.2,0.000180608251400231,1.0,1.0,0.0,1.2289237490587532,15.0,0.879135953782646,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,7,0.05,0.001,0.5,771355.6644004072,-402.8561290153887,0.35,0.00024082174170391568,1.0,1.0,0.0,1.2289237490587532,15.0,0.9693340091293704,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,7,0.05,0.001,1.0,482298730500404.25,-113995.65910154299,0.5,0.00025379625617301166,1.0,1.0,0.0,1.2289237490587532,15.0,0.9590910859281052,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,7,0.05,0.001,0.2,4.931002142046148,nan,0.2,0.000180608251400231,1.0,1.0,0.0,1.2270748383875145,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,7,0.05,0.001,0.5,605176.8939333657,nan,0.35,0.00024082174170391568,1.0,1.0,0.0,1.2270748383875145,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,7,0.05,0.001,1.0,326305112523198.0,nan,0.5,0.00025379625617301166,1.0,1.0,0.0,1.2270748383875145,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,7,0.05,0.002,0.2,0.23360111398646807,nan,0.2,0.000180608251400231,1.0,1.0,0.0,1.1612982419661204,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,7,0.05,0.002,0.5,1910.3490823457207,nan,0.35,0.00024082174170391568,1.0,1.0,0.0,1.1612982419661204,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,7,0.05,0.002,1.0,4231699484.696815,nan,0.5,0.00025379625617301166,1.0,1.0,0.0,1.1612982419661204,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,7,0.05,0.002,0.2,5.550791214538982,-22.76183537746539,0.2,0.000180608251400231,1.0,1.0,0.0,1.2289237490587532,15.0,0.8798632909324272,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,7,0.05,0.002,0.5,771345.8977599199,-402.77222408628216,0.35,0.00024082174170391568,1.0,1.0,0.0,1.2289237490587532,15.0,0.9693348581526385,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,7,0.05,0.002,1.0,482300632264366.8,-113972.27102468426,0.5,0.00025379625617301166,1.0,1.0,0.0,1.2289237490587532,15.0,0.9590960148926289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,7,0.05,0.002,0.2,4.930745588012839,nan,0.2,0.000180608251400231,1.0,1.0,0.0,1.2270748383875145,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,7,0.05,0.002,0.5,605124.4302562966,nan,0.35,0.00024082174170391568,1.0,1.0,0.0,1.2270748383875145,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,7,0.05,0.002,1.0,326304093056035.6,nan,0.5,0.00025379625617301166,1.0,1.0,0.0,1.2270748383875145,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,8,0.05,0.001,0.2,0.4159760870302179,nan,0.2,0.00022791967475444178,1.0,1.0,0.0,1.1517135369832603,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,8,0.05,0.001,0.5,2805.0910135746494,nan,0.35,0.00023419774842496445,1.0,1.0,0.0,1.1517135369832603,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,8,0.05,0.001,1.0,2873556109.6444297,nan,0.5,0.0002446057422502463,1.0,1.0,0.0,1.1517135369832603,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,8,0.05,0.001,0.2,2.4014539431394613,-4.7730576781088185,0.2,0.00022791967475444178,1.0,1.0,0.0,1.220275253319739,15.0,0.8644513492734929,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,8,0.05,0.001,0.5,140716.82403911412,-49.164797989849376,0.35,0.00023419774842496445,1.0,1.0,0.0,1.220275253319739,15.0,0.6923220373329599,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,8,0.05,0.001,1.0,134751053481468.69,-46892.482618699454,0.5,0.0002446057422502463,1.0,1.0,0.0,1.220275253319739,15.0,0.9096982300520435,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,8,0.05,0.001,0.2,2.261613393489984,nan,0.2,0.00022791967475444178,1.0,1.0,0.0,1.217242839631704,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,8,0.05,0.001,0.5,186067.94929459516,nan,0.35,0.00023419774842496445,1.0,1.0,0.0,1.217242839631704,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,8,0.05,0.001,1.0,42142690484881.51,nan,0.5,0.0002446057422502463,1.0,1.0,0.0,1.217242839631704,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,8,0.05,0.002,0.2,0.4158997060505465,nan,0.2,0.00022791967475444178,1.0,1.0,0.0,1.1517135369832603,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,8,0.05,0.002,0.5,2806.065209554141,nan,0.35,0.00023419774842496445,1.0,1.0,0.0,1.1517135369832603,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,8,0.05,0.002,1.0,2874488701.9956365,nan,0.5,0.0002446057422502463,1.0,1.0,0.0,1.1517135369832603,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,8,0.05,0.002,0.2,2.4017295672347707,-4.774780631710463,0.2,0.00022791967475444178,1.0,1.0,0.0,1.220275253319739,15.0,0.8643605491288033,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,8,0.05,0.002,0.5,140717.32995792566,-49.147562315661375,0.35,0.00023419774842496445,1.0,1.0,0.0,1.220275253319739,15.0,0.6923369814881346,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,8,0.05,0.002,1.0,134758359023486.95,-46879.810117614965,0.5,0.0002446057422502463,1.0,1.0,0.0,1.220275253319739,15.0,0.9097080150938288,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,8,0.05,0.002,0.2,2.261805819958993,nan,0.2,0.00022791967475444178,1.0,1.0,0.0,1.217242839631704,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,8,0.05,0.002,0.5,186091.88094525973,nan,0.35,0.00023419774842496445,1.0,1.0,0.0,1.217242839631704,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,8,0.05,0.002,1.0,42149323038546.37,nan,0.5,0.0002446057422502463,1.0,1.0,0.0,1.217242839631704,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,1,0.1,0.001,0.2,0.2410804686570811,nan,0.2,0.00019152778195505858,1.0,1.0,0.0,1.0804339328330905,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,1,0.1,0.001,0.5,24.515017636491898,nan,0.35,0.00022020780181888908,1.0,1.0,0.0,1.0804339328330905,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,1,0.1,0.001,1.0,48606.877619598614,nan,0.5,0.00025639765854371663,1.0,1.0,0.0,1.0804339328330905,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,1,0.1,0.001,0.2,1.3650218955020548,-4.6621007214138785,0.2,0.00019152778195505858,1.0,1.0,0.0,1.1225793879715995,15.0,0.9270265296326372,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,1,0.1,0.001,0.5,798.4669558960431,-31.57052341286033,0.35,0.00022020780181888908,1.0,1.0,0.0,1.1225793879715995,15.0,0.7754947541048705,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,1,0.1,0.001,1.0,79123880.69202419,-1626.8330262489628,0.5,0.00025639765854371663,1.0,1.0,0.0,1.1225793879715995,15.0,0.8180908819695163,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,1,0.1,0.001,0.2,0.49464543395313026,nan,0.2,0.00019152778195505858,1.0,1.0,0.0,1.1041424697619668,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,1,0.1,0.001,0.5,242.86770208634363,nan,0.35,0.00022020780181888908,1.0,1.0,0.0,1.1041424697619668,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,1,0.1,0.001,1.0,2238312.2119065695,nan,0.5,0.00025639765854371663,1.0,1.0,0.0,1.1041424697619668,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,1,0.1,0.002,0.2,0.24109026117068483,nan,0.2,0.00019152778195505858,1.0,1.0,0.0,1.0804339328330905,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,1,0.1,0.002,0.5,24.51773941282839,nan,0.35,0.00022020780181888908,1.0,1.0,0.0,1.0804339328330905,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,1,0.1,0.002,1.0,48612.57951729801,nan,0.5,0.00025639765854371663,1.0,1.0,0.0,1.0804339328330905,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,1,0.1,0.002,0.2,1.3651303807302608,-4.662320717981173,0.2,0.00019152778195505858,1.0,1.0,0.0,1.1225793879715995,15.0,0.9270666271614907,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,1,0.1,0.002,0.5,799.151972289919,-31.59484729949367,0.35,0.00022020780181888908,1.0,1.0,0.0,1.1225793879715995,15.0,0.7755094852628039,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,1,0.1,0.002,1.0,79200013.91307995,-1628.2082152295145,0.5,0.00025639765854371663,1.0,1.0,0.0,1.1225793879715995,15.0,0.8180879343506181,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,1,0.1,0.002,0.2,0.4947269963269143,nan,0.2,0.00019152778195505858,1.0,1.0,0.0,1.1041424697619668,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,1,0.1,0.002,0.5,243.07049217001853,nan,0.35,0.00022020780181888908,1.0,1.0,0.0,1.1041424697619668,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,1,0.1,0.002,1.0,2238369.492824396,nan,0.5,0.00025639765854371663,1.0,1.0,0.0,1.1041424697619668,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,2,0.1,0.001,0.2,0.19244361438720367,nan,0.2,0.00017284734293566197,1.0,1.0,0.0,1.0648029085253359,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,2,0.1,0.001,0.5,2.72570363431098,nan,0.35,0.00018699715111461886,1.0,1.0,0.0,1.0648029085253359,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,2,0.1,0.001,1.0,3093.9338533195864,nan,0.5,0.00022904929312657658,1.0,1.0,0.0,1.0648029085253359,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,2,0.1,0.001,0.2,0.1808349233002944,0.060322557980812735,0.2,0.00017284734293566197,1.0,1.0,0.0,1.1027167181275923,15.0,0.8030347808699039,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,2,0.1,0.001,0.5,36.61744119316957,-12.434124213737547,0.35,0.00018699715111461886,1.0,1.0,0.0,1.1027167181275923,15.0,0.8553464354297818,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,2,0.1,0.001,1.0,575817.9875163443,-185.11192572799501,0.5,0.00022904929312657658,1.0,1.0,0.0,1.1027167181275923,15.0,0.6600508721377645,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,2,0.1,0.001,0.2,0.15811307679963493,nan,0.2,0.00017284734293566197,1.0,1.0,0.0,1.0951376145223581,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,2,0.1,0.001,0.5,19.821514191552758,nan,0.35,0.00018699715111461886,1.0,1.0,0.0,1.0951376145223581,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,2,0.1,0.001,1.0,158374.19553282156,nan,0.5,0.00022904929312657658,1.0,1.0,0.0,1.0951376145223581,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,2,0.1,0.002,0.2,0.19245971753627714,nan,0.2,0.00017284734293566197,1.0,1.0,0.0,1.0648029085253359,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,2,0.1,0.002,0.5,2.7261080885780054,nan,0.35,0.00018699715111461886,1.0,1.0,0.0,1.0648029085253359,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,2,0.1,0.002,1.0,3094.1521906990088,nan,0.5,0.00022904929312657658,1.0,1.0,0.0,1.0648029085253359,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,2,0.1,0.002,0.2,0.1809169822556842,0.0599748115000596,0.2,0.00017284734293566197,1.0,1.0,0.0,1.1027167181275923,15.0,0.803071148133299,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,2,0.1,0.002,0.5,36.63820942173499,-12.439749353755904,0.35,0.00018699715111461886,1.0,1.0,0.0,1.1027167181275923,15.0,0.8553626605436399,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,2,0.1,0.002,1.0,576195.7041220529,-185.2208671745661,0.5,0.00022904929312657658,1.0,1.0,0.0,1.1027167181275923,15.0,0.6600307332806028,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,2,0.1,0.002,0.2,0.15819073529201105,nan,0.2,0.00017284734293566197,1.0,1.0,0.0,1.0951376145223581,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,2,0.1,0.002,0.5,19.827013240422435,nan,0.35,0.00018699715111461886,1.0,1.0,0.0,1.0951376145223581,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,2,0.1,0.002,1.0,158399.54949049282,nan,0.5,0.00022904929312657658,1.0,1.0,0.0,1.0951376145223581,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,3,0.1,0.001,0.2,0.12002038298625636,nan,0.2,0.00019807928860044252,1.0,1.0,0.0,1.0689847778991326,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,3,0.1,0.001,0.5,3.995847712040735,nan,0.35,0.0002742770439332557,1.0,1.0,0.0,1.0689847778991326,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,3,0.1,0.001,1.0,5294.107401167841,nan,0.5,0.00036504490675649294,1.0,1.0,0.0,1.0689847778991326,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,3,0.1,0.001,0.2,0.5695248187544599,-3.7452341392684665,0.2,0.00019807928860044252,1.0,1.0,0.0,1.09250432608496,15.0,0.8913483799493952,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,3,0.1,0.001,0.5,302.88383777244957,-74.79964493135364,0.35,0.0002742770439332557,1.0,1.0,0.0,1.09250432608496,15.0,0.6656249969165097,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,3,0.1,0.001,1.0,2063877.941321651,-388.84436561796514,0.5,0.00036504490675649294,1.0,1.0,0.0,1.09250432608496,15.0,0.5957361248504147,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,3,0.1,0.001,0.2,0.30964753547203094,nan,0.2,0.00019807928860044252,1.0,1.0,0.0,1.0919993296846793,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,3,0.1,0.001,0.5,123.0941348496544,nan,0.35,0.0002742770439332557,1.0,1.0,0.0,1.0919993296846793,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,3,0.1,0.001,1.0,746413.2449282876,nan,0.5,0.00036504490675649294,1.0,1.0,0.0,1.0919993296846793,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,3,0.1,0.002,0.2,0.12003997124561853,nan,0.2,0.00019807928860044252,1.0,1.0,0.0,1.0689847778991326,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,3,0.1,0.002,0.5,3.99660746892664,nan,0.35,0.0002742770439332557,1.0,1.0,0.0,1.0689847778991326,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,3,0.1,0.002,1.0,5294.516885374731,nan,0.5,0.00036504490675649294,1.0,1.0,0.0,1.0689847778991326,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,3,0.1,0.002,0.2,0.5698234415500681,-3.7469475012129903,0.2,0.00019807928860044252,1.0,1.0,0.0,1.09250432608496,15.0,0.8916139974864866,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,3,0.1,0.002,0.5,302.9577085790623,-74.80371876261016,0.35,0.0002742770439332557,1.0,1.0,0.0,1.09250432608496,15.0,0.6655608113311381,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,second_generator_constrained,3,0.1,0.002,1.0,2064629.1786432534,-388.95610427581533,0.5,0.00036504490675649294,1.0,1.0,0.0,1.09250432608496,15.0,0.5956469769394609,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,3,0.1,0.002,0.2,0.3098238849368748,nan,0.2,0.00019807928860044252,1.0,1.0,0.0,1.0919993296846793,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,3,0.1,0.002,0.5,123.14211146894755,nan,0.35,0.0002742770439332557,1.0,1.0,0.0,1.0919993296846793,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,free_second_generator_transition,3,0.1,0.002,1.0,746736.5256282703,nan,0.5,0.00036504490675649294,1.0,1.0,0.0,1.0919993296846793,15.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
leave_one_member_out,first_generator_constrained,4,0.1,0.001,0.2,0.3698077523958696,nan,0.2,0.0002284393549653755,1.0,1.0,0.0,1.06544051649801,12.0,nan,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
