model,replicate,lag,realization_count,predicted_msd,observed_msd,predicted_msd_mc_se,predicted_ngp,observed_ngp,predicted_ngp_mc_se,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,msd_relative_error,ngp_absolute_error,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k2_mc_se,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k4_mc_se,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,predicted_fs_k7p25_mc_se,temperature,calibration_time,block_size,radial_bin_count,required_realizations_per_replicate,surrogate_base_seed,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,calibration_residual_source,heldout_target_source,debye_waller_source
state_schedule_without_anchor_geometry,1.0,100.0,16.0,0.08047220720670348,0.0570676716703697,0.00010670579856166573,1.834108202968224,1.6297339342658397,0.02046739723525389,0.0,0.0,0.0,0.41011898420390147,0.2043742687023844,0.949933845683315,0.9637263303218477,0.013792484638532776,5.8119608621520156e-05,0.8294585665763312,0.8712844740845151,0.041825907508183935,0.00014568647655671045,0.5952536764818939,0.6701586799370863,0.07490500345519246,0.00019383081516115855,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,1.0,200.0,16.0,0.11763530535730615,0.07543971565197483,0.0002076213651602794,2.204230149921215,2.0528096750212144,0.03846551356584758,0.0,0.0,0.0,0.559328588935724,0.15142047490000055,0.929510377753491,0.9531991465279716,0.023688768774480562,9.99090303133099e-05,0.7750274773333501,0.8424536039827798,0.06742612664942971,0.0002273140522181354,0.5157144882231393,0.6251232912663965,0.10940880304325729,0.0002803282665365426,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,1.0,500.0,16.0,0.2207733621940589,0.12726889615088294,0.0005047449711394874,2.6317233493376833,2.240207131422164,0.11285450413638662,0.0,0.0,0.0,0.7347000631821483,0.39151621791551916,0.8781106608950628,0.9252086699236458,0.047098009028582966,0.00020384582123055616,0.6562798397198141,0.7741688168233672,0.11788897710355317,0.0004054805139018044,0.37563067103366465,0.533395281820343,0.15776461078667836,0.0004199500786302341,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,1.0,1000.0,16.0,0.3856470445988275,0.21371648432894896,0.0011117514321554564,2.822707475927913,2.035011317785304,0.16931476563850117,0.0,0.0,0.0,0.8044796395080398,0.7876961581426087,0.8070086989381746,0.8825336715723144,0.07552497263413982,0.0003048691877704838,0.5244367980675633,0.6840225543370759,0.15958575626951266,0.0005236432522127202,0.2588664304415697,0.43196745142274323,0.17310102098117353,0.00044991251151574665,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,1.0,2000.0,16.0,0.7105772894003699,0.38494087781746295,0.0035050512611993277,2.9276782464509847,1.5320813966552245,0.20572484526644352,0.0,0.0,0.0,0.8459387670885972,1.3955968497957603,0.6953294487545092,0.8061233874084176,0.11079393865390841,0.0007549410017964373,0.3731510475535011,0.5436221107653332,0.17047106321183209,0.0008691441197944054,0.16438452065301898,0.29754222992878293,0.13315770927576395,0.0006176335561147937,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,1.0,3000.0,16.0,1.0334831006875167,0.5507382500974113,0.006495219027650144,2.7357244838313424,1.3301724324025965,0.18893707470317633,0.0,0.0,0.0,0.876541352456853,1.4055520514287458,0.609273868289446,0.7425593344166428,0.13328546612719683,0.0011105547372418612,0.2903126657231352,0.44897180267658227,0.15865913695344708,0.0010342014425528917,0.12676829435726866,0.22221602781950803,0.09544773346223936,0.0007032578543271743,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,2.0,20.0,16.0,0.04585728048827082,0.038152024480352674,1.5535787653477607e-05,1.1024607090420608,0.6641054641430317,0.015648281886965064,0.0,0.0,0.0,0.2019619171686724,0.4383552448990291,0.9703435172620294,0.975085284203826,0.004741766941796621,8.213922284409279e-06,0.8903782867320376,0.9059230562568693,0.015544769524831747,2.5176744595122248e-05,0.701827901083492,0.7335770580014349,0.03174915691794289,4.290874062534166e-05,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,2.0,100.0,16.0,0.08210853107247038,0.052775278088095054,9.288779286798732e-05,2.4519241794558484,1.6163795842344126,0.07080739212447104,0.0,0.0,0.0,0.5558142760595375,0.8355445952214358,0.9493241245687697,0.9663158180281514,0.016991693459381674,3.724558978624937e-05,0.8279211208919399,0.8792594732386941,0.05133835234675421,8.687631770386637e-05,0.5926132222995366,0.6847219017867405,0.09210867948720391,0.0001262666030404759,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,2.0,200.0,16.0,0.12115121582401189,0.06724485325845257,0.0001925756070238286,3.168535753894542,2.1053026915279753,0.10437413199126462,0.0,0.0,0.0,0.8016429504035445,1.0632330623665665,0.9283215881164072,0.9579937366175421,0.029672148501134865,7.113080409971125e-05,0.7718667322475208,0.8562828584879376,0.08441612624041683,0.0001527813113385411,0.5108107551988005,0.6480499865399985,0.13723923134119798,0.00020246631267350349,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,2.0,500.0,16.0,0.2286861708968329,0.1073797564638258,0.0005139825838152237,4.060712235776702,2.3654625478366693,0.16538765399467684,0.0,0.0,0.0,1.129695376743315,1.6952496879400325,0.8758272587369734,0.9359506294503632,0.0601233707133898,0.00017070510951675935,0.6512164617207461,0.8005729633027215,0.14935650158197544,0.0003050091707913259,0.3698718653393977,0.5679871984961697,0.19811533315677204,0.000313963862108458,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,2.0,1000.0,16.0,0.400363717938507,0.171315127140714,0.0015841063548053319,4.291969874561175,2.1878435702506227,0.33086846413346616,0.0,0.0,0.0,1.3370015515889508,2.1041263043105527,0.8032500180926256,0.9031995585846249,0.09994954049199922,0.0003862078570259125,0.518314273938592,0.7283672041708552,0.21005293023226324,0.0006079866371243735,0.25410094003074335,0.4797847508304132,0.22568381079966987,0.0004712267086899879,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
