temperature,replicate,lag,kernel_model,count_tail_probability,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25
0.58,2.0,600.0,lag_conditioned,1.1102230246251565e-16,3.224482676963709,3.687875142081927,0.12565297014275212,0.0753796534486948,0.05260664913915636,0.022773004309538436,0.14030390667094453,0.09566220281545856,0.044641703855485965,-0.0005366159499290055,-0.0033646927489369453,0.00282807679900794,0.0023751635532747914,0.004720807730679563,0.002345644177404772
0.58,2.0,600.0,lag_pooled,1.1102230246251565e-16,2.814720733009413,3.687875142081927,0.23676354958687396,0.14849660074874116,0.05260664913915636,0.0958899516095848,0.19907221319952664,0.09566220281545856,0.10341001038406808,0.011452392970023388,-0.0033646927489369453,0.014817085718960333,0.0011808255286057596,0.004720807730679563,0.0035399822020738035
0.58,3.0,10.0,lag_conditioned,0.0,0.14452971954278881,0.10975445504306826,0.3168460404279221,1.082642381915135,0.49736612603232255,0.5852762558828124,0.9123424511211061,0.9306286338583718,0.018286182737265677,0.7217450958216253,0.760305793190972,0.03856069736934675,0.4186106031267524,0.44752078500364273,0.028910181876890317
0.58,3.0,10.0,lag_pooled,0.0,0.15763869158948932,0.10975445504306826,0.4362851287233034,1.383028391652966,0.49736612603232255,0.8856622656206434,0.9064021012113296,0.9306286338583718,0.02422653264704222,0.7135824570455271,0.760305793190972,0.04672333614544488,0.4167793156237416,0.44752078500364273,0.030741469379901132
0.58,3.0,20.0,lag_conditioned,0.0,0.2189576990311089,0.17092970264885723,0.2809809859724386,0.833799254764301,0.5122257578577492,0.3215734969065518,0.8713238948998381,0.8951448081875134,0.023820913287675327,0.6206261040732944,0.6632518336417978,0.04262572956850341,0.29873258741844705,0.3201497833263796,0.021417195907932562
0.58,3.0,20.0,lag_pooled,0.0,0.24352140016373314,0.17092970264885723,0.4246874381101675,1.0890608615825554,0.5122257578577492,0.5768351037248063,0.8610777221711864,0.8951448081875134,0.03406708601632702,0.6088754897831288,0.6632518336417978,0.054376343858669074,0.296556626588615,0.3201497833263796,0.02359315673776463
0.58,3.0,50.0,lag_conditioned,1.1102230246251565e-16,0.40341032755683837,0.35200535714159076,0.14603462524739497,0.5627917373522355,0.3687029561107362,0.1940887812414993,0.7789209163618053,0.7983525595494251,0.019431643187619807,0.4390745818529736,0.4471147794155726,0.008040197562598994,0.1529807732088789,0.12685078590395715,0.026129987304921748
0.58,3.0,50.0,lag_pooled,1.1102230246251565e-16,0.44894528514181253,0.35200535714159076,0.27539333147486333,0.7471902554850607,0.3687029561107362,0.37848729937432446,0.7635973809661022,0.7983525595494251,0.03475517858332289,0.4280747166117843,0.4471147794155726,0.019040062803788282,0.15162630251965234,0.12685078590395715,0.024775516615695187
0.58,3.0,100.0,lag_conditioned,0.0,0.6643092217165812,0.6490628751575198,0.023489783721432733,0.3954834329616954,0.23437116016865156,0.16111227279304385,0.6664656494902241,0.6619462153179251,0.004519434172299053,0.28117261526818094,0.23653364403034716,0.04463897123783378,0.07816520620717045,0.030106976491711682,0.04805822971545877
0.58,3.0,100.0,lag_pooled,0.0,0.7202184095523125,0.6490628751575198,0.10962810710368265,0.5587656751840508,0.23437116016865156,0.3243945150153993,0.6545784593404882,0.6619462153179251,0.007367755977436885,0.2815701588712963,0.23653364403034716,0.04503651484094917,0.07914512505199921,0.030106976491711682,0.04903814856028753
0.58,3.0,200.0,lag_conditioned,0.0,1.1560966022497254,1.2379225427306952,0.06609940255266089,0.2285287875579176,0.13217344675646325,0.09635534080145436,0.4950644144303409,0.4559535285015441,0.0391108859287968,0.12140326531908903,0.06618843322415519,0.055214832094933844,0.024698240603769465,0.0027120523878897368,0.021986188215879728
0.58,3.0,200.0,lag_pooled,0.0,1.1851403716962305,1.2379225427306952,0.04263770083549345,0.3922412505377608,0.13217344675646325,0.26006780378129757,0.5049274818286805,0.4559535285015441,0.048973953327136444,0.1419460870379003,0.06618843322415519,0.07575765381374511,0.028046536768720546,0.0027120523878897368,0.02533448438083081
0.58,3.0,400.0,lag_conditioned,1.1102230246251565e-16,2.1676503397285596,2.3995390168923434,0.09663884418270641,0.11569877657281102,0.08466089025698564,0.03103788631582538,0.2663904723969426,0.2209161290659797,0.04547434333096287,0.019212624998793105,0.006469244519058826,0.012743380479734279,0.003786008349941223,0.0010259201452419485,0.002760088204699275
0.58,3.0,400.0,lag_pooled,1.1102230246251565e-16,2.0330789100475846,2.3995390168923434,0.1527210452778398,0.21671303930973185,0.08466089025698564,0.1320521490527462,0.31033054722866743,0.2209161290659797,0.08941441816268772,0.03911416955411642,0.006469244519058826,0.03264492503505759,0.004309177348857065,0.0010259201452419485,0.0032832572036151164
0.58,3.0,600.0,lag_conditioned,0.0,3.1646872921474616,3.4956415235298746,0.09467625016887249,0.052894871198379656,0.04958589058535989,0.003308980613019763,0.1384549871716808,0.10778931415413767,0.030665673017543138,0.003874681851553098,0.0028419058664708344,0.0010327759850822637,0.001050231435821833,0.0006545515779087175,0.00039567985791311557
0.58,3.0,600.0,lag_pooled,0.0,2.735555620547555,3.4956415235298746,0.21743817203967475,0.11653647534150857,0.04958589058535989,0.06695058475614868,0.198825544541795,0.10778931415413767,0.09103623038765732,0.012956118294420203,0.0028419058664708344,0.010114212427949368,0.001444722666391021,0.0006545515779087175,0.0007901710884823035
0.58,4.0,10.0,lag_conditioned,0.0,0.13970321899964702,0.10567784230805667,0.3219726666296283,1.1102305377574226,0.5355920127215581,0.5746385250358645,0.9151313467006562,0.9331707015066635,0.01803935480600727,0.7292366568976831,0.7685980765919621,0.039361419694278976,0.42855449264131773,0.4625646394360614,0.03401014679474368
0.58,4.0,10.0,lag_pooled,0.0,0.15164117446753037,0.10567784230805667,0.43493821557681,1.416618754367546,0.5355920127215581,0.8810267416459878,0.9097414821217303,0.9331707015066635,0.023429219384933142,0.7216161745423385,0.7685980765919621,0.0469819020496236,0.4265580088851847,0.4625646394360614,0.03600663055087672
0.58,4.0,20.0,lag_conditioned,0.0,0.21012920930037454,0.16256532270096183,0.2925832262942465,0.8575704120969256,0.5555990680179845,0.3019713440789411,0.8761287501271571,0.9001075441842998,0.02397879405714276,0.6318891401685601,0.6774505577711958,0.04556141760263566,0.31047939766981414,0.3392101016963562,0.028730704026542042
0.58,4.0,20.0,lag_pooled,0.0,0.23308983743912454,0.16256532270096183,0.4338226232164668,1.13004381727893,0.5555990680179845,0.5744447492609455,0.866565030236096,0.9001075441842998,0.033542513948203845,0.6205230719935684,0.6774505577711958,0.05692748577762741,0.3080436806170043,0.3392101016963562,0.031166421079351858
0.58,4.0,50.0,lag_conditioned,0.0,0.38589738986293287,0.3282574981346231,0.17559352659378025,0.5831146989478382,0.43198524122340576,0.15112945772443243,0.7873236018972755,0.8113075710702986,0.023983969173023145,0.4527622583371354,0.47658675104663295,0.023824492709497547,0.16013086447881011,0.15343509664024266,0.006695767838567457
0.58,4.0,50.0,lag_pooled,0.0,0.43133626294495775,0.3282574981346231,0.31401800536498503,0.7822927774495634,0.43198524122340576,0.3503075362261576,0.7718659633277637,0.8113075710702986,0.03944160774253491,0.4412483545209475,0.47658675104663295,0.035338396525685434,0.15859139246876627,0.15343509664024266,0.005156295828523616
0.58,4.0,100.0,lag_conditioned,0.0,0.6367048605824172,0.6061875301316144,0.050343052164363744,0.4172152943083738,0.3029036268488876,0.11431166745948618,0.6778912563324813,0.6829333146637871,0.0050420583313058875,0.2944154619483853,0.2707881818713311,0.023627280077054225,0.0831608671857467,0.04724884333668998,0.035912023849056715
0.58,4.0,100.0,lag_pooled,0.0,0.697304986905548,0.6061875301316144,0.15031232456093302,0.5891410315653725,0.3029036268488876,0.28623740471648484,0.6642142849483065,0.6829333146637871,0.018719029715480673,0.2940291828668096,0.2707881818713311,0.023241000995478545,0.0841427750107987,0.04724884333668998,0.03689393167410872
0.58,4.0,200.0,lag_conditioned,0.0,1.123870805800748,1.1822063890931207,0.04934466928158143,0.2585175074378765,0.19788664853935933,0.06063085889851716,0.5068823054160332,0.47982890295348035,0.027053402462552834,0.13162341950390588,0.08817574106473175,0.04344767843917413,0.027258299477174033,0.00246429959643711,0.02479399988073692
0.58,4.0,200.0,lag_pooled,0.0,1.1606701595711264,1.1822063890931207,0.018216979472184147,0.41570478825204416,0.19788664853935933,0.21781813971268482,0.5138569458747789,0.47982890295348035,0.034028042921298574,0.15182553134825552,0.08817574106473175,0.06364979028352377,0.03028192405081278,0.00246429959643711,0.027817624454375668
0.58,4.0,400.0,lag_conditioned,0.0,2.133803490104606,2.3617796249648366,0.09652726801876133,0.12054615263695179,0.12555946277382724,0.0050133101368754485,0.27199318622151436,0.23670465183516248,0.03528853438635188,0.023576995333848855,0.010364557165827444,0.013212438168021411,0.001724816373291592,0.0004242822672751919,0.0013005341060164
0.58,4.0,400.0,lag_pooled,0.0,2.000998098240019,2.3617796249648366,0.15275833651507142,0.234770560114268,0.12555946277382724,0.10921109734044077,0.31841065281065645,0.23670465183516248,0.08170600097549396,0.045216215201052894,0.010364557165827444,0.03485165803522545,0.0038493643543908054,0.0004242822672751919,0.0034250820871156136
0.58,4.0,600.0,lag_conditioned,0.0,3.179054399373763,3.5538212136910325,0.10545460555907737,0.051906093303662804,0.07065457221193294,0.01874847890827014,0.13730237264917416,0.11523062554941144,0.02207174709976273,0.006527417193077276,0.006394974288393562,0.0001324429046837142,-0.0004999474590310169,0.0015659289135938244,0.002065876372624841
0.58,4.0,600.0,lag_pooled,0.0,2.711361925420746,3.5538212136910325,0.23705730750458898,0.12980811499456424,0.07065457221193294,0.059153542782631297,0.20528008912193654,0.11523062554941144,0.0900494635725251,0.015120800936299512,0.006394974288393562,0.00872582664790595,-0.000332148751463853,0.0015659289135938244,0.0018980776650576773
0.58,5.0,10.0,lag_conditioned,0.0,0.14047461844966075,0.10611955976705194,0.3237391745501321,1.07800633749636,0.5233234005354708,0.5546829369608892,0.9145820514713391,0.9328834433726456,0.01830139190130653,0.7274675180586008,0.7675177453746531,0.040050227316052345,0.42624563729424575,0.4601401709193842,0.033894533625138445
0.58,5.0,10.0,lag_pooled,0.0,0.15183355235186588,0.10611955976705194,0.4307781966412496,1.3447972571719622,0.5233234005354708,0.8214738566364914,0.9093640261961328,0.9328834433726456,0.023519417176512847,0.719954690582691,0.7675177453746531,0.0475630547919621,0.4244045715069654,0.4601401709193842,0.03573559941241877
0.58,5.0,20.0,lag_conditioned,1.1102230246251565e-16,0.21328048917549142,0.16319413863499047,0.30691268056218,0.833886791196637,0.5392127580820278,0.29467403311460916,0.8742778245891649,0.8996730890832872,0.025395264494122327,0.6270569634744149,0.6760951455733458,0.04903818209893096,0.3057117921418222,0.3389222005621746,0.03321040842035239
0.58,5.0,20.0,lag_pooled,1.1102230246251565e-16,0.23474017248574391,0.16319413863499047,0.43841056087668373,1.057442120872918,0.5392127580820278,0.51822936279089,0.865126824353108,0.8996730890832872,0.0345462647301793,0.6159875195013945,0.6760951455733458,0.0601076260719513,0.3035709928529588,0.3389222005621746,0.03535120770921579
0.58,5.0,50.0,lag_conditioned,0.0,0.39040422965059485,0.3321068813780065,0.17553791126126628,0.5848809428757571,0.4349307067980359,0.14995023607772118,0.7852546903812205,0.8095407225571758,0.024286032175955263,0.4502142275063052,0.47412547547980066,0.023911247973495475,0.1611035131317132,0.15156692875112784,0.009536584380585356
0.58,5.0,50.0,lag_pooled,0.0,0.4310110197529948,0.3321068813780065,0.2978081573155207,0.7415659375098351,0.4349307067980359,0.3066352307117992,0.7708530805983094,0.8095407225571758,0.038687641958866426,0.4384188039613526,0.47412547547980066,0.035706671518448085,0.159505005744241,0.15156692875112784,0.007938076993113163
0.58,5.0,100.0,lag_conditioned,2.220446049250313e-16,0.6513494715144204,0.6160653824346297,0.05727328638455775,0.4159388128104977,0.29163863009125746,0.12430018271924026,0.6723110359647466,0.6788948376156073,0.006583801650860699,0.2886730815869978,0.2648503728038883,0.023822708783109492,0.0823916626692255,0.04062371140805077,0.04176795126117473
0.58,5.0,100.0,lag_pooled,2.220446049250313e-16,0.7000957795602307,0.6160653824346297,0.13639850496634165,0.5591367031245948,0.29163863009125746,0.2674980730333374,0.6611809703820735,0.6788948376156073,0.017713867233533853,0.28783698087432236,0.2648503728038883,0.022986608070434067,0.0829138473495265,0.04062371140805077,0.04229013594147574
0.58,5.0,200.0,lag_conditioned,1.1102230246251565e-16,1.1513610409875255,1.2006078376220666,0.04101822018093748,0.2537041018477135,0.1929264563771651,0.060777645470548425,0.49839161494611883,0.4751171482031416,0.02327446674297723,0.12244630601855894,0.08306004158159243,0.03938626443696651,0.025424337232253808,0.004620013829607807,0.020804323402646
0.58,5.0,200.0,lag_pooled,1.1102230246251565e-16,1.175081805384849,1.2006078376220666,0.021260924206337517,0.40146702772751963,0.1929264563771651,0.20854057135035453,0.5078582137096671,0.4751171482031416,0.0327410655065255,0.14302269053878378,0.08306004158159243,0.05996264895719135,0.028656612115079864,0.004620013829607807,0.024036598285472055
0.58,5.0,400.0,lag_conditioned,0.0,2.195640042276293,2.3594776603705245,0.06943808828794029,0.13681279355712062,0.12612791319837036,0.01068488035875026,0.26376576878627234,0.23493487479618216,0.028830893990090173,0.015346671124080705,0.005639791099919599,0.009706880024161105,0.00152168014656564,-0.0013844117239013418,0.002906091870466982
0.58,5.0,400.0,lag_pooled,0.0,2.0702475732893126,2.3594776603705245,0.12258225281768176,0.2311557050000701,0.12612791319837036,0.10502779180169974,0.3068020128421795,0.23493487479618216,0.07186713804599734,0.03776100291535174,0.005639791099919599,0.03212121181543214,0.003354424943005369,-0.0013844117239013418,0.004738836666906711
0.58,5.0,600.0,lag_conditioned,0.0,3.2091036903310433,3.49696192740812,0.08231666316436892,0.08906776369200098,0.10299190151785775,0.013924137825856775,0.14607210067528797,0.12123461318060241,0.02483748749468556,0.0024060752944437694,-0.0014092889854046425,0.0038153642798484117,-0.0005905918086684776,0.00849801781638048,0.009088609625048958
0.58,5.0,600.0,lag_pooled,0.0,2.855381026425564,3.49696192740812,0.183468082953389,0.15232843149360975,0.10299190151785775,0.049336529975752,0.19420596643303167,0.12123461318060241,0.07297135325242926,0.010280213980459403,-0.0014092889854046425,0.011689502965864046,0.0007486533917786255,0.00849801781638048,0.007749364424601855
