replicate,temperature,block_size,block_lag,lag_time,heldout_identity_correlation,single_mode_prediction,two_mode_prediction,hmm_prediction,static_prediction,poisson_prediction
4.0,0.58,20.0,12.0,240.0,0.004117841335042882,8.598193072715716e-07,0.0016915367077282313,0.00012582066242032225,0.009284787363163426,0.0
4.0,0.58,20.0,13.0,260.0,0.0011767193376414468,3.036364475113302e-07,0.0016853705553582627,7.260953495650286e-05,0.009284787363163426,0.0
4.0,0.58,20.0,14.0,280.0,0.0024723112914190395,1.0722612469573355e-07,0.0016795723406435653,4.1902056984784e-05,0.009284787363163426,0.0
4.0,0.58,20.0,15.0,300.0,0.0037302748988401542,3.786581588442538e-08,0.0016739161082810299,2.4181154453170595e-05,0.009284787363163426,0.0
4.0,0.58,20.0,16.0,320.0,0.002027659864311023,1.3371927938847256e-08,0.001668322024356239,1.3954642630084387e-05,0.009284787363163426,0.0
4.0,0.58,20.0,17.0,340.0,0.001893287834943271,4.722160413695703e-09,0.001662761856371164,8.05305020943016e-06,0.009284787363163426,0.0
4.0,0.58,20.0,18.0,360.0,0.008860412747945065,1.667582945006294e-09,0.0016572255944763863,4.6473148323978945e-06,0.009284787363163426,0.0
4.0,0.58,20.0,19.0,380.0,-0.002464177200149958,5.888899645193316e-10,0.0016517096640981381,2.68190742510641e-06,0.009284787363163426,0.0
4.0,0.58,20.0,20.0,400.0,0.0050321284951710555,2.0796050436356077e-10,0.0016462127633469319,1.5476953243405896e-06,0.009284787363163426,0.0
4.0,0.58,20.0,21.0,420.0,0.006498604710702605,7.343913800678611e-11,0.001640734393040293,8.931556677019465e-07,0.009284787363163426,0.0
4.0,0.58,20.0,22.0,440.0,-0.0019155038968773877,2.593428501092241e-11,0.0016352743375947947,5.154289957475894e-07,0.009284787363163426,0.0
4.0,0.58,20.0,23.0,460.0,-0.004765244701494146,9.158429105821025e-12,0.0016298324817079195,2.97447644642864e-07,0.009284787363163426,0.0
4.0,0.58,20.0,24.0,480.0,-0.002448412753043537,3.23420613489148e-12,0.001624408745620689,1.7165332574132988e-07,0.009284787363163426,0.0
4.0,0.58,20.0,25.0,500.0,-0.0037954208725759987,1.1421270178661288e-12,0.0016190030622558831,9.905899330094423e-08,0.009284787363163426,0.0
4.0,0.58,20.0,26.0,520.0,-0.0033394845109344247,4.0333054559107167e-13,0.001613615369144204,5.716570949859471e-08,0.009284787363163426,0.0
4.0,0.58,20.0,27.0,540.0,0.0032238259817817584,1.4243208195067817e-13,0.0016082456055726523,3.2989617939581593e-08,0.009284787363163426,0.0
4.0,0.58,20.0,28.0,560.0,0.0027037298867135587,5.029844178817314e-14,0.0016028937115770742,1.9037897042567398e-08,0.009284787363163426,0.0
4.0,0.58,20.0,29.0,580.0,-0.01215348493984408,1.776238338771404e-14,0.001597559627585964,1.0986532928850079e-08,0.009284787363163426,0.0
4.0,0.58,20.0,30.0,600.0,0.006293567495943488,6.2726051224577885e-15,0.0015922432942942462,6.340191121257862e-09,0.009284787363163426,0.0
4.0,0.58,50.0,1.0,50.0,0.07680942761048362,0.06391082023559344,0.0638948171785857,0.05260989111422449,0.02299429483821459,0.0
4.0,0.58,50.0,2.0,100.0,0.01054704781193319,0.00426857754840565,0.005705290201730591,0.017475664081073414,0.02299429483821459,0.0
4.0,0.58,50.0,3.0,150.0,0.0045770922550161615,0.00028509654890339234,0.004601877069485553,0.005804969913574803,0.02299429483821459,0.0
4.0,0.58,50.0,4.0,200.0,0.007920847851329906,1.904148191637825e-05,0.00454434490391435,0.001928262957057185,0.02299429483821459,0.0
4.0,0.58,50.0,5.0,250.0,0.004130461958131331,1.2717727905384883e-06,0.004506278444532393,0.0006405197764873834,0.02299429483821459,0.0
4.0,0.58,50.0,6.0,300.0,0.007880021708391964,8.494118461246788e-08,0.004468875669736037,0.0002127643341225482,0.02299429483821459,0.0
4.0,0.58,50.0,7.0,350.0,0.004162962786373291,5.673186985164549e-09,0.004431789659475011,7.067488551698607e-05,0.02299429483821459,0.0
4.0,0.58,50.0,8.0,400.0,0.010105629297242206,3.7890983879586977e-10,0.0043950115318282575,2.347639449740715e-05,0.02299429483821459,0.0
4.0,0.58,50.0,9.0,450.0,-0.0037164308614726547,2.530723318511381e-11,0.0043585386172369815,7.798259517030658e-06,0.02299429483821459,0.0
4.0,0.58,50.0,10.0,500.0,-0.01730311235870723,1.6902597555160309e-12,0.004322368380729644,2.5903829270578877e-06,0.02299429483821459,0.0
4.0,0.58,50.0,11.0,550.0,-0.0002633082989833831,1.1289175787093315e-13,0.004286498310430978,8.60459144010122e-07,0.02299429483821459,0.0
4.0,0.58,50.0,12.0,600.0,0.000860888793517763,7.539994343235446e-15,0.0042509259153487595,2.8582258274515203e-07,0.02299429483821459,0.0
5.0,0.58,20.0,1.0,20.0,0.0735626820870324,0.07787409726527503,0.07810067309882182,0.048617856035119096,0.009335961494901112,0.0
5.0,0.58,20.0,2.0,40.0,0.028954607942245313,0.02750044578763055,0.025573700697652805,0.0318574255521862,0.009335961494901112,0.0
5.0,0.58,20.0,3.0,60.0,0.0137088974017313,0.009711502862655184,0.012138921293551522,0.020874955121015146,0.009335961494901112,0.0
5.0,0.58,20.0,4.0,80.0,0.008785233523896735,0.0034295185096156196,0.005863708958734055,0.013678561395068293,0.009335961494901112,0.0
5.0,0.58,20.0,5.0,100.0,0.008039576269281968,0.001211099597470586,0.0028343648156937263,0.008963039237880473,0.009335961494901112,0.0
5.0,0.58,20.0,6.0,120.0,0.0069512204042478315,0.0004276875109088739,0.0013700932340262328,0.005873137536872083,0.009335961494901112,0.0
5.0,0.58,20.0,7.0,140.0,0.0031224004702436474,0.0001510334966417745,0.0006622849910510621,0.003848442878754234,0.009335961494901112,0.0
5.0,0.58,20.0,8.0,160.0,0.013638080370577378,5.333594394506698e-05,0.00032013983754813116,0.0025217377420590696,0.009335961494901112,0.0
5.0,0.58,20.0,9.0,180.0,0.010520070229191197,1.883504639542656e-05,0.00015475137910691108,0.001652398499879431,0.009335961494901112,0.0
5.0,0.58,20.0,10.0,200.0,0.007491401972391807,6.651405159028458e-06,7.48047775626933e-05,0.001082753672939173,0.009335961494901112,0.0
5.0,0.58,20.0,11.0,220.0,0.003647016579937063,2.348876114278796e-06,3.6159643800972234e-05,0.0007094871584238376,0.009335961494901112,0.0
5.0,0.58,20.0,12.0,240.0,-0.003060325981854494,8.294817212781745e-07,1.7479095352131305e-05,0.00046489985723337284,0.009335961494901112,0.0
5.0,0.58,20.0,13.0,260.0,0.0062255621031721995,2.929230374271401e-07,8.449164378125992e-06,0.00030463113347359045,0.009335961494901112,0.0
5.0,0.58,20.0,14.0,280.0,0.010470028864049281,1.0344279283613843e-07,4.084214729104301e-06,0.0001996131554732231,0.009335961494901112,0.0
5.0,0.58,20.0,15.0,300.0,0.010585022717160468,3.6529770699246645e-08,1.9742555839743634e-06,0.00013079888251616104,0.009335961494901112,0.0
5.0,0.58,20.0,16.0,320.0,0.010731732456770718,1.290011716382571e-08,9.543291353118318e-07,8.57075157542484e-05,0.009335961494901112,0.0
